https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume NEO
1597708800000,2020-08-18 00:00:00,NEO/USD,16.582,17.579,16,16.148000000000003,694728.7104376,43420.54440235
1597622400000,2020-08-17 00:00:00,NEO/USD,15.527,16.989000000000004,15.283999999999999,16.617000000000004,1075634.2557157595,70376.48885866
1597536000000,2020-08-16 00:00:00,NEO/USD,15.126,15.776,14.605,15.558,929465.1700295693,63640.20335704
1597449600000,2020-08-15 00:00:00,NEO/USD,14.8070582,15.541,14.782,15.151,563934.1043957896,38150.05441725
1597363200000,2020-08-14 00:00:00,NEO/USD,14.579,15.87978024,14.31,14.827,966105.3490221563,67512.60300644
1597276800000,2020-08-13 00:00:00,NEO/USD,14.314,14.976,13.525,14.545,686947.2971454755,50790.92770022
1597190400000,2020-08-12 00:00:00,NEO/USD,13.671,14.659000000000002,13.334,14.291,730197.8660693667,54762.10185011
1597104000000,2020-08-11 00:00:00,NEO/USD,14.555,14.653,13.246,13.676999999999998,735663.422710191,55538.53410163
1597017600000,2020-08-10 00:00:00,NEO/USD,12.986,15.39,12.986,14.547,1644390.485038733,126627.94432764
1596931200000,2020-08-09 00:00:00,NEO/USD,13.147,13.362,12.801,12.960000000000003,199625.97671368168,15594.56110567
1596844800000,2020-08-08 00:00:00,NEO/USD,12.838,13.147999999999998,12.694,13.118,151652.399851647,11946.77799367
1596758400000,2020-08-07 00:00:00,NEO/USD,12.933,13.467,12.502,12.87,627253.1870661929,50172.22740891
1596672000000,2020-08-06 00:00:00,NEO/USD,12.889,13.285,12.721,12.940999999999999,461367.8305765418,36268.20458899
1596585600000,2020-08-05 00:00:00,NEO/USD,12.51,12.964,12.377,12.880999999999998,297446.14774171694,24032.16835596
1596499200000,2020-08-04 00:00:00,NEO/USD,12.399,12.743,12.277,12.53,129979.6771818858,10587.25072753
1596412800000,2020-08-03 00:00:00,NEO/USD,12.143,12.730000000000002,12.007,12.402,318243.1900679604,26504.80470292
1596326400000,2020-08-02 00:00:00,NEO/USD,13.401,13.767,11.454,12.144000000000002,1247953.6340011747,108953.52139001
1596240000000,2020-08-01 00:00:00,NEO/USD,12.285,13.486000000000002,12.08,13.421000000000001,674211.506099788,55812.21076985
1596153600000,2020-07-31 00:00:00,NEO/USD,11.815,12.286,11.644,12.286,421138.22513836995,36167.83108368
1596067200000,2020-07-30 00:00:00,NEO/USD,11.666,11.929999999999998,11.501,11.845999999999998,312079.73404730204,27135.00861206
1595980800000,2020-07-29 00:00:00,NEO/USD,11.816,12.298,11.641,11.671999999999999,319714.8658347663,27464.55337469
1595894400000,2020-07-28 00:00:00,NEO/USD,11.66,12.088999999999999,11.329,11.828,479232.1525052893,42301.36397787
1595808000000,2020-07-27 00:00:00,NEO/USD,11.654,11.888000000000002,10.797,11.607,1101465.561267647,102015.88971637
1595721600000,2020-07-26 00:00:00,NEO/USD,11.616,11.945000000000002,11.478,11.647,500490.6766344595,43604.34541161
1595635200000,2020-07-25 00:00:00,NEO/USD,11.123,11.688,11.123,11.616000000000001,393232.0223929403,35353.05424732
1595548800000,2020-07-24 00:00:00,NEO/USD,11.458,11.459000000000001,11.037,11.101,249918.40023118412,22643.6894293
1595462400000,2020-07-23 00:00:00,NEO/USD,11.606,11.738,11.34,11.439999999999998,307146.9871734768,27085.27223752
1595376000000,2020-07-22 00:00:00,NEO/USD,11.195,11.750000000000002,11.06,11.605000000000002,264088.2581343986,23877.78102481
1595289600000,2020-07-21 00:00:00,NEO/USD,10.404,11.522,10.34109803,11.184,612167.5681203903,59197.540371869996
1595203200000,2020-07-20 00:00:00,NEO/USD,10.681,10.739,10.323,10.431000000000001,177971.29629796965,17240.26894294
1595116800000,2020-07-19 00:00:00,NEO/USD,10.589,10.699935380000001,10.417,10.679999999999998,89437.61521220977,8585.73631681
1595030400,2020-07-18 00:00:00,NEO/USD,10.61,10.7,10.5,10.57,67565.29,6375.49
1594944000,2020-07-17 00:00:00,NEO/USD,10.69,10.79,10.54,10.61,77603.22,7288.27
1594857600,2020-07-16 00:00:00,NEO/USD,11.01,11.03,10.29,10.69,312507.2,29645.05
1594771200,2020-07-15 00:00:00,NEO/USD,10.83,11.4,10.83,11.01,265521.66,23787.78
1594684800,2020-07-14 00:00:00,NEO/USD,10.68,11.01,10.37,10.83,181048.38,16917.38
1594598400,2020-07-13 00:00:00,NEO/USD,10.8,11.26,10.36,10.68,376566.73,34548.34
1594512000,2020-07-12 00:00:00,NEO/USD,10.77,10.9,10.47,10.8,109976.99,10298.57
1594425600,2020-07-11 00:00:00,NEO/USD,10.54,10.91,10.44,10.77,167229.02,15668.44
1594339200,2020-07-10 00:00:00,NEO/USD,10.8,10.8,10.32,10.54,227099.05,21654.25
1594252800,2020-07-09 00:00:00,NEO/USD,11.09,11.3,10.44,10.8,458218.61,42194.61
1594166400,2020-07-08 00:00:00,NEO/USD,10.57,11.37,10.49,11.09,698277.56,62877.12
1594080000,2020-07-07 00:00:00,NEO/USD,10.6,10.66,10.28,10.57,194561.45,18536.05
1593993600,2020-07-06 00:00:00,NEO/USD,10.13,10.61,10.09,10.6,493088.58,47823.99
1593907200,2020-07-05 00:00:00,NEO/USD,9.934,10.15,9.659,10.13,254581.83,25612.28
1593820800,2020-07-04 00:00:00,NEO/USD,9.796,10.01,9.758,9.934,170313.69,17260.42
1593734400,2020-07-03 00:00:00,NEO/USD,9.949,10.02,9.796,9.796,67622.14,6815.15
1593648000,2020-07-02 00:00:00,NEO/USD,10.15,10.28,9.716,9.949,235851.04,23779.89
1593561600,2020-07-01 00:00:00,NEO/USD,10.02,10.29,9.923,10.15,154385.38,15221.79
1593475200,2020-06-30 00:00:00,NEO/USD,10.22,10.22,10.01,10.06,37560.41,3719.97
1593388800,2020-06-29 00:00:00,NEO/USD,10.05,10.28,9.941,10.22,70653.69,6981.69
1593302400,2020-06-28 00:00:00,NEO/USD,9.731,10.23,9.604,10.05,182509.53,18336.63
1593216000,2020-06-27 00:00:00,NEO/USD,10.22,10.3,9.315,9.731,329763.96,34145.41
1593129600,2020-06-26 00:00:00,NEO/USD,10.36,10.37,9.988,10.22,71810.92,7031.54
1593043200,2020-06-25 00:00:00,NEO/USD,10.47,10.5,9.97,10.36,163666.68,15964.2
1592956800,2020-06-24 00:00:00,NEO/USD,10.94,11.22,10.25,10.48,304363.29,28803.49
1592870400,2020-06-23 00:00:00,NEO/USD,10.81,11.3,10.65,10.94,281585.67,25583.98
1592784000,2020-06-22 00:00:00,NEO/USD,10.28,10.88,10.28,10.81,133798.38,12484.73
1592697600,2020-06-21 00:00:00,NEO/USD,10.29,10.59,10.22,10.28,174674.82,16686.05
1592611200,2020-06-20 00:00:00,NEO/USD,10.25,10.38,10.05,10.29,150836.06,14745.39
1592524800,2020-06-19 00:00:00,NEO/USD,10.42,10.44,10.15,10.25,108680.14,10568.95
1592438400,2020-06-18 00:00:00,NEO/USD,10.56,10.61,10.27,10.42,130263.15,12483.51
1592352000,2020-06-17 00:00:00,NEO/USD,10.6,10.9,10.26,10.56,179296.45,16842.22
1592265600,2020-06-16 00:00:00,NEO/USD,10.46,10.65,10.37,10.6,65563.72,6210.63
1592179200,2020-06-15 00:00:00,NEO/USD,10.62,10.62,9.719,10.46,286593.87,28316.07
1592092800,2020-06-14 00:00:00,NEO/USD,11.11,11.11,10.46,10.62,157571.03,14569.05
1592006400,2020-06-13 00:00:00,NEO/USD,10.89,11.11,10.72,11.11,88389.18,8079.57
1591920000,2020-06-12 00:00:00,NEO/USD,10.66,11.2,10.51,10.89,198459.43,18130.01
1591833600,2020-06-11 00:00:00,NEO/USD,11.95,12.04,10.35,10.66,863543.72,77542.33
1591747200,2020-06-10 00:00:00,NEO/USD,12.04,12.29,11.82,11.95,244237.86,20210.91
1591660800,2020-06-09 00:00:00,NEO/USD,11.64,12.21,11.43,12.04,420191.26,35366.79
1591574400,2020-06-08 00:00:00,NEO/USD,11.79,11.82,11.53,11.64,116408.97,9964.96
1591488000,2020-06-07 00:00:00,NEO/USD,11.84,11.97,11.32,11.79,169686.73,14620.52
1591401600,2020-06-06 00:00:00,NEO/USD,11.81,11.93,11.5,11.84,164037.07,14008.83
1591315200,2020-06-05 00:00:00,NEO/USD,12.15,12.25,11.78,11.81,159915.83,13355.78
1591228800,2020-06-04 00:00:00,NEO/USD,12.36,12.46,11.78,12.15,317657.0,26107.08
1591142400,2020-06-03 00:00:00,NEO/USD,12.07,12.5,11.73,12.36,341056.82,27869.97
1591056000,2020-06-02 00:00:00,NEO/USD,12.45,13.18,11.46,12.07,1214976.45,97859.63
1590969600,2020-06-01 00:00:00,NEO/USD,10.92,12.7,10.88,12.45,1279974.31,105971.56
1590883200,2020-05-31 00:00:00,NEO/USD,11.06,11.84,10.57,10.92,682072.05,60236.59
1590796800,2020-05-30 00:00:00,NEO/USD,10.23,11.17,10.17,11.06,2155048.97,200623.73
1590710400,2020-05-29 00:00:00,NEO/USD,10.41,10.5,10.07,10.23,161570.35,15690.15
1590624000,2020-05-28 00:00:00,NEO/USD,10.02,10.44,9.92,10.41,354383.32,34669.43
1590537600,2020-05-27 00:00:00,NEO/USD,9.906,10.26,9.874,10.01,184634.73,18359.97
1590451200,2020-05-26 00:00:00,NEO/USD,9.889,10.14,9.592,9.906,209217.68,21073.73
1590364800,2020-05-25 00:00:00,NEO/USD,9.66,10.0,9.543,9.889,250000.91,25371.39
1590278400,2020-05-24 00:00:00,NEO/USD,10.18,10.33,9.653,9.66,596384.05,59815.31
1590192000,2020-05-23 00:00:00,NEO/USD,10.38,10.5,10.09,10.18,146665.39,14287.08
1590105600,2020-05-22 00:00:00,NEO/USD,9.537,10.66,9.396,10.38,575670.18,56401.21
1590019200,2020-05-21 00:00:00,NEO/USD,10.12,10.17,9.2,9.537,516941.55,53537.2
1589932800,2020-05-20 00:00:00,NEO/USD,10.31,10.4,9.936,10.12,138388.27,13556.85
1589846400,2020-05-19 00:00:00,NEO/USD,10.25,10.33,9.932,10.31,232670.84,23032.39
1589760000,2020-05-18 00:00:00,NEO/USD,10.16,10.54,10.14,10.25,125426.98,12166.34
1589673600,2020-05-17 00:00:00,NEO/USD,10.01,10.46,9.963,10.16,265702.32,25790.47
1589587200,2020-05-16 00:00:00,NEO/USD,9.992,10.17,9.85,10.01,80061.18,7995.48
1589500800,2020-05-15 00:00:00,NEO/USD,10.19,10.26,9.803,9.992,392131.32,38907.75
1589414400,2020-05-14 00:00:00,NEO/USD,10.32,10.55,9.909,10.19,447790.53,43364.51
1589328000,2020-05-13 00:00:00,NEO/USD,9.996,10.47,9.812,10.32,347103.68,34252.46
1589241600,2020-05-12 00:00:00,NEO/USD,9.599,10.18,9.596,9.996,301518.77,30172.83
1589155200,2020-05-11 00:00:00,NEO/USD,9.718,10.18,9.28,9.599,408191.41,41988.64
1589068800,2020-05-10 00:00:00,NEO/USD,11.0,11.01,9.402,9.718,1419167.43,141411.26
1588982400,2020-05-09 00:00:00,NEO/USD,11.31,11.61,10.72,11.0,735430.09,65619.36
1588896000,2020-05-08 00:00:00,NEO/USD,9.883,11.8,9.784,11.31,1612727.44,147916.28
1588809600,2020-05-07 00:00:00,NEO/USD,9.13,9.953,9.037,9.883,464358.9,48937.6
1588723200,2020-05-06 00:00:00,NEO/USD,9.104,9.48,9.007,9.13,294354.61,31654.71
1588636800,2020-05-05 00:00:00,NEO/USD,8.966,9.178,8.87,9.104,78277.63,8681.59
1588550400,2020-05-04 00:00:00,NEO/USD,9.052,9.124,8.633,8.966,131279.05,14817.65
1588464000,2020-05-03 00:00:00,NEO/USD,9.245,9.316,8.754,9.052,247839.86,27503.07
1588377600,2020-05-02 00:00:00,NEO/USD,9.007,9.28,8.936,9.245,176530.42,19290.82
1588291200,2020-05-01 00:00:00,NEO/USD,8.863,9.4,8.863,9.007,219469.18,23936.61
1588204800,2020-04-30 00:00:00,NEO/USD,9.227,9.623,8.705,8.863,580539.19,63479.48
1588118400,2020-04-29 00:00:00,NEO/USD,8.476,9.34,8.476,9.227,531394.07,59196.17
1588032000,2020-04-28 00:00:00,NEO/USD,8.425,8.626,8.258,8.47,200368.18,23724.99
1587945600,2020-04-27 00:00:00,NEO/USD,8.653,8.688,8.149,8.425,261897.96,31392.2
1587859200,2020-04-26 00:00:00,NEO/USD,8.445,8.683,8.29,8.653,330790.31,38970.81
1587772800,2020-04-25 00:00:00,NEO/USD,8.085,8.589,7.939,8.445,452950.06,54134.22
1587686400,2020-04-24 00:00:00,NEO/USD,7.865,8.305,7.865,8.085,538095.99,65766.36
1587600000,2020-04-23 00:00:00,NEO/USD,7.548,8.044,7.435,7.865,668487.78,85603.94
1587513600,2020-04-22 00:00:00,NEO/USD,7.224,7.636,7.212,7.548,237342.43,31605.9
1587427200,2020-04-21 00:00:00,NEO/USD,7.229,7.361,7.14,7.225,266937.37,36804.75
1587340800,2020-04-20 00:00:00,NEO/USD,7.632,7.865,7.12,7.229,459744.9,62140.72
1587254400,2020-04-19 00:00:00,NEO/USD,7.874,7.933,7.435,7.632,196021.5,25567.6
1587168000,2020-04-18 00:00:00,NEO/USD,7.482,7.944,7.473,7.874,205961.34,26561.28
1587081600,2020-04-17 00:00:00,NEO/USD,7.61,7.66,7.446,7.482,132043.52,17490.05
1586995200,2020-04-16 00:00:00,NEO/USD,7.013,7.719,6.816,7.61,642803.4,88299.75
1586908800,2020-04-15 00:00:00,NEO/USD,7.24,7.391,6.972,7.013,288466.53,40713.8
1586822400,2020-04-14 00:00:00,NEO/USD,7.289,7.456,7.16,7.252,134523.53,18412.45
1586736000,2020-04-13 00:00:00,NEO/USD,7.391,7.391,7.013,7.289,280286.41,39005.53
1586649600,2020-04-12 00:00:00,NEO/USD,7.3,7.733,7.185,7.391,191538.29,25579.78
1586563200,2020-04-11 00:00:00,NEO/USD,7.307,7.55,7.16,7.3,197054.27,26702.77
1586476800,2020-04-10 00:00:00,NEO/USD,8.028,8.038,7.113,7.307,327786.05,43728.5
1586390400,2020-04-09 00:00:00,NEO/USD,7.992,8.157,7.821,8.028,189472.86,23599.35
1586304000,2020-04-08 00:00:00,NEO/USD,7.721,8.034,7.672,7.992,169923.17,21533.78
1586217600,2020-04-07 00:00:00,NEO/USD,7.834,8.164,7.485,7.721,408372.65,52062.68
1586131200,2020-04-06 00:00:00,NEO/USD,7.029,7.847,6.991,7.834,610505.54,81366.69
1586044800,2020-04-05 00:00:00,NEO/USD,7.202,7.276,6.854,7.029,282048.49,40030.0
1585958400,2020-04-04 00:00:00,NEO/USD,7.041,7.306,6.89,7.175,208297.65,29274.8
1585872000,2020-04-03 00:00:00,NEO/USD,7.011,7.233,6.887,7.041,164971.33,23346.6
1585785600,2020-04-02 00:00:00,NEO/USD,6.846,7.393,6.813,7.011,703229.14,100263.31
1585699200,2020-04-01 00:00:00,NEO/USD,6.825,6.895,6.411,6.846,322595.39,48701.83
1585612800,2020-03-31 00:00:00,NEO/USD,6.6,6.954,6.531,6.825,277575.24,41182.42
1585526400,2020-03-30 00:00:00,NEO/USD,6.205,6.759,6.203,6.6,234187.57,35892.08
1585440000,2020-03-29 00:00:00,NEO/USD,6.664,6.681,6.159,6.205,183698.65,28707.1
1585353600,2020-03-28 00:00:00,NEO/USD,6.512,6.725,6.211,6.645,316501.99,49218.97
1585267200,2020-03-27 00:00:00,NEO/USD,7.058,7.2,6.469,6.512,464289.18,68326.57
1585180800,2020-03-26 00:00:00,NEO/USD,6.938,7.073,6.737,7.058,130823.85,19075.38
1585094400,2020-03-25 00:00:00,NEO/USD,6.92,7.126,6.618,6.938,481767.48,69939.3
1585008000,2020-03-24 00:00:00,NEO/USD,6.707,6.993,6.561,6.92,432945.7,63536.12
1584921600,2020-03-23 00:00:00,NEO/USD,5.963,6.707,5.815,6.707,299042.52,47669.92
1584835200,2020-03-22 00:00:00,NEO/USD,6.217,6.485,5.879,5.963,261699.88,42720.28
1584748800,2020-03-21 00:00:00,NEO/USD,6.307,6.448,5.897,6.249,263260.54,42543.12
1584662400,2020-03-20 00:00:00,NEO/USD,6.481,7.179,5.714,6.307,867922.69,131170.82
1584576000,2020-03-19 00:00:00,NEO/USD,5.734,6.8,5.679,6.481,514092.55,82195.29
1584489600,2020-03-18 00:00:00,NEO/USD,5.666,5.756,5.373,5.734,224815.49,40419.51
1584403200,2020-03-17 00:00:00,NEO/USD,5.4,5.939,5.363,5.666,345171.09,60919.05
1584316800,2020-03-16 00:00:00,NEO/USD,5.998,5.998,4.904,5.4,554338.25,104709.66
1584230400,2020-03-15 00:00:00,NEO/USD,5.785,6.447,5.716,5.998,433623.08,71237.14
1584144000,2020-03-14 00:00:00,NEO/USD,6.273,6.293,5.689,5.767,692380.66,114227.7
1584057600,2020-03-13 00:00:00,NEO/USD,5.708,6.699,3.996,6.256,2058588.13,368625.45
1583971200,2020-03-12 00:00:00,NEO/USD,9.48,9.6,5.516,5.708,3946400.02,587016.38
1583884800,2020-03-11 00:00:00,NEO/USD,9.89,10.02,8.816,9.48,611881.8,65692.67
1583798400,2020-03-10 00:00:00,NEO/USD,9.962,10.23,9.617,9.89,391847.48,39424.8
1583712000,2020-03-09 00:00:00,NEO/USD,10.09,10.39,9.446,9.962,884020.49,89392.33
1583625600,2020-03-08 00:00:00,NEO/USD,11.62,11.62,9.911,10.09,1355429.31,125927.28
1583539200,2020-03-07 00:00:00,NEO/USD,12.42,12.48,11.58,11.62,556833.71,46506.07
1583452800,2020-03-06 00:00:00,NEO/USD,12.11,12.47,11.97,12.44,397779.29,32525.82
1583366400,2020-03-05 00:00:00,NEO/USD,11.79,12.44,11.79,12.11,513884.26,42073.82
1583280000,2020-03-04 00:00:00,NEO/USD,11.6,12.1,11.58,11.79,426408.63,35969.65
1583193600,2020-03-03 00:00:00,NEO/USD,12.08,12.08,11.41,11.6,368202.45,31517.14
1583107200,2020-03-02 00:00:00,NEO/USD,11.37,12.24,11.23,12.08,366363.13,30819.9
1583020800,2020-03-01 00:00:00,NEO/USD,11.15,11.89,11.06,11.37,670687.22,58402.69
1582934400,2020-02-29 00:00:00,NEO/USD,11.36,11.55,10.95,11.15,303166.41,26819.31
1582848000,2020-02-28 00:00:00,NEO/USD,11.49,11.67,10.62,11.34,375142.46,33723.77
1582761600,2020-02-27 00:00:00,NEO/USD,11.05,11.72,10.4,11.49,700272.28,63063.64
1582675200,2020-02-26 00:00:00,NEO/USD,12.4,12.55,10.77,11.05,1213864.86,106157.64
1582588800,2020-02-25 00:00:00,NEO/USD,13.4,13.47,12.34,12.4,1244866.85,96376.7
1582502400,2020-02-24 00:00:00,NEO/USD,14.38,14.47,13.02,13.4,820460.66,60588.86
1582416000,2020-02-23 00:00:00,NEO/USD,13.78,14.48,13.74,14.38,338356.56,23730.9
1582329600,2020-02-22 00:00:00,NEO/USD,14.0,14.04,13.52,13.78,386998.54,28195.74
1582243200,2020-02-21 00:00:00,NEO/USD,14.04,14.34,13.76,13.98,1207180.14,85833.64
1582156800,2020-02-20 00:00:00,NEO/USD,14.05,14.35,13.48,14.04,1721749.8,124359.93
1582070400,2020-02-19 00:00:00,NEO/USD,15.49,15.53,13.77,14.05,1285995.28,86188.29
1581984000,2020-02-18 00:00:00,NEO/USD,15.04,15.62,14.35,15.49,1594554.96,104806.12
1581897600,2020-02-17 00:00:00,NEO/USD,14.63,15.1,13.41,15.04,2352869.62,163416.98
1581811200,2020-02-16 00:00:00,NEO/USD,15.09,15.81,13.41,14.63,2607297.84,177847.75
1581724800,2020-02-15 00:00:00,NEO/USD,16.68,16.72,14.56,15.09,2712085.81,175660.74
1581638400,2020-02-14 00:00:00,NEO/USD,15.11,16.72,14.77,16.68,1958194.25,122185.72
1581552000,2020-02-13 00:00:00,NEO/USD,14.81,15.8,14.51,15.11,2684876.88,175813.38
1581465600,2020-02-12 00:00:00,NEO/USD,13.85,15.28,13.85,14.81,2596462.41,176942.22
1581379200,2020-02-11 00:00:00,NEO/USD,13.57,14.03,12.97,13.85,949898.89,70357.66
1581292800,2020-02-10 00:00:00,NEO/USD,14.16,14.23,13.16,13.57,1599680.42,117461.22
1581206400,2020-02-09 00:00:00,NEO/USD,12.67,14.21,12.67,14.16,1794684.86,132285.04
1581120000,2020-02-08 00:00:00,NEO/USD,12.77,13.06,12.06,12.67,986906.19,77937.8
1581033600,2020-02-07 00:00:00,NEO/USD,12.89,13.23,12.65,12.77,757092.86,58489.17
1580947200,2020-02-06 00:00:00,NEO/USD,12.73,13.2,12.41,12.89,1352245.98,105034.74
1580860800,2020-02-05 00:00:00,NEO/USD,12.15,12.85,12.1,12.73,1523809.5,120593.13
1580774400,2020-02-04 00:00:00,NEO/USD,11.91,12.3,11.53,12.15,871929.36,73268.43
1580688000,2020-02-03 00:00:00,NEO/USD,12.07,12.38,11.75,11.91,854107.73,71001.62
1580601600,2020-02-02 00:00:00,NEO/USD,11.44,12.63,11.25,12.07,1162471.48,94940.91
1580515200,2020-02-01 00:00:00,NEO/USD,11.49,11.69,11.21,11.44,356076.28,31122.55
1580428800,2020-01-31 00:00:00,NEO/USD,11.7,11.75,11.11,11.49,835273.8,72963.38
1580342400,2020-01-30 00:00:00,NEO/USD,11.21,11.84,10.88,11.7,1297329.8,113713.75
1580256000,2020-01-29 00:00:00,NEO/USD,11.38,11.72,11.21,11.21,1021809.45,89767.9
1580169600,2020-01-28 00:00:00,NEO/USD,11.11,11.46,11.04,11.38,660234.03,58635.14
1580083200,2020-01-27 00:00:00,NEO/USD,10.8,11.28,10.7,11.11,804208.8,72414.62
1579996800,2020-01-26 00:00:00,NEO/USD,10.37,10.8,10.27,10.8,208437.93,19612.45
1579910400,2020-01-25 00:00:00,NEO/USD,10.47,10.49,10.23,10.37,134026.03,12963.57
1579824000,2020-01-24 00:00:00,NEO/USD,10.6,10.67,10.16,10.47,445246.06,42623.79
1579737600,2020-01-23 00:00:00,NEO/USD,11.18,11.27,10.39,10.6,882954.46,82551.74
1579651200,2020-01-22 00:00:00,NEO/USD,11.24,11.39,11.1,11.18,391172.53,34800.19
1579564800,2020-01-21 00:00:00,NEO/USD,11.1,11.29,10.85,11.24,364314.03,32829.49
1579478400,2020-01-20 00:00:00,NEO/USD,11.24,11.3,10.82,11.1,519792.66,46635.99
1579392000,2020-01-19 00:00:00,NEO/USD,11.88,12.18,10.77,11.24,1267585.17,111863.0
1579305600,2020-01-18 00:00:00,NEO/USD,11.82,12.31,11.3,11.88,1643156.52,138419.2
1579219200,2020-01-17 00:00:00,NEO/USD,11.25,11.89,11.13,11.82,1248653.94,108342.01
1579132800,2020-01-16 00:00:00,NEO/USD,11.36,11.54,10.74,11.25,1341963.78,121881.02
1579046400,2020-01-15 00:00:00,NEO/USD,11.21,11.88,10.71,11.36,1673756.58,147264.54
1578960000,2020-01-14 00:00:00,NEO/USD,10.0,11.56,10.0,11.21,2693803.15,250699.88
1578873600,2020-01-13 00:00:00,NEO/USD,10.23,10.28,9.802,10.0,402690.81,40657.33
1578787200,2020-01-12 00:00:00,NEO/USD,9.648,10.4,9.594,10.23,497848.38,48895.71
1578700800,2020-01-11 00:00:00,NEO/USD,9.868,10.04,9.554,9.697,548313.24,55904.12
1578614400,2020-01-10 00:00:00,NEO/USD,9.39,9.892,9.05,9.868,446706.06,47384.83
1578528000,2020-01-09 00:00:00,NEO/USD,9.449,9.524,9.303,9.39,153134.06,16305.58
1578441600,2020-01-08 00:00:00,NEO/USD,9.818,10.17,9.302,9.449,462535.32,47326.31
1578355200,2020-01-07 00:00:00,NEO/USD,9.75,9.907,9.395,9.818,553720.97,57287.84
1578268800,2020-01-06 00:00:00,NEO/USD,9.006,9.78,9.006,9.75,871111.72,91002.2
1578182400,2020-01-05 00:00:00,NEO/USD,9.111,9.26,8.98,9.006,206869.98,22620.17
1578096000,2020-01-04 00:00:00,NEO/USD,8.915,9.11,8.829,9.11,173311.52,19272.56
1578009600,2020-01-03 00:00:00,NEO/USD,8.507,9.043,8.38,8.915,359520.82,40874.35
1577923200,2020-01-02 00:00:00,NEO/USD,8.865,8.865,8.424,8.507,309726.78,36130.1
1577836800,2020-01-01 00:00:00,NEO/USD,8.709,9.018,8.646,8.865,128892.65,14543.62
1577750400,2019-12-31 00:00:00,NEO/USD,8.984,9.073,8.623,8.709,246525.06,28072.01
1577664000,2019-12-30 00:00:00,NEO/USD,9.244,9.275,8.897,8.984,238054.25,26232.94
1577577600,2019-12-29 00:00:00,NEO/USD,8.803,9.412,8.803,9.244,522052.71,56652.6
1577491200,2019-12-28 00:00:00,NEO/USD,8.747,8.888,8.686,8.821,101596.05,11561.99
1577404800,2019-12-27 00:00:00,NEO/USD,8.566,8.793,8.517,8.747,99907.92,11520.31
1577318400,2019-12-26 00:00:00,NEO/USD,8.611,8.892,8.53,8.566,218257.39,25156.82
1577232000,2019-12-25 00:00:00,NEO/USD,8.697,8.725,8.5,8.611,233031.0,27234.05
1577145600,2019-12-24 00:00:00,NEO/USD,8.555,8.857,8.526,8.697,137153.0,15765.0
1577059200,2019-12-23 00:00:00,NEO/USD,8.897,9.07,8.516,8.555,350847.34,39571.29
1576972800,2019-12-22 00:00:00,NEO/USD,8.547,8.9,8.547,8.897,439838.28,49767.61
1576886400,2019-12-21 00:00:00,NEO/USD,8.651,8.651,8.501,8.546,100257.32,11731.58
1576800000,2019-12-20 00:00:00,NEO/USD,8.636,8.748,8.501,8.651,142885.72,16507.38
1576713600,2019-12-19 00:00:00,NEO/USD,8.833,8.893,8.517,8.636,267187.43,30974.55
1576627200,2019-12-18 00:00:00,NEO/USD,7.925,8.927,7.783,8.833,666342.95,80700.09
1576540800,2019-12-17 00:00:00,NEO/USD,8.42,8.46,7.78,7.925,565855.4,69789.45
1576454400,2019-12-16 00:00:00,NEO/USD,8.983,8.986,8.279,8.42,501857.68,58844.49
1576368000,2019-12-15 00:00:00,NEO/USD,8.836,9.038,8.698,8.983,335342.45,37846.67
1576281600,2019-12-14 00:00:00,NEO/USD,8.951,9.227,8.71,8.848,566580.11,63114.8
1576195200,2019-12-13 00:00:00,NEO/USD,8.686,9.14,8.607,8.951,321066.16,35938.11
1576108800,2019-12-12 00:00:00,NEO/USD,8.558,8.712,8.366,8.684,310325.66,36411.5
1576022400,2019-12-11 00:00:00,NEO/USD,8.596,8.685,8.457,8.558,293261.49,34306.03
1575936000,2019-12-10 00:00:00,NEO/USD,8.778,8.822,8.458,8.596,268805.9,31202.74
1575849600,2019-12-09 00:00:00,NEO/USD,9.087,9.155,8.681,8.778,209394.32,23480.96
1575763200,2019-12-08 00:00:00,NEO/USD,8.969,9.177,8.803,9.087,223309.21,24808.42
1575676800,2019-12-07 00:00:00,NEO/USD,8.802,9.24,8.795,8.969,358287.07,39464.22
1575590400,2019-12-06 00:00:00,NEO/USD,8.801,8.899,8.617,8.802,278763.96,31898.56
1575504000,2019-12-05 00:00:00,NEO/USD,8.681,8.845,8.532,8.788,363888.97,41871.48
1575417600,2019-12-04 00:00:00,NEO/USD,9.033,9.35,8.62,8.681,647628.17,72831.36
1575331200,2019-12-03 00:00:00,NEO/USD,9.072,9.164,8.9,9.033,202922.18,22430.61
1575244800,2019-12-02 00:00:00,NEO/USD,9.359,9.359,8.89,9.072,307878.81,33913.37
1575158400,2019-12-01 00:00:00,NEO/USD,9.383,9.571,8.983,9.359,440407.66,47576.3
1575072000,2019-11-30 00:00:00,NEO/USD,9.796,9.878,9.24,9.383,475760.81,50333.36
1574985600,2019-11-29 00:00:00,NEO/USD,9.312,9.954,9.312,9.796,583284.59,59692.33
1574899200,2019-11-28 00:00:00,NEO/USD,9.5,9.663,9.243,9.317,308683.92,32621.25
1574812800,2019-11-27 00:00:00,NEO/USD,9.316,9.79,8.789,9.5,876556.32,94866.23
1574726400,2019-11-26 00:00:00,NEO/USD,9.152,9.45,8.963,9.316,390314.51,42593.0
