https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DASH,Volume USD
1601683200,2020-10-03 00:00:00,DASH/USD,66.09,66.61,65.57,65.57,25207.01,381.66
1601596800,2020-10-02 00:00:00,DASH/USD,68.11,68.83,63.72,66.09,414393.88,6358.32
1601510400,2020-10-01 00:00:00,DASH/USD,69.32,71.28,67.29,68.11,390065.39,5591.55
1601424000,2020-09-30 00:00:00,DASH/USD,68.86,69.32,66.71,69.32,175982.96,2601.12
1601337600,2020-09-29 00:00:00,DASH/USD,67.52,68.89,66.9,68.86,71397.76,1057.14
1601251200,2020-09-28 00:00:00,DASH/USD,69.0,70.37,66.87,67.52,134688.15,1949.62
1601164800,2020-09-27 00:00:00,DASH/USD,69.09,70.18,67.29,69.0,194941.64,2837.47
1601078400,2020-09-26 00:00:00,DASH/USD,68.58,70.18,68.55,69.09,177101.75,2552.16
1600992000,2020-09-25 00:00:00,DASH/USD,67.75,69.55,66.76,68.58,54487.02,802.61
1600905600,2020-09-24 00:00:00,DASH/USD,64.92,68.52,64.55,67.75,64346.5,957.81
1600819200,2020-09-23 00:00:00,DASH/USD,67.94,68.63,64.37,64.92,196700.73,2921.42
1600732800,2020-09-22 00:00:00,DASH/USD,67.17,69.01,66.58,67.94,187254.59,2749.16
1600646400,2020-09-21 00:00:00,DASH/USD,70.91,71.77,64.66,67.17,175069.33,2573.87
1600560000,2020-09-20 00:00:00,DASH/USD,72.86,72.92,69.61,70.91,323775.16,4576.53
1600473600,2020-09-19 00:00:00,DASH/USD,72.12,73.64,71.58,72.86,253339.48,3476.97
1600387200,2020-09-18 00:00:00,DASH/USD,73.37,73.98,70.78,72.12,77410.15,1068.31
1600300800,2020-09-17 00:00:00,DASH/USD,73.19,74.84,71.39,73.37,117365.11,1610.0
1600214400,2020-09-16 00:00:00,DASH/USD,73.05,74.35,71.21,73.19,83644.61,1149.6
1600128000,2020-09-15 00:00:00,DASH/USD,75.22,76.23,72.73,73.05,147327.76,1983.35
1600041600,2020-09-14 00:00:00,DASH/USD,75.33,77.11,73.82,75.22,100635.43,1334.82
1599955200,2020-09-13 00:00:00,DASH/USD,79.53,79.53,73.38,75.33,176198.36,2313.48
1599868800,2020-09-12 00:00:00,DASH/USD,77.23,80.19,75.59,79.53,143618.93,1832.68
1599782400,2020-09-11 00:00:00,DASH/USD,76.99,77.47,74.75,77.23,102628.48,1345.78
1599696000,2020-09-10 00:00:00,DASH/USD,75.47,78.3,75.34,76.99,276980.56,3607.61
1599609600,2020-09-09 00:00:00,DASH/USD,74.66,77.49,74.5,75.47,132914.96,1741.19
1599523200,2020-09-08 00:00:00,DASH/USD,75.98,77.82,70.14,74.66,466916.25,6344.38
1599436800,2020-09-07 00:00:00,DASH/USD,70.53,77.93,66.0,75.98,522187.98,7225.97
1599350400,2020-09-06 00:00:00,DASH/USD,68.06,71.76,66.34,70.53,155544.55,2215.5
1599264000,2020-09-05 00:00:00,DASH/USD,72.99,74.36,65.15,68.06,324599.75,4739.55
1599177600,2020-09-04 00:00:00,DASH/USD,66.86,74.1,65.79,72.99,517807.09,7445.93
1599091200,2020-09-03 00:00:00,DASH/USD,83.3,83.54,62.56,66.86,885422.25,11833.5
1599004800,2020-09-02 00:00:00,DASH/USD,89.36,89.86,80.3,83.3,598235.07,7227.64
1598918400,2020-09-01 00:00:00,DASH/USD,86.41,91.13,85.05,89.36,704510.89,7953.87
1598832000,2020-08-31 00:00:00,DASH/USD,88.41,89.12,86.0,86.41,170495.91,1951.64
1598745600,2020-08-30 00:00:00,DASH/USD,85.33,89.0,85.07,88.41,490232.52,5630.71
1598659200,2020-08-29 00:00:00,DASH/USD,85.0,86.83,84.5,85.33,166908.62,1943.52
1598572800,2020-08-28 00:00:00,DASH/USD,83.49,86.0,82.6,85.0,169996.52,2010.54
1598486400,2020-08-27 00:00:00,DASH/USD,85.96,86.51,81.81,83.49,251437.78,3001.46
1598400000,2020-08-26 00:00:00,DASH/USD,84.6,87.43,83.46,85.96,580148.03,6747.47
1598313600,2020-08-25 00:00:00,DASH/USD,91.81,91.81,82.69,84.6,2351145.27,27569.01
1598227200,2020-08-24 00:00:00,DASH/USD,91.62,93.38,89.65,91.81,85052.63,926.41
1598140800,2020-08-23 00:00:00,DASH/USD,91.03,93.17,87.86,91.62,247896.05,2735.32
1598054400,2020-08-22 00:00:00,DASH/USD,86.76,91.03,84.72,91.03,420829.96,4799.08
1597968000,2020-08-21 00:00:00,DASH/USD,92.02,95.64,86.7,86.76,581329.0,6318.27
1597881600,2020-08-20 00:00:00,DASH/USD,88.01,92.17,87.2,92.02,451050.71,5005.45
1597795200,2020-08-19 00:00:00,DASH/USD,92.79,93.89,87.04,88.01,582002.09,6464.66
1597708800,2020-08-18 00:00:00,DASH/USD,97.7,98.86,92.03,92.79,596700.65,6248.74
1597622400,2020-08-17 00:00:00,DASH/USD,95.34,100.43,93.01,97.7,730215.32,7452.65
1597536000,2020-08-16 00:00:00,DASH/USD,94.2,95.5,91.64,95.34,351772.19,3743.55
1597449600,2020-08-15 00:00:00,DASH/USD,91.91,96.0,91.44,94.2,1808292.6,19334.03
1597363200,2020-08-14 00:00:00,DASH/USD,92.95,93.11,90.0,91.91,257043.96,2796.11
1597276800,2020-08-13 00:00:00,DASH/USD,90.86,93.44,85.92,92.95,338653.59,3762.49
1597190400,2020-08-12 00:00:00,DASH/USD,88.52,92.0,84.43,90.86,414442.07,4706.61
1597104000,2020-08-11 00:00:00,DASH/USD,95.43,96.56,85.71,88.52,648089.98,7191.52
1597017600,2020-08-10 00:00:00,DASH/USD,97.71,98.4,93.41,95.43,534671.91,5555.18
1596931200,2020-08-09 00:00:00,DASH/USD,98.2,98.9,94.81,97.71,186992.61,1928.58
1596844800,2020-08-08 00:00:00,DASH/USD,96.5,102.19,94.59,98.2,394334.58,3962.49
1596758400,2020-08-07 00:00:00,DASH/USD,100.53,103.76,93.1,96.5,738056.87,7450.86
1596672000,2020-08-06 00:00:00,DASH/USD,92.22,104.57,90.26,100.53,1535208.21,15566.67
1596585600,2020-08-05 00:00:00,DASH/USD,86.76,93.66,85.89,92.22,279421.33,3103.89
1596499200,2020-08-04 00:00:00,DASH/USD,87.77,89.04,85.03,86.76,178860.25,2057.17
1596412800,2020-08-03 00:00:00,DASH/USD,85.18,89.56,83.72,87.77,182343.09,2086.4
1596326400,2020-08-02 00:00:00,DASH/USD,93.04,95.68,80.33,85.18,737524.41,8477.34
1596240000,2020-08-01 00:00:00,DASH/USD,82.6,94.0,82.1,93.04,528470.68,5942.56
1596153600,2020-07-31 00:00:00,DASH/USD,81.33,83.59,80.23,82.6,231076.48,2819.28
1596067200,2020-07-30 00:00:00,DASH/USD,81.49,83.0,79.47,81.33,164404.93,2023.27
1595980800,2020-07-29 00:00:00,DASH/USD,79.9,84.84,79.3,81.49,441637.97,5333.21
1595894400,2020-07-28 00:00:00,DASH/USD,77.79,81.05,76.07,79.9,269808.39,3418.86
1595808000,2020-07-27 00:00:00,DASH/USD,75.33,79.54,73.54,77.79,418940.16,5452.06
1595721600,2020-07-26 00:00:00,DASH/USD,74.76,77.78,74.44,75.33,374020.54,4930.85
1595635200,2020-07-25 00:00:00,DASH/USD,72.15,75.26,72.15,74.76,292518.66,3937.8
1595548800,2020-07-24 00:00:00,DASH/USD,73.6,73.6,71.51,72.15,71655.33,990.45
1595462400,2020-07-23 00:00:00,DASH/USD,73.78,74.13,72.8,73.6,187648.54,2556.53
1595376000,2020-07-22 00:00:00,DASH/USD,71.08,73.9,71.08,73.78,176235.8,2424.42
1595289600,2020-07-21 00:00:00,DASH/USD,69.12,71.67,69.06,71.08,282277.63,3968.49
1595203200,2020-07-20 00:00:00,DASH/USD,70.62,70.62,68.72,69.12,51440.66,735.87
1595116800,2020-07-19 00:00:00,DASH/USD,69.33,70.77,68.91,70.62,84588.62,1217.78
1595030400,2020-07-18 00:00:00,DASH/USD,69.57,69.75,68.71,69.33,20585.55,297.25
1594944000,2020-07-17 00:00:00,DASH/USD,69.44,70.09,69.0,69.57,49357.0,711.64
1594857600,2020-07-16 00:00:00,DASH/USD,71.28,71.36,68.15,69.44,205640.61,2956.99
1594771200,2020-07-15 00:00:00,DASH/USD,71.97,72.2,70.83,71.28,78051.4,1092.19
1594684800,2020-07-14 00:00:00,DASH/USD,71.82,72.59,70.16,71.97,109346.71,1532.97
1594598400,2020-07-13 00:00:00,DASH/USD,72.22,76.14,71.0,71.82,388204.99,5262.14
1594512000,2020-07-12 00:00:00,DASH/USD,72.65,73.06,70.86,72.22,214205.52,2983.83
1594425600,2020-07-11 00:00:00,DASH/USD,71.76,73.19,71.5,72.65,108972.82,1503.55
1594339200,2020-07-10 00:00:00,DASH/USD,71.96,71.96,70.33,71.76,109446.27,1545.05
1594252800,2020-07-09 00:00:00,DASH/USD,72.62,74.29,70.64,71.96,305738.23,4206.75
1594166400,2020-07-08 00:00:00,DASH/USD,70.04,73.42,69.62,72.62,175163.96,2427.96
1594080000,2020-07-07 00:00:00,DASH/USD,70.41,70.91,69.34,70.04,74790.6,1065.55
1593993600,2020-07-06 00:00:00,DASH/USD,67.47,70.66,67.24,70.41,348923.07,5054.44
1593907200,2020-07-05 00:00:00,DASH/USD,67.42,67.73,65.93,67.47,80742.04,1208.51
1593820800,2020-07-04 00:00:00,DASH/USD,66.3,68.2,66.3,67.42,53064.34,786.53
1593734400,2020-07-03 00:00:00,DASH/USD,66.82,67.15,65.94,66.3,63323.27,950.17
1593648000,2020-07-02 00:00:00,DASH/USD,68.23,68.81,65.59,66.82,139050.34,2063.9
1593561600,2020-07-01 00:00:00,DASH/USD,68.06,69.09,67.46,68.23,104550.67,1533.71
1593475200,2020-06-30 00:00:00,DASH/USD,68.97,69.18,67.53,68.3,67446.42,986.51
1593388800,2020-06-29 00:00:00,DASH/USD,67.86,69.26,66.79,68.97,809485.29,12034.03
1593302400,2020-06-28 00:00:00,DASH/USD,67.04,68.63,66.09,67.84,91010.17,1347.95
1593216000,2020-06-27 00:00:00,DASH/USD,70.8,71.08,65.23,67.04,173804.03,2560.44
1593129600,2020-06-26 00:00:00,DASH/USD,71.17,71.59,69.73,70.8,84008.45,1192.99
1593043200,2020-06-25 00:00:00,DASH/USD,72.3,72.3,70.19,71.17,147215.14,2065.3
1592956800,2020-06-24 00:00:00,DASH/USD,74.12,75.38,70.85,72.32,182108.01,2515.35
1592870400,2020-06-23 00:00:00,DASH/USD,72.68,76.85,71.61,74.12,358566.12,4814.51
1592784000,2020-06-22 00:00:00,DASH/USD,70.13,73.02,70.13,72.68,198820.05,2751.81
1592697600,2020-06-21 00:00:00,DASH/USD,71.11,71.46,70.13,70.13,46104.12,650.73
1592611200,2020-06-20 00:00:00,DASH/USD,70.23,71.24,69.21,71.11,46097.41,656.57
1592524800,2020-06-19 00:00:00,DASH/USD,71.45,71.45,69.85,70.23,74744.01,1058.2
1592438400,2020-06-18 00:00:00,DASH/USD,72.43,72.6,70.72,71.45,61800.83,862.38
1592352000,2020-06-17 00:00:00,DASH/USD,72.64,73.45,71.03,72.43,98466.36,1358.07
1592265600,2020-06-16 00:00:00,DASH/USD,72.09,72.98,71.55,72.64,116280.0,1609.31
1592179200,2020-06-15 00:00:00,DASH/USD,72.65,72.65,68.68,72.09,179924.03,2564.96
1592092800,2020-06-14 00:00:00,DASH/USD,74.11,74.11,72.05,72.65,49329.46,675.89
1592006400,2020-06-13 00:00:00,DASH/USD,73.2,74.47,72.48,74.11,136776.57,1866.63
1591920000,2020-06-12 00:00:00,DASH/USD,72.27,74.67,70.74,73.2,217143.86,2998.77
1591833600,2020-06-11 00:00:00,DASH/USD,78.28,79.05,71.93,72.27,545292.96,7220.47
1591747200,2020-06-10 00:00:00,DASH/USD,77.49,78.55,77.17,78.28,94164.59,1209.05
1591660800,2020-06-09 00:00:00,DASH/USD,77.74,78.13,76.84,77.78,56561.89,731.24
1591574400,2020-06-08 00:00:00,DASH/USD,78.08,78.61,76.99,77.74,202491.72,2614.84
1591488000,2020-06-07 00:00:00,DASH/USD,78.41,78.67,75.72,78.08,205899.32,2674.12
1591401600,2020-06-06 00:00:00,DASH/USD,78.02,79.03,77.16,78.41,61846.05,791.82
1591315200,2020-06-05 00:00:00,DASH/USD,78.6,79.8,77.74,78.02,88742.13,1128.3
1591228800,2020-06-04 00:00:00,DASH/USD,77.97,79.04,76.68,78.6,147021.78,1885.4
1591142400,2020-06-03 00:00:00,DASH/USD,78.14,78.65,76.62,77.97,176346.06,2270.77
1591056000,2020-06-02 00:00:00,DASH/USD,80.33,82.53,76.04,78.14,1553565.27,19249.68
1590969600,2020-06-01 00:00:00,DASH/USD,76.56,80.45,75.69,80.33,332288.66,4262.81
1590883200,2020-05-31 00:00:00,DASH/USD,79.23,80.96,75.49,76.56,500835.66,6396.96
1590796800,2020-05-30 00:00:00,DASH/USD,74.22,79.69,73.64,79.23,519360.51,6689.29
1590710400,2020-05-29 00:00:00,DASH/USD,75.23,75.92,73.52,74.22,233832.57,3129.13
1590624000,2020-05-28 00:00:00,DASH/USD,73.57,75.26,72.59,75.23,67636.28,912.15
1590537600,2020-05-27 00:00:00,DASH/USD,72.71,74.62,72.3,73.57,113953.7,1553.54
1590451200,2020-05-26 00:00:00,DASH/USD,73.7,73.7,71.26,72.71,139614.44,1914.63
1590364800,2020-05-25 00:00:00,DASH/USD,71.68,73.7,71.17,73.7,105328.54,1455.51
1590278400,2020-05-24 00:00:00,DASH/USD,73.81,75.48,71.54,71.68,134039.56,1824.21
1590192000,2020-05-23 00:00:00,DASH/USD,74.81,75.74,73.43,73.81,48114.45,645.79
1590105600,2020-05-22 00:00:00,DASH/USD,73.06,75.61,72.41,74.81,147481.09,1980.49
1590019200,2020-05-21 00:00:00,DASH/USD,78.41,78.48,71.03,73.06,273950.41,3705.7
1589932800,2020-05-20 00:00:00,DASH/USD,77.06,78.78,74.87,78.41,165902.0,2145.68
1589846400,2020-05-19 00:00:00,DASH/USD,76.0,77.19,74.1,77.06,204049.6,2698.34
1589760000,2020-05-18 00:00:00,DASH/USD,74.96,78.39,74.72,76.0,251921.2,3290.14
1589673600,2020-05-17 00:00:00,DASH/USD,73.78,77.28,73.57,74.96,254279.97,3333.95
1589587200,2020-05-16 00:00:00,DASH/USD,72.5,74.36,72.25,73.78,70467.06,955.99
1589500800,2020-05-15 00:00:00,DASH/USD,74.68,74.94,71.85,72.5,270793.5,3693.04
1589414400,2020-05-14 00:00:00,DASH/USD,74.06,75.76,73.3,74.68,220399.24,2958.16
1589328000,2020-05-13 00:00:00,DASH/USD,73.09,74.9,72.27,74.06,152682.51,2075.66
1589241600,2020-05-12 00:00:00,DASH/USD,69.78,75.0,69.31,73.09,428059.85,5853.09
1589155200,2020-05-11 00:00:00,DASH/USD,72.09,73.36,66.2,69.78,433265.72,6235.54
1589068800,2020-05-10 00:00:00,DASH/USD,79.49,79.49,68.57,72.09,1022783.19,14341.6
1588982400,2020-05-09 00:00:00,DASH/USD,81.9,82.47,78.79,79.49,535986.46,6625.18
1588896000,2020-05-08 00:00:00,DASH/USD,78.89,92.2,77.2,81.9,3082390.49,37199.48
1588809600,2020-05-07 00:00:00,DASH/USD,76.88,79.99,76.17,78.89,253898.54,3253.05
1588723200,2020-05-06 00:00:00,DASH/USD,79.34,81.07,76.61,76.88,474910.51,6012.76
1588636800,2020-05-05 00:00:00,DASH/USD,79.5,81.0,77.82,79.34,279582.07,3508.31
1588550400,2020-05-04 00:00:00,DASH/USD,81.11,81.27,75.32,79.5,312042.58,3989.81
1588464000,2020-05-03 00:00:00,DASH/USD,83.15,84.21,79.64,81.11,250817.7,3081.97
1588377600,2020-05-02 00:00:00,DASH/USD,82.97,83.75,81.63,83.15,61823.08,747.11
1588291200,2020-05-01 00:00:00,DASH/USD,80.75,84.0,80.75,82.97,102369.35,1236.8
1588204800,2020-04-30 00:00:00,DASH/USD,85.36,88.87,80.3,80.75,852146.66,10026.37
1588118400,2020-04-29 00:00:00,DASH/USD,82.4,85.98,82.15,85.36,299459.84,3537.74
1588032000,2020-04-28 00:00:00,DASH/USD,82.76,83.36,79.86,82.39,179168.17,2187.27
1587945600,2020-04-27 00:00:00,DASH/USD,84.18,84.56,80.12,82.76,238316.46,2904.05
1587859200,2020-04-26 00:00:00,DASH/USD,85.68,87.43,82.9,84.18,183330.42,2154.37
1587772800,2020-04-25 00:00:00,DASH/USD,81.5,89.21,80.75,85.68,488799.03,5676.16
1587686400,2020-04-24 00:00:00,DASH/USD,81.15,83.11,80.63,81.5,82541.67,1006.87
1587600000,2020-04-23 00:00:00,DASH/USD,80.84,84.8,79.15,81.15,614050.66,7412.83
1587513600,2020-04-22 00:00:00,DASH/USD,74.71,82.23,74.22,80.84,259943.15,3284.93
1587427200,2020-04-21 00:00:00,DASH/USD,74.26,75.95,73.2,74.54,112358.88,1504.95
1587340800,2020-04-20 00:00:00,DASH/USD,80.28,82.9,73.05,74.26,350718.1,4567.25
1587254400,2020-04-19 00:00:00,DASH/USD,80.21,83.5,77.44,80.28,233671.58,2906.65
1587168000,2020-04-18 00:00:00,DASH/USD,76.38,80.7,76.38,80.21,216363.8,2732.8
1587081600,2020-04-17 00:00:00,DASH/USD,76.05,78.15,74.86,76.38,156792.74,2055.16
1586995200,2020-04-16 00:00:00,DASH/USD,70.78,79.17,67.51,76.05,841497.29,11073.09
1586908800,2020-04-15 00:00:00,DASH/USD,72.19,73.67,70.1,70.78,202328.42,2839.3
1586822400,2020-04-14 00:00:00,DASH/USD,73.5,74.49,71.9,72.2,226919.0,3122.21
1586736000,2020-04-13 00:00:00,DASH/USD,74.09,74.09,70.53,73.5,181475.8,2507.96
1586649600,2020-04-12 00:00:00,DASH/USD,74.94,78.5,73.02,74.09,787775.63,10276.92
1586563200,2020-04-11 00:00:00,DASH/USD,74.81,77.91,72.74,75.0,478113.6,6402.33
1586476800,2020-04-10 00:00:00,DASH/USD,83.01,83.17,70.05,74.81,1130491.72,15186.2
1586390400,2020-04-09 00:00:00,DASH/USD,75.63,84.25,74.26,83.01,525512.08,6548.63
1586304000,2020-04-08 00:00:00,DASH/USD,72.34,77.1,71.07,75.63,252818.46,3385.92
1586217600,2020-04-07 00:00:00,DASH/USD,73.5,76.41,70.25,72.34,366332.62,4982.96
1586131200,2020-04-06 00:00:00,DASH/USD,67.03,73.86,67.02,73.5,374644.43,5289.1
1586044800,2020-04-05 00:00:00,DASH/USD,68.88,68.88,65.77,67.03,216251.9,3238.7
1585958400,2020-04-04 00:00:00,DASH/USD,67.48,69.48,67.01,68.65,124059.26,1812.69
1585872000,2020-04-03 00:00:00,DASH/USD,67.89,70.41,66.29,67.48,229491.57,3361.85
1585785600,2020-04-02 00:00:00,DASH/USD,66.3,72.75,65.39,67.89,874209.32,12468.96
1585699200,2020-04-01 00:00:00,DASH/USD,65.48,67.06,62.68,66.3,254774.78,3960.26
1585612800,2020-03-31 00:00:00,DASH/USD,66.03,66.4,64.28,65.48,192796.49,2945.63
1585526400,2020-03-30 00:00:00,DASH/USD,60.61,67.73,60.11,66.03,301960.7,4693.11
1585440000,2020-03-29 00:00:00,DASH/USD,65.61,65.92,60.61,60.61,318186.47,5032.56
1585353600,2020-03-28 00:00:00,DASH/USD,67.61,67.61,62.0,65.6,497019.02,7686.29
1585267200,2020-03-27 00:00:00,DASH/USD,68.44,73.27,66.76,67.61,502214.47,7198.69
1585180800,2020-03-26 00:00:00,DASH/USD,68.0,68.67,66.72,68.44,157592.86,2321.98
1585094400,2020-03-25 00:00:00,DASH/USD,69.49,70.54,66.13,68.0,236013.23,3461.92
1585008000,2020-03-24 00:00:00,DASH/USD,71.22,71.8,67.33,69.49,487489.46,7056.65
1584921600,2020-03-23 00:00:00,DASH/USD,62.83,72.11,61.02,71.22,809023.58,12125.9
1584835200,2020-03-22 00:00:00,DASH/USD,71.14,73.63,61.8,62.83,957823.12,14136.64
1584748800,2020-03-21 00:00:00,DASH/USD,71.77,75.73,68.0,71.39,1130136.42,15748.14
1584662400,2020-03-20 00:00:00,DASH/USD,65.72,77.72,62.45,71.77,1847737.9,26384.76
1584576000,2020-03-19 00:00:00,DASH/USD,63.0,70.76,56.76,65.72,1613201.08,25720.43
1584489600,2020-03-18 00:00:00,DASH/USD,45.82,63.45,45.22,63.0,1331975.84,24183.01
1584403200,2020-03-17 00:00:00,DASH/USD,43.15,46.92,42.78,45.82,215367.49,4720.19
1584316800,2020-03-16 00:00:00,DASH/USD,47.29,47.77,38.64,43.15,550327.72,12975.0
1584230400,2020-03-15 00:00:00,DASH/USD,46.29,51.21,45.79,47.29,139846.13,2912.3
1584144000,2020-03-14 00:00:00,DASH/USD,51.57,51.57,45.54,46.23,330904.67,6910.82
1584057600,2020-03-13 00:00:00,DASH/USD,44.6,53.54,32.8,51.71,1343530.69,30152.28
1583971200,2020-03-12 00:00:00,DASH/USD,72.51,72.9,42.0,44.6,1972763.63,37935.9
1583884800,2020-03-11 00:00:00,DASH/USD,74.69,75.46,67.5,72.51,209333.37,2942.94
1583798400,2020-03-10 00:00:00,DASH/USD,74.0,76.51,71.52,74.69,336072.56,4545.89
1583712000,2020-03-09 00:00:00,DASH/USD,74.17,75.74,68.35,74.0,436252.37,6043.22
1583625600,2020-03-08 00:00:00,DASH/USD,88.66,88.66,73.2,74.17,599911.08,7608.53
1583539200,2020-03-07 00:00:00,DASH/USD,94.3,94.55,87.78,88.66,308479.58,3401.0
1583452800,2020-03-06 00:00:00,DASH/USD,90.05,94.41,89.5,94.25,255273.15,2763.18
1583366400,2020-03-05 00:00:00,DASH/USD,87.41,93.14,87.41,90.05,293270.87,3215.83
1583280000,2020-03-04 00:00:00,DASH/USD,89.0,90.33,85.83,87.41,146667.77,1672.15
1583193600,2020-03-03 00:00:00,DASH/USD,90.19,91.07,87.15,89.0,235734.38,2665.1
1583107200,2020-03-02 00:00:00,DASH/USD,85.3,92.39,84.54,90.19,532337.19,5930.36
1583020800,2020-03-01 00:00:00,DASH/USD,85.41,90.3,83.54,85.3,302153.91,3462.95
1582934400,2020-02-29 00:00:00,DASH/USD,88.61,90.71,85.3,85.41,477523.55,5440.57
1582848000,2020-02-28 00:00:00,DASH/USD,89.72,92.72,83.69,88.63,616193.52,6933.73
1582761600,2020-02-27 00:00:00,DASH/USD,84.77,94.0,80.0,89.72,748993.98,8568.24
1582675200,2020-02-26 00:00:00,DASH/USD,95.55,96.45,79.4,84.77,725045.35,8452.04
1582588800,2020-02-25 00:00:00,DASH/USD,103.68,103.68,94.67,95.55,552859.05,5660.89
1582502400,2020-02-24 00:00:00,DASH/USD,108.75,109.28,99.83,103.68,289627.84,2779.26
1582416000,2020-02-23 00:00:00,DASH/USD,103.84,109.34,103.58,108.75,287705.6,2676.99
1582329600,2020-02-22 00:00:00,DASH/USD,107.34,109.34,102.79,103.84,267212.92,2545.34
1582243200,2020-02-21 00:00:00,DASH/USD,105.04,109.95,103.21,107.78,423759.58,3986.06
1582156800,2020-02-20 00:00:00,DASH/USD,105.1,106.99,98.57,105.04,596924.16,5795.05
1582070400,2020-02-19 00:00:00,DASH/USD,115.54,115.86,104.34,105.1,901632.35,8090.67
1581984000,2020-02-18 00:00:00,DASH/USD,115.0,117.67,107.61,115.54,846799.8,7490.62
1581897600,2020-02-17 00:00:00,DASH/USD,111.0,116.48,102.25,115.0,1839491.49,16868.4
1581811200,2020-02-16 00:00:00,DASH/USD,120.69,123.57,101.62,111.0,1823692.64,16314.73
1581724800,2020-02-15 00:00:00,DASH/USD,132.97,132.99,114.94,120.69,1190803.42,9728.45
1581638400,2020-02-14 00:00:00,DASH/USD,131.0,134.25,128.2,132.94,1081161.87,8225.25
1581552000,2020-02-13 00:00:00,DASH/USD,133.72,137.78,127.48,131.0,924131.99,7005.82
1581465600,2020-02-12 00:00:00,DASH/USD,129.5,137.0,128.59,133.72,852844.52,6382.08
1581379200,2020-02-11 00:00:00,DASH/USD,127.58,135.0,123.79,129.5,631469.87,4872.8
1581292800,2020-02-10 00:00:00,DASH/USD,128.37,128.86,122.56,127.58,568095.76,4518.22
1581206400,2020-02-09 00:00:00,DASH/USD,126.05,130.36,123.33,128.37,856655.79,6718.02
1581120000,2020-02-08 00:00:00,DASH/USD,118.34,131.09,112.69,126.05,1846435.35,14788.58
1581033600,2020-02-07 00:00:00,DASH/USD,119.88,122.54,116.73,118.34,528825.47,4454.52
1580947200,2020-02-06 00:00:00,DASH/USD,122.99,124.57,117.68,119.88,693025.54,5740.35
1580860800,2020-02-05 00:00:00,DASH/USD,110.97,124.66,110.06,122.99,1140894.97,9574.43
1580774400,2020-02-04 00:00:00,DASH/USD,115.37,115.83,108.69,110.97,670200.38,6019.77
1580688000,2020-02-03 00:00:00,DASH/USD,114.4,117.59,113.72,115.37,340893.74,2950.83
1580601600,2020-02-02 00:00:00,DASH/USD,116.96,117.75,112.37,114.4,393787.25,3399.54
1580515200,2020-02-01 00:00:00,DASH/USD,115.83,119.71,114.9,116.96,495766.21,4221.34
1580428800,2020-01-31 00:00:00,DASH/USD,121.81,123.99,113.22,115.83,1012910.16,8675.78
1580342400,2020-01-30 00:00:00,DASH/USD,121.24,125.28,117.78,121.81,1017533.92,8315.39
1580256000,2020-01-29 00:00:00,DASH/USD,116.01,128.33,114.33,121.24,2070596.19,17062.93
1580169600,2020-01-28 00:00:00,DASH/USD,112.92,117.87,111.33,116.01,1118755.37,9779.75
1580083200,2020-01-27 00:00:00,DASH/USD,110.8,119.71,110.8,112.92,2578596.4,22365.51
1579996800,2020-01-26 00:00:00,DASH/USD,101.62,113.42,99.9,110.8,3081287.83,28150.27
1579910400,2020-01-25 00:00:00,DASH/USD,100.3,103.99,97.29,101.62,580896.43,5840.53
1579824000,2020-01-24 00:00:00,DASH/USD,102.58,103.98,93.74,100.3,863181.18,8661.1
1579737600,2020-01-23 00:00:00,DASH/USD,107.03,107.86,98.27,102.58,1069668.28,10505.83
1579651200,2020-01-22 00:00:00,DASH/USD,110.43,112.8,106.2,107.03,944015.89,8669.45
1579564800,2020-01-21 00:00:00,DASH/USD,109.59,114.37,105.03,110.43,959505.06,8688.29
1579478400,2020-01-20 00:00:00,DASH/USD,104.65,115.44,99.03,109.59,3240589.07,30401.01
1579392000,2020-01-19 00:00:00,DASH/USD,101.09,109.05,91.91,104.65,3377197.71,33271.57
1579305600,2020-01-18 00:00:00,DASH/USD,112.27,116.5,94.58,101.09,4775906.51,44994.08
1579219200,2020-01-17 00:00:00,DASH/USD,127.4,127.96,109.09,112.27,3509450.18,29550.96
1579132800,2020-01-16 00:00:00,DASH/USD,133.19,134.56,112.52,127.4,6441191.39,51827.23
1579046400,2020-01-15 00:00:00,DASH/USD,88.73,142.96,87.8,133.19,18177048.96,152408.12
1578960000,2020-01-14 00:00:00,DASH/USD,69.36,89.49,69.36,88.73,4548250.53,56013.54
1578873600,2020-01-13 00:00:00,DASH/USD,66.25,71.07,63.65,69.36,1032864.42,15165.71
1578787200,2020-01-12 00:00:00,DASH/USD,63.32,67.97,62.0,66.25,1936499.5,30093.69
1578700800,2020-01-11 00:00:00,DASH/USD,56.87,67.85,55.75,63.38,1788184.38,28392.98
1578614400,2020-01-10 00:00:00,DASH/USD,50.48,56.87,49.49,56.87,456938.55,8423.66
1578528000,2020-01-09 00:00:00,DASH/USD,52.51,53.18,49.97,50.48,399315.97,7850.44
1578441600,2020-01-08 00:00:00,DASH/USD,54.63,57.24,51.12,52.51,402580.81,7517.27
1578355200,2020-01-07 00:00:00,DASH/USD,56.62,57.38,53.52,54.63,791045.41,14390.91
1578268800,2020-01-06 00:00:00,DASH/USD,51.19,57.52,50.99,56.62,1223911.73,22402.31
1578182400,2020-01-05 00:00:00,DASH/USD,46.22,53.56,46.21,51.19,1049090.36,20695.36
