https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume QTUM
1590537600,2020-05-27 00:00:00,QTUM/USD,1.669,1.684,1.617,1.628,1718.37,1047.67
1590451200,2020-05-26 00:00:00,QTUM/USD,1.654,1.671,1.581,1.669,4928.86,2980.59
1590364800,2020-05-25 00:00:00,QTUM/USD,1.566,1.654,1.558,1.654,6076.42,3800.42
1590278400,2020-05-24 00:00:00,QTUM/USD,1.672,1.74,1.566,1.566,9835.03,6073.47
1590192000,2020-05-23 00:00:00,QTUM/USD,1.766,1.766,1.666,1.672,6735.32,3988.24
1590105600,2020-05-22 00:00:00,QTUM/USD,1.498,1.8,1.496,1.766,23225.12,13895.63
1590019200,2020-05-21 00:00:00,QTUM/USD,1.569,1.583,1.446,1.498,4795.48,3132.02
1589932800,2020-05-20 00:00:00,QTUM/USD,1.578,1.614,1.546,1.569,6239.49,3940.54
1589846400,2020-05-19 00:00:00,QTUM/USD,1.562,1.583,1.538,1.578,2724.27,1748.81
1589760000,2020-05-18 00:00:00,QTUM/USD,1.526,1.618,1.526,1.562,339.09,215.61
1589673600,2020-05-17 00:00:00,QTUM/USD,1.524,1.595,1.524,1.526,3591.7,2299.3
1589587200,2020-05-16 00:00:00,QTUM/USD,1.505,1.565,1.505,1.524,810.38,521.91
1589500800,2020-05-15 00:00:00,QTUM/USD,1.542,1.559,1.505,1.505,17978.03,11686.34
1589414400,2020-05-14 00:00:00,QTUM/USD,1.49,1.542,1.46,1.542,39107.22,26262.37
1589328000,2020-05-13 00:00:00,QTUM/USD,1.449,1.497,1.449,1.49,5511.95,3717.59
1589241600,2020-05-12 00:00:00,QTUM/USD,1.4,1.474,1.35,1.449,2330.68,1609.2
1589155200,2020-05-11 00:00:00,QTUM/USD,1.443,1.46,1.364,1.4,4095.79,2864.27
1589068800,2020-05-10 00:00:00,QTUM/USD,1.59,1.59,1.361,1.443,12021.49,8304.52
1588982400,2020-05-09 00:00:00,QTUM/USD,1.689,1.696,1.59,1.59,1253.71,764.31
1588896000,2020-05-08 00:00:00,QTUM/USD,1.59,1.689,1.558,1.689,3190.79,1963.29
1588809600,2020-05-07 00:00:00,QTUM/USD,1.501,1.598,1.501,1.59,2211.58,1414.32
1588723200,2020-05-06 00:00:00,QTUM/USD,1.544,1.592,1.501,1.501,928.35,592.96
1588636800,2020-05-05 00:00:00,QTUM/USD,1.568,1.578,1.514,1.544,928.69,593.44
1588550400,2020-05-04 00:00:00,QTUM/USD,1.584,1.584,1.4,1.568,4460.25,3024.36
1588464000,2020-05-03 00:00:00,QTUM/USD,1.643,1.65,1.582,1.584,588.41,362.29
1588377600,2020-05-02 00:00:00,QTUM/USD,1.591,1.645,1.588,1.643,5982.08,3747.86
1588291200,2020-05-01 00:00:00,QTUM/USD,1.537,1.634,1.537,1.591,2255.94,1418.94
1588204800,2020-04-30 00:00:00,QTUM/USD,1.626,1.7,1.512,1.537,9241.11,5665.55
1588118400,2020-04-29 00:00:00,QTUM/USD,1.534,1.634,1.319,1.626,5585.62,3551.01
1588032000,2020-04-28 00:00:00,QTUM/USD,1.502,1.514,1.502,1.514,3.027,2.0
1587945600,2020-04-27 00:00:00,QTUM/USD,1.51,1.536,1.472,1.502,287.72,192.68
1587859200,2020-04-26 00:00:00,QTUM/USD,1.475,1.559,1.475,1.51,3466.45,2262.97
1587772800,2020-04-25 00:00:00,QTUM/USD,1.446,1.544,1.433,1.475,8948.19,6016.47
1587686400,2020-04-24 00:00:00,QTUM/USD,1.39,1.455,1.39,1.446,9608.83,6649.69
1587600000,2020-04-23 00:00:00,QTUM/USD,1.371,1.425,1.347,1.39,3366.66,2431.02
1587513600,2020-04-22 00:00:00,QTUM/USD,1.333,1.382,1.333,1.371,1342.36,975.92
1587427200,2020-04-21 00:00:00,QTUM/USD,1.322,1.334,1.291,1.328,7226.37,5470.04
1587340800,2020-04-20 00:00:00,QTUM/USD,1.399,1.406,1.197,1.322,25204.04,19243.61
1587254400,2020-04-19 00:00:00,QTUM/USD,1.434,1.578,1.377,1.399,6431.18,4522.25
1587168000,2020-04-18 00:00:00,QTUM/USD,1.392,1.442,1.389,1.434,2085.04,1475.82
1587081600,2020-04-17 00:00:00,QTUM/USD,1.429,1.429,1.357,1.392,6073.67,4359.46
1586995200,2020-04-16 00:00:00,QTUM/USD,1.304,1.429,1.277,1.429,14564.08,10733.23
1586908800,2020-04-15 00:00:00,QTUM/USD,1.356,1.357,1.304,1.304,3557.09,2679.35
1586822400,2020-04-14 00:00:00,QTUM/USD,1.351,1.355,1.324,1.334,3533.92,2639.97
1586736000,2020-04-13 00:00:00,QTUM/USD,1.38,1.38,1.299,1.351,3057.26,2327.78
1586649600,2020-04-12 00:00:00,QTUM/USD,1.353,1.409,1.351,1.38,1875.18,1349.56
1586563200,2020-04-11 00:00:00,QTUM/USD,1.347,1.381,1.312,1.326,2288.36,1700.66
1586476800,2020-04-10 00:00:00,QTUM/USD,1.472,1.484,1.192,1.347,12168.31,8877.24
1586390400,2020-04-09 00:00:00,QTUM/USD,1.499,1.53,1.452,1.472,12722.81,8426.41
1586304000,2020-04-08 00:00:00,QTUM/USD,1.382,1.5,1.367,1.499,9967.29,6792.9
1586217600,2020-04-07 00:00:00,QTUM/USD,1.399,1.451,1.36,1.382,5989.78,4221.3
1586131200,2020-04-06 00:00:00,QTUM/USD,1.266,1.408,1.266,1.399,6025.84,4396.84
1586044800,2020-04-05 00:00:00,QTUM/USD,1.259,1.276,1.245,1.266,1424.79,1137.43
1585958400,2020-04-04 00:00:00,QTUM/USD,1.264,1.3,1.249,1.3,1222.11,944.31
1585872000,2020-04-03 00:00:00,QTUM/USD,1.294,1.305,1.253,1.264,3657.71,2884.87
1585785600,2020-04-02 00:00:00,QTUM/USD,1.224,1.321,1.222,1.294,9433.84,7579.97
1585699200,2020-04-01 00:00:00,QTUM/USD,1.186,1.252,1.178,1.224,2363.54,1966.22
1585612800,2020-03-31 00:00:00,QTUM/USD,1.212,1.375,1.182,1.186,5977.41,4844.56
1585526400,2020-03-30 00:00:00,QTUM/USD,1.125,1.222,1.125,1.212,757.1,626.55
1585440000,2020-03-29 00:00:00,QTUM/USD,1.219,1.375,1.026,1.125,2096.37,1769.2
1585353600,2020-03-28 00:00:00,QTUM/USD,1.221,1.228,1.16,1.206,3541.36,3014.51
1585267200,2020-03-27 00:00:00,QTUM/USD,1.236,1.285,1.221,1.221,4085.98,3265.38
1585180800,2020-03-26 00:00:00,QTUM/USD,1.26,1.262,1.232,1.236,14056.21,11353.46
1585094400,2020-03-25 00:00:00,QTUM/USD,1.278,1.278,1.05,1.26,9577.0,8068.61
1585008000,2020-03-24 00:00:00,QTUM/USD,1.24,1.293,1.224,1.278,13139.88,10346.22
1584921600,2020-03-23 00:00:00,QTUM/USD,1.144,1.24,1.136,1.24,1515.29,1250.56
1584835200,2020-03-22 00:00:00,QTUM/USD,1.232,1.269,1.137,1.144,3359.6,2918.45
1584748800,2020-03-21 00:00:00,QTUM/USD,1.223,1.269,1.181,1.229,4714.93,3864.27
1584662400,2020-03-20 00:00:00,QTUM/USD,1.265,1.374,1.137,1.223,17741.21,13776.29
1584576000,2020-03-19 00:00:00,QTUM/USD,1.108,1.31,1.108,1.265,6722.01,5508.68
1584489600,2020-03-18 00:00:00,QTUM/USD,1.105,1.109,1.012,1.108,4202.02,3970.78
1584403200,2020-03-17 00:00:00,QTUM/USD,1.04,1.148,1.04,1.105,3826.36,3407.59
1584316800,2020-03-16 00:00:00,QTUM/USD,1.199,1.23,0.95,1.04,9032.88,8768.85
1584230400,2020-03-15 00:00:00,QTUM/USD,1.217,1.279,1.191,1.199,2196.31,1752.03
1584144000,2020-03-14 00:00:00,QTUM/USD,1.241,1.241,1.142,1.171,4261.14,3613.72
1584057600,2020-03-13 00:00:00,QTUM/USD,1.15,1.406,0.85,1.25,10410.23,9007.7
1583971200,2020-03-12 00:00:00,QTUM/USD,1.867,1.867,1.15,1.15,52373.37,33875.89
1583884800,2020-03-11 00:00:00,QTUM/USD,1.961,1.961,1.867,1.867,1869.66,1001.26
1583798400,2020-03-10 00:00:00,QTUM/USD,1.902,1.964,1.855,1.961,2573.87,1336.87
1583712000,2020-03-09 00:00:00,QTUM/USD,1.9,2.0,1.82,1.902,19424.98,10101.61
1583625600,2020-03-08 00:00:00,QTUM/USD,2.198,2.199,1.819,1.9,22543.2,10972.4
1583539200,2020-03-07 00:00:00,QTUM/USD,2.316,2.316,2.198,2.198,4136.3,1810.01
1583452800,2020-03-06 00:00:00,QTUM/USD,2.232,2.308,2.208,2.307,20344.17,9061.51
1583366400,2020-03-05 00:00:00,QTUM/USD,2.145,2.251,2.145,2.232,1450.06,648.7
1583280000,2020-03-04 00:00:00,QTUM/USD,2.148,2.163,2.106,2.145,5600.32,2609.76
1583193600,2020-03-03 00:00:00,QTUM/USD,2.174,2.176,2.1,2.148,5733.87,2705.66
1583107200,2020-03-02 00:00:00,QTUM/USD,2.051,2.219,2.04,2.174,22642.86,10464.68
1583020800,2020-03-01 00:00:00,QTUM/USD,2.049,2.079,2.0,2.051,9263.11,4545.67
1582934400,2020-02-29 00:00:00,QTUM/USD,2.103,2.121,2.033,2.049,4502.03,2178.01
1582848000,2020-02-28 00:00:00,QTUM/USD,2.116,2.208,2.01,2.091,8610.15,4124.03
1582761600,2020-02-27 00:00:00,QTUM/USD,2.115,2.244,2.01,2.116,13313.79,6286.74
1582675200,2020-02-26 00:00:00,QTUM/USD,2.414,2.414,2.03,2.115,32710.8,15444.57
1582588800,2020-02-25 00:00:00,QTUM/USD,2.331,2.6,2.331,2.414,10499.09,4297.43
1582502400,2020-02-24 00:00:00,QTUM/USD,2.506,2.506,2.276,2.331,8723.43,3691.82
1582416000,2020-02-23 00:00:00,QTUM/USD,2.385,2.506,2.385,2.506,1672.44,676.51
1582329600,2020-02-22 00:00:00,QTUM/USD,2.42,2.42,2.356,2.385,3048.0,1286.7
1582243200,2020-02-21 00:00:00,QTUM/USD,2.396,2.537,2.39,2.428,6523.68,2685.98
1582156800,2020-02-20 00:00:00,QTUM/USD,2.321,2.46,2.201,2.396,11465.04,4804.62
1582070400,2020-02-19 00:00:00,QTUM/USD,2.644,2.725,2.321,2.321,15714.65,6148.96
1581984000,2020-02-18 00:00:00,QTUM/USD,2.47,2.646,2.429,2.644,14012.63,5450.55
1581897600,2020-02-17 00:00:00,QTUM/USD,2.528,2.528,2.297,2.47,20992.76,8625.3
1581811200,2020-02-16 00:00:00,QTUM/USD,2.715,2.802,2.261,2.528,29676.06,12090.29
1581724800,2020-02-15 00:00:00,QTUM/USD,3.042,3.049,2.56,2.715,33909.13,11840.19
1581638400,2020-02-14 00:00:00,QTUM/USD,2.802,3.031,2.801,3.016,26080.82,8962.75
1581552000,2020-02-13 00:00:00,QTUM/USD,2.815,3.0,2.744,2.802,28261.14,9790.29
1581465600,2020-02-12 00:00:00,QTUM/USD,2.828,2.89,2.6,2.815,53671.08,18893.1
1581379200,2020-02-11 00:00:00,QTUM/USD,2.598,2.849,2.551,2.828,1169.39,444.97
1581292800,2020-02-10 00:00:00,QTUM/USD,2.661,2.7,2.306,2.598,9775.38,3853.63
1581206400,2020-02-09 00:00:00,QTUM/USD,2.609,2.778,2.555,2.661,22188.5,8358.8
1581120000,2020-02-08 00:00:00,QTUM/USD,2.504,2.617,2.48,2.609,2826.51,1099.36
1581033600,2020-02-07 00:00:00,QTUM/USD,2.505,2.669,2.488,2.504,33585.49,12973.01
1580947200,2020-02-06 00:00:00,QTUM/USD,2.445,2.551,2.393,2.505,4995.62,2024.67
1580860800,2020-02-05 00:00:00,QTUM/USD,2.28,2.451,2.276,2.445,7286.25,3024.17
1580774400,2020-02-04 00:00:00,QTUM/USD,2.238,2.336,2.145,2.28,5035.58,2198.06
1580688000,2020-02-03 00:00:00,QTUM/USD,2.292,2.394,2.225,2.238,6377.97,2728.49
1580601600,2020-02-02 00:00:00,QTUM/USD,2.19,2.394,2.141,2.292,5662.12,2457.77
1580515200,2020-02-01 00:00:00,QTUM/USD,2.096,2.2,2.096,2.19,2274.12,1048.65
1580428800,2020-01-31 00:00:00,QTUM/USD,2.176,2.2,2.055,2.096,4561.63,2086.77
1580342400,2020-01-30 00:00:00,QTUM/USD,2.074,2.236,2.028,2.176,4786.7,2303.43
1580256000,2020-01-29 00:00:00,QTUM/USD,2.12,2.23,1.97,2.074,11001.25,5299.16
1580169600,2020-01-28 00:00:00,QTUM/USD,1.998,2.2,1.869,2.12,7421.27,3681.76
1580083200,2020-01-27 00:00:00,QTUM/USD,1.933,2.037,1.933,1.998,5285.95,2658.72
1579996800,2020-01-26 00:00:00,QTUM/USD,1.876,1.953,1.857,1.933,4230.22,2200.46
1579910400,2020-01-25 00:00:00,QTUM/USD,1.9,1.911,1.857,1.876,703.6,375.78
1579824000,2020-01-24 00:00:00,QTUM/USD,1.88,1.913,1.708,1.9,5246.49,2867.5
1579737600,2020-01-23 00:00:00,QTUM/USD,2.0,2.123,1.651,1.88,11171.43,5975.44
1579651200,2020-01-22 00:00:00,QTUM/USD,1.942,2.0,1.942,2.0,2577.21,1296.15
1579564800,2020-01-21 00:00:00,QTUM/USD,1.935,1.97,1.87,1.942,7212.02,3720.43
1579478400,2020-01-20 00:00:00,QTUM/USD,1.937,1.951,1.868,1.935,2207.93,1160.91
1579392000,2020-01-19 00:00:00,QTUM/USD,2.01,2.062,1.845,1.937,6004.25,3135.34
1579305600,2020-01-18 00:00:00,QTUM/USD,2.088,2.1,1.976,2.01,3512.73,1708.35
1579219200,2020-01-17 00:00:00,QTUM/USD,1.933,2.3,1.904,2.088,32274.45,14724.01
1579132800,2020-01-16 00:00:00,QTUM/USD,1.96,2.0,1.845,1.933,5504.04,2872.31
1579046400,2020-01-15 00:00:00,QTUM/USD,1.909,2.1,1.866,1.96,11564.67,5867.9
1578960000,2020-01-14 00:00:00,QTUM/USD,1.702,1.93,1.702,1.909,27089.74,14929.69
1578873600,2020-01-13 00:00:00,QTUM/USD,1.754,1.754,1.656,1.702,4002.28,2357.02
1578787200,2020-01-12 00:00:00,QTUM/USD,1.729,1.795,1.687,1.754,10722.06,6095.08
1578700800,2020-01-11 00:00:00,QTUM/USD,1.727,1.929,1.72,1.744,3051.79,1727.53
