https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume XVG
1599436800000,2020-09-07 00:00:00,XVG/USD,0.0051257,0.0051257,0.0043499,0.0047304,1903.1078715118424,402314.36485537
1599350400000,2020-09-06 00:00:00,XVG/USD,0.0049142,0.0050603,0.0046713,0.0047038,272.07529429899836,57841.5949443
1599264000000,2020-09-05 00:00:00,XVG/USD,0.00542,0.0056639,0.0045,0.0045,2281.725322710075,507050.07171335
1599177600000,2020-09-04 00:00:00,XVG/USD,0.005,0.00527,0.0047278,0.00527,5170.450201963074,981110.09524916
1599091200000,2020-09-03 00:00:00,XVG/USD,0.00601,0.00636,0.005,0.005,22099.980057286448,4419996.01145729
1599004800000,2020-09-02 00:00:00,XVG/USD,0.0063001,0.006500000000000001,0.00601,0.00601,2335.2615903579926,388562.66062529
1598918400000,2020-09-01 00:00:00,XVG/USD,0.006909,0.0070637,0.0062265,0.0064,902.0335085339015,144870.0728393
1598832000000,2020-08-31 00:00:00,XVG/USD,0.0066733,0.006908999999999999,0.0063623,0.006909000000000001,914.4262348494964,143725.73359469
1598745600000,2020-08-30 00:00:00,XVG/USD,0.0067518,0.0067518,0.0065624,0.006611700000000001,2337.7808953057443,356238.70768404
1598659200000,2020-08-29 00:00:00,XVG/USD,0.0064235,0.006428,0.0061747,0.006205800000000001,1868.5578836335033,302615.16893671
1598572800000,2020-08-28 00:00:00,XVG/USD,0.0069407,0.00719,0.0063833,0.0063844,205.9091291647973,32257.47327633
1598486400000,2020-08-27 00:00:00,XVG/USD,0.00669,0.00669,0.0061747,0.0061747,1959.3957325605334,317326.46647781
1598400000000,2020-08-26 00:00:00,XVG/USD,0.0068166,0.006895699999999999,0.0066917,0.0066917,129.91219531749576,19413.929990509998
1598313600000,2020-08-25 00:00:00,XVG/USD,0.00739,0.0076774,0.0067184,0.006772000000000001,4485.033953766864,667574.7132899
1598227200000,2020-08-24 00:00:00,XVG/USD,0.00722,0.007784199999999999,0.00722,0.007784200000000001,14889.786237420332,2062297.2628006001
1598140800000,2020-08-23 00:00:00,XVG/USD,0.00711,0.0074348,0.0067913,0.007052299999999999,549.14724731576,80860.40188414
1598054400000,2020-08-22 00:00:00,XVG/USD,0.0068711,0.0071476000000000005,0.0063508,0.0071476000000000005,6672.212492971319,1050609.7645920701
1597968000000,2020-08-21 00:00:00,XVG/USD,0.0071045,0.00839,0.006711,0.007090000000000001,6043.133601602766,900481.83603081
1597881600000,2020-08-20 00:00:00,XVG/USD,0.006611,0.007,0.006611,0.00696,4770.69213062108,721629.42529437
1597795200000,2020-08-19 00:00:00,XVG/USD,0.0070054,0.0070166,0.0067417,0.006933400000000001,290.492335656426,43088.884948369996
1597708800000,2020-08-18 00:00:00,XVG/USD,0.00787,0.007887700000000001,0.006999999999999999,0.0070054,752.6581252879499,107522.58932685
1597622400000,2020-08-17 00:00:00,XVG/USD,0.0068531,0.008,0.0066129,0.0070168999999999995,3741.5974144110487,565802.81183914
1597536000000,2020-08-16 00:00:00,XVG/USD,0.0068531,0.0075989000000000004,0.006853,0.0075989000000000004,7227.270406920548,1054614.0970262
1597449600000,2020-08-15 00:00:00,XVG/USD,0.007046,0.0076974,0.0069292,0.007089999999999999,677.6372406004128,97794.44100335
1597363200000,2020-08-14 00:00:00,XVG/USD,0.007778,0.007777999999999999,0.0070029,0.007046000000000001,2029.4019103415455,289794.50089842
1597276800000,2020-08-13 00:00:00,XVG/USD,0.0073499,0.0078063,0.0066175,0.0078063,1074.2337541480051,162332.263566
1597190400000,2020-08-12 00:00:00,XVG/USD,0.0070823,0.0078062999999999995,0.0069717,0.007309200000000001,1118.9402536577325,160497.47603278002
1597104000000,2020-08-11 00:00:00,XVG/USD,0.006901,0.0075,0.0065101,0.0072,5345.784818202854,821152.48893302
1597017600000,2020-08-10 00:00:00,XVG/USD,0.0064,0.006895599999999999,0.0060668,0.006895600000000001,2521.749634295078,415663.88117213
1596931200000,2020-08-09 00:00:00,XVG/USD,0.006301,0.0064,0.0060554,0.006061099999999999,1305.9631246585436,215669.17539032
1596844800000,2020-08-08 00:00:00,XVG/USD,0.0064778,0.006600000000000001,0.0064,0.0065999,477.5308921847681,74614.20190387001
1596758400000,2020-08-07 00:00:00,XVG/USD,0.0059614,0.006629999999999999,0.0059614,0.0059614,1207.1879913662128,202500.75340796
1596672000000,2020-08-06 00:00:00,XVG/USD,0.0059831,0.0062789000000000005,0.0059565,0.0062772,239.9514547868196,40283.9678984
1596585600000,2020-08-05 00:00:00,XVG/USD,0.0058833,0.0062998,0.0058606,0.005999999999999999,476.68297233441706,81336.88911279
1596499200000,2020-08-04 00:00:00,XVG/USD,0.005989,0.006198900000000001,0.005989,0.006198899999999999,69.54218652305,11611.65245
1596412800000,2020-08-03 00:00:00,XVG/USD,0.0062036,0.0062064,0.0059064,0.00612,679.3179906672192,115013.88166518
1596326400000,2020-08-02 00:00:00,XVG/USD,0.0060004,0.006640400000000001,0.0058,0.0058,1954.9606970717398,337062.1891503
1596240000000,2020-08-01 00:00:00,XVG/USD,0.0060001,0.006719,0.0057603,0.005979899999999999,1595.2355307279643,276936.18921375
1596153600000,2020-07-31 00:00:00,XVG/USD,0.00615,0.006718900000000001,0.0059441,0.006635000000000001,1683.1904407790032,283169.9400715
1596067200000,2020-07-30 00:00:00,XVG/USD,0.006165,0.0061649999999999995,0.0060022,0.0061004,1207.4607352113246,201169.69364755
1595980800000,2020-07-29 00:00:00,XVG/USD,0.0058011,0.006219999999999999,0.005699,0.0061,4564.698644686092,800964.8437771699
1595894400000,2020-07-28 00:00:00,XVG/USD,0.005812,0.00626,0.0057906,0.005863800000000001,505.4462196289561,87287.36566659
1595808000000,2020-07-27 00:00:00,XVG/USD,0.006193,0.006798900000000001,0.005676,0.0060715,5677.645275053313,1000289.86523138
1595721600000,2020-07-26 00:00:00,XVG/USD,0.007,0.0073565,0.0061987,0.0061987,2733.6560556444633,441004.73577435
1595635200000,2020-07-25 00:00:00,XVG/USD,0.0066127,0.0073565,0.0064966,0.0066607,523.7572194585287,80620.20433127
1595548800000,2020-07-24 00:00:00,XVG/USD,0.0062666,0.0072648,0.006002,0.0072648,1775.5291665721243,295822.92012198
1595462400000,2020-07-23 00:00:00,XVG/USD,0.0061158,0.00662,0.0061158,0.006325999999999999,839.6163210134545,137286.42549028
1595376000000,2020-07-22 00:00:00,XVG/USD,0.0061572,0.006311,0.00607,0.0061673,3435.3643260771496,565957.87909014
1595289600000,2020-07-21 00:00:00,XVG/USD,0.0058279,0.006300000000000001,0.005753,0.005753,3163.182631341647,549831.84970305
1595203200000,2020-07-20 00:00:00,XVG/USD,0.0062,0.006299999999999999,0.00565,0.005839999999999999,7392.897967990073,1308477.51645842
1595116800000,2020-07-19 00:00:00,XVG/USD,0.005803,0.0062,0.005803,0.0062,133.6107156379032,23024.42109907
1595030400,2020-07-18 00:00:00,XVG/USD,0.005793,0.0061,0.005612,0.005953,343.23,57049.24
1594944000,2020-07-17 00:00:00,XVG/USD,0.006041,0.006263,0.005611,0.005793,329.39,56619.4
1594857600,2020-07-16 00:00:00,XVG/USD,0.006313,0.00636,0.005501,0.006041,4016.64,691191.19
1594771200,2020-07-15 00:00:00,XVG/USD,0.006394,0.006513,0.006313,0.006313,878.22,137265.23
1594684800,2020-07-14 00:00:00,XVG/USD,0.00618,0.006394,0.0061,0.006394,2508.9,404603.1
1594598400,2020-07-13 00:00:00,XVG/USD,0.0066,0.0066,0.0061,0.00618,5294.14,854431.03
1594512000,2020-07-12 00:00:00,XVG/USD,0.006999,0.006999,0.0066,0.0066,471.29,70524.07
1594425600,2020-07-11 00:00:00,XVG/USD,0.007185,0.007185,0.0066,0.006999,237.33,35488.42
1594339200,2020-07-10 00:00:00,XVG/USD,0.006679,0.00725,0.0066,0.007185,670.87,100710.95
1594252800,2020-07-09 00:00:00,XVG/USD,0.007,0.007,0.006679,0.006679,1241.43,179992.6
1594166400,2020-07-08 00:00:00,XVG/USD,0.00724,0.007488,0.0069,0.007,1030.98,146066.23
1594080000,2020-07-07 00:00:00,XVG/USD,0.007235,0.00724,0.007235,0.00724,92.62,12793.0
1593993600,2020-07-06 00:00:00,XVG/USD,0.006754,0.007499,0.006673,0.007235,2021.9,277584.2
1593907200,2020-07-05 00:00:00,XVG/USD,0.006938,0.007499,0.006608,0.006754,1404.82,204498.3
1593820800,2020-07-04 00:00:00,XVG/USD,0.007002,0.007589,0.006886,0.006938,1011.05,145790.49
1593734400,2020-07-03 00:00:00,XVG/USD,0.00768,0.00768,0.006984,0.007002,379.17,52400.45
1593648000,2020-07-02 00:00:00,XVG/USD,0.0071,0.008,0.006953,0.00768,1848.98,251813.91
1593561600,2020-07-01 00:00:00,XVG/USD,0.006679,0.007944,0.006679,0.0071,139.61,18816.16
1593475200,2020-06-30 00:00:00,XVG/USD,0.006401,0.007866,0.006401,0.007866,263.92,35301.85
1593388800,2020-06-29 00:00:00,XVG/USD,0.00696,0.007103,0.006401,0.006401,630.52,89962.79
1593302400,2020-06-28 00:00:00,XVG/USD,0.00697,0.00697,0.006221,0.00697,580.29,84119.94
1593216000,2020-06-27 00:00:00,XVG/USD,0.00612,0.00697,0.006044,0.00697,732.16,119233.21
1593129600,2020-06-26 00:00:00,XVG/USD,0.0065,0.0065,0.00612,0.00612,2144.14,334244.03
1593043200,2020-06-25 00:00:00,XVG/USD,0.0068,0.00742,0.0065,0.0065,693.74,105845.52
1592956800,2020-06-24 00:00:00,XVG/USD,0.007275,0.007799,0.0068,0.007,554.61,79580.69
1592870400,2020-06-23 00:00:00,XVG/USD,0.006711,0.007571,0.006704,0.007275,1452.49,206265.52
1592784000,2020-06-22 00:00:00,XVG/USD,0.007,0.008247,0.006621,0.006711,2679.99,379174.24
1592697600,2020-06-21 00:00:00,XVG/USD,0.007037,0.00744,0.007,0.007,784.89,111744.0
1592611200,2020-06-20 00:00:00,XVG/USD,0.007125,0.0084,0.007,0.007037,4702.98,664419.82
1592524800,2020-06-19 00:00:00,XVG/USD,0.0088,0.0088,0.007125,0.007125,3302.64,449123.1
1592438400,2020-06-18 00:00:00,XVG/USD,0.009012,0.0093,0.007739,0.0088,3533.66,415256.1
1592352000,2020-06-17 00:00:00,XVG/USD,0.009489,0.0099,0.008712,0.009012,5326.69,577960.97
1592265600,2020-06-16 00:00:00,XVG/USD,0.00811,0.0095,0.00811,0.009489,12491.04,1367071.27
1592179200,2020-06-15 00:00:00,XVG/USD,0.006966,0.0093,0.006802,0.00811,10347.12,1260942.35
1592092800,2020-06-14 00:00:00,XVG/USD,0.00765,0.0079,0.00675,0.006966,3885.58,528246.09
1592006400,2020-06-13 00:00:00,XVG/USD,0.006311,0.0097,0.0063,0.00765,28457.56,3745410.27
1591920000,2020-06-12 00:00:00,XVG/USD,0.005153,0.006311,0.0051,0.006311,3491.07,588586.49
1591833600,2020-06-11 00:00:00,XVG/USD,0.005993,0.005993,0.005153,0.005153,2147.8,385251.13
1591747200,2020-06-10 00:00:00,XVG/USD,0.00531,0.005993,0.00531,0.005993,441.68,74843.39
1591660800,2020-06-09 00:00:00,XVG/USD,0.005396,0.0059,0.005245,0.0059,1482.17,270146.7
1591574400,2020-06-08 00:00:00,XVG/USD,0.005194,0.005396,0.004999,0.005396,2308.57,438588.0
1591488000,2020-06-07 00:00:00,XVG/USD,0.005314,0.005349,0.004907,0.005194,388.88,76080.65
1591401600,2020-06-06 00:00:00,XVG/USD,0.004371,0.005314,0.004371,0.005314,4443.53,883664.78
1591315200,2020-06-05 00:00:00,XVG/USD,0.004217,0.004371,0.004217,0.004371,131.6,30199.98
1591228800,2020-06-04 00:00:00,XVG/USD,0.004346,0.004346,0.004217,0.004217,47.5,11261.97
1591142400,2020-06-03 00:00:00,XVG/USD,0.004247,0.0046,0.004247,0.004346,701.73,155321.0
1591056000,2020-06-02 00:00:00,XVG/USD,0.004275,0.004503,0.004038,0.004247,1965.22,472608.49
1590969600,2020-06-01 00:00:00,XVG/USD,0.004134,0.00446,0.004121,0.004275,2947.24,672280.55
1590883200,2020-05-31 00:00:00,XVG/USD,0.00429,0.004395,0.004038,0.004134,273.48,64747.03
1590796800,2020-05-30 00:00:00,XVG/USD,0.003895,0.004389,0.003895,0.00429,291.63,69789.59
1590710400,2020-05-29 00:00:00,XVG/USD,0.003614,0.004249,0.003614,0.003895,37.49,9502.08
1590624000,2020-05-28 00:00:00,XVG/USD,0.0041,0.0041,0.003598,0.003614,426.08,115092.36
1590537600,2020-05-27 00:00:00,XVG/USD,0.0041,0.00411,0.0041,0.00411,24.66,6000.0
1590451200,2020-05-26 00:00:00,XVG/USD,0.00412,0.004129,0.0041,0.0041,755.58,183374.83
1590364800,2020-05-25 00:00:00,XVG/USD,0.00394,0.0044,0.00394,0.00412,1977.67,468086.87
1590278400,2020-05-24 00:00:00,XVG/USD,0.003733,0.004313,0.003733,0.00394,1935.13,477640.26
1590192000,2020-05-23 00:00:00,XVG/USD,0.003836,0.003939,0.0037,0.003733,1360.53,359953.81
1590105600,2020-05-22 00:00:00,XVG/USD,0.003836,0.003836,0.003836,0.003836,411.99,107400.0
1590019200,2020-05-21 00:00:00,XVG/USD,0.003324,0.003836,0.003324,0.003836,208.19,55125.45
1589932800,2020-05-20 00:00:00,XVG/USD,0.003302,0.003324,0.003302,0.003324,4.661,1402.0
1589846400,2020-05-19 00:00:00,XVG/USD,0.003258,0.003499,0.003258,0.003302,170.83,49465.24
1589760000,2020-05-18 00:00:00,XVG/USD,0.003229,0.003258,0.003229,0.003258,29.95,9205.44
1589673600,2020-05-17 00:00:00,XVG/USD,0.003229,0.003229,0.003229,0.003229,0.0,0.0
1589587200,2020-05-16 00:00:00,XVG/USD,0.00357,0.00357,0.003215,0.003229,164.02,49696.01
1589500800,2020-05-15 00:00:00,XVG/USD,0.003418,0.003634,0.0033,0.00357,409.13,115398.7
1589414400,2020-05-14 00:00:00,XVG/USD,0.003135,0.003499,0.003135,0.003418,225.75,66813.38
1589328000,2020-05-13 00:00:00,XVG/USD,0.00308,0.003147,0.00308,0.003135,25.71,8176.26
1589241600,2020-05-12 00:00:00,XVG/USD,0.0034,0.0034,0.00308,0.00308,146.88,46520.59
1589155200,2020-05-11 00:00:00,XVG/USD,0.003128,0.0034,0.003,0.0034,924.46,295101.62
1589068800,2020-05-10 00:00:00,XVG/USD,0.003523,0.00385,0.003,0.003128,2821.25,889669.67
1588982400,2020-05-09 00:00:00,XVG/USD,0.003501,0.003524,0.003501,0.003523,380.42,107967.56
1588896000,2020-05-08 00:00:00,XVG/USD,0.0042,0.0042,0.0035,0.003501,4075.09,1130531.94
1588809600,2020-05-07 00:00:00,XVG/USD,0.003681,0.0042,0.003518,0.0042,2848.31,715662.18
1588723200,2020-05-06 00:00:00,XVG/USD,0.0035,0.003681,0.003156,0.003681,2305.74,664124.38
1588636800,2020-05-05 00:00:00,XVG/USD,0.00301,0.0035,0.00301,0.0035,1122.81,328601.27
1588550400,2020-05-04 00:00:00,XVG/USD,0.003299,0.003299,0.003,0.00301,46.8,15563.91
1588464000,2020-05-03 00:00:00,XVG/USD,0.003001,0.0033,0.003001,0.003299,224.39,68150.55
1588377600,2020-05-02 00:00:00,XVG/USD,0.003,0.0033,0.003,0.003001,66.45,21047.22
1588291200,2020-05-01 00:00:00,XVG/USD,0.00281,0.003,0.00281,0.003,78.7,27055.35
1588204800,2020-04-30 00:00:00,XVG/USD,0.003044,0.0035,0.00281,0.00281,790.25,240817.46
1588118400,2020-04-29 00:00:00,XVG/USD,0.002833,0.003467,0.002833,0.003044,2382.02,751987.82
1588032000,2020-04-28 00:00:00,XVG/USD,0.0028,0.003142,0.002655,0.002951,1815.69,633743.17
1587945600,2020-04-27 00:00:00,XVG/USD,0.0028,0.00313,0.00272,0.0028,330.22,114430.19
1587859200,2020-04-26 00:00:00,XVG/USD,0.0026,0.003102,0.00255,0.0028,358.1,128003.34
1587772800,2020-04-25 00:00:00,XVG/USD,0.002544,0.0026,0.002544,0.0026,123.71,48318.0
1587686400,2020-04-24 00:00:00,XVG/USD,0.002511,0.002881,0.002511,0.002544,10.67,3995.0
1587600000,2020-04-23 00:00:00,XVG/USD,0.002511,0.002511,0.002511,0.002511,26.37,10503.43
1587513600,2020-04-22 00:00:00,XVG/USD,0.002483,0.002483,0.002483,0.002483,0.0,0.0
1587427200,2020-04-21 00:00:00,XVG/USD,0.00267,0.00267,0.002472,0.002483,443.24,178569.41
1587340800,2020-04-20 00:00:00,XVG/USD,0.002628,0.002875,0.002628,0.00267,249.11,91338.62
1587254400,2020-04-19 00:00:00,XVG/USD,0.002673,0.002685,0.002628,0.002628,42.04,15719.55
1587168000,2020-04-18 00:00:00,XVG/USD,0.002679,0.002679,0.002585,0.002673,222.69,84430.78
1587081600,2020-04-17 00:00:00,XVG/USD,0.002507,0.002679,0.002507,0.002679,197.94,77022.02
1586995200,2020-04-16 00:00:00,XVG/USD,0.002689,0.0027,0.002507,0.002507,100.73,38311.46
1586908800,2020-04-15 00:00:00,XVG/USD,0.002474,0.002689,0.002474,0.002689,23.18,9036.74
1586822400,2020-04-14 00:00:00,XVG/USD,0.002603,0.002626,0.002487,0.002498,111.61,44521.28
1586736000,2020-04-13 00:00:00,XVG/USD,0.002603,0.002603,0.002603,0.002603,2601.7,999499.49
1586649600,2020-04-12 00:00:00,XVG/USD,0.002442,0.002442,0.002442,0.002442,0.0,0.0
1586563200,2020-04-11 00:00:00,XVG/USD,0.002378,0.002442,0.002378,0.002442,751.91,311758.1
1586476800,2020-04-10 00:00:00,XVG/USD,0.002694,0.002707,0.00235,0.002378,950.46,360175.53
1586390400,2020-04-09 00:00:00,XVG/USD,0.002979,0.002979,0.002694,0.002694,97.04,35903.6
1586304000,2020-04-08 00:00:00,XVG/USD,0.002683,0.002979,0.002683,0.002979,4.177,1402.0
1586217600,2020-04-07 00:00:00,XVG/USD,0.00279,0.00279,0.002683,0.002683,508.42,187652.19
1586131200,2020-04-06 00:00:00,XVG/USD,0.002649,0.002793,0.002433,0.00279,112.07,42510.62
1586044800,2020-04-05 00:00:00,XVG/USD,0.002401,0.002401,0.002401,0.002401,0.0,0.0
1585958400,2020-04-04 00:00:00,XVG/USD,0.002827,0.002827,0.002382,0.002401,417.11,174955.47
1585872000,2020-04-03 00:00:00,XVG/USD,0.002251,0.002827,0.002251,0.002827,183.49,64898.75
1585785600,2020-04-02 00:00:00,XVG/USD,0.002251,0.002251,0.002251,0.002251,0.0,0.0
1585699200,2020-04-01 00:00:00,XVG/USD,0.0026,0.0026,0.002251,0.002251,81.02,35990.0
1585612800,2020-03-31 00:00:00,XVG/USD,0.002472,0.002625,0.00212,0.0026,879.15,382404.08
1585526400,2020-03-30 00:00:00,XVG/USD,0.002472,0.002472,0.002472,0.002472,0.0,0.0
1585440000,2020-03-29 00:00:00,XVG/USD,0.002472,0.002472,0.002472,0.002472,51.91,21000.0
1585353600,2020-03-28 00:00:00,XVG/USD,0.0025,0.0025,0.0025,0.0025,0.0,0.0
1585267200,2020-03-27 00:00:00,XVG/USD,0.0025,0.0025,0.0025,0.0025,38.85,15540.0
1585180800,2020-03-26 00:00:00,XVG/USD,0.0025,0.0025,0.0025,0.0025,0.0,0.0
1585094400,2020-03-25 00:00:00,XVG/USD,0.002364,0.0025,0.002364,0.0025,559.48,223793.77
1585008000,2020-03-24 00:00:00,XVG/USD,0.002161,0.0025,0.002161,0.002364,835.88,336626.76
1584921600,2020-03-23 00:00:00,XVG/USD,0.002321,0.002552,0.002143,0.002161,708.47,314017.11
1584835200,2020-03-22 00:00:00,XVG/USD,0.002608,0.002608,0.00225,0.002321,4208.7,1781309.56
1584748800,2020-03-21 00:00:00,XVG/USD,0.00222,0.00222,0.00222,0.00222,23.08,10399.0
1584662400,2020-03-20 00:00:00,XVG/USD,0.001943,0.00272,0.001943,0.00222,911.14,358094.83
1584576000,2020-03-19 00:00:00,XVG/USD,0.001943,0.002197,0.001943,0.001943,23.48,11215.74
1584489600,2020-03-18 00:00:00,XVG/USD,0.002149,0.002159,0.002059,0.0021,151.89,72386.22
1584403200,2020-03-17 00:00:00,XVG/USD,0.001791,0.002149,0.001791,0.002149,27.47,13132.25
1584316800,2020-03-16 00:00:00,XVG/USD,0.002099,0.002354,0.00153,0.001791,1346.49,708670.04
1584230400,2020-03-15 00:00:00,XVG/USD,0.002014,0.002099,0.001963,0.002099,113.43,55337.66
1584144000,2020-03-14 00:00:00,XVG/USD,0.001915,0.002357,0.001912,0.001983,470.69,244812.8
1584057600,2020-03-13 00:00:00,XVG/USD,0.002,0.003409,0.00153,0.001906,2971.44,1503023.19
1583971200,2020-03-12 00:00:00,XVG/USD,0.003151,0.003151,0.002,0.002,7433.11,3007309.57
1583884800,2020-03-11 00:00:00,XVG/USD,0.003227,0.003227,0.003151,0.003151,358.22,112779.12
1583798400,2020-03-10 00:00:00,XVG/USD,0.003416,0.003799,0.003227,0.003227,1290.99,377553.19
1583712000,2020-03-09 00:00:00,XVG/USD,0.00344,0.00344,0.003151,0.003416,447.96,134228.82
1583625600,2020-03-08 00:00:00,XVG/USD,0.0038,0.00389,0.00344,0.00344,1294.24,363926.43
1583539200,2020-03-07 00:00:00,XVG/USD,0.003939,0.003939,0.003671,0.0038,175.89,46061.53
1583452800,2020-03-06 00:00:00,XVG/USD,0.00374,0.003978,0.003629,0.00365,216.28,56646.44
1583366400,2020-03-05 00:00:00,XVG/USD,0.003871,0.003999,0.003714,0.00374,481.06,126578.69
1583280000,2020-03-04 00:00:00,XVG/USD,0.003999,0.003999,0.003642,0.003871,256.22,68038.54
1583193600,2020-03-03 00:00:00,XVG/USD,0.003811,0.003999,0.003618,0.003999,116.7,30515.0
1583107200,2020-03-02 00:00:00,XVG/USD,0.003561,0.004021,0.003561,0.003811,132.09,34099.64
1583020800,2020-03-01 00:00:00,XVG/USD,0.003717,0.00405,0.00356,0.003561,472.53,128172.9
1582934400,2020-02-29 00:00:00,XVG/USD,0.004,0.004,0.003616,0.003717,26.5,6900.0
1582848000,2020-02-28 00:00:00,XVG/USD,0.004191,0.004275,0.00356,0.003599,1342.85,354506.45
1582761600,2020-02-27 00:00:00,XVG/USD,0.003597,0.004191,0.00356,0.004191,1029.75,263258.81
1582675200,2020-02-26 00:00:00,XVG/USD,0.00393,0.0045,0.00356,0.003597,2549.27,660069.32
1582588800,2020-02-25 00:00:00,XVG/USD,0.004173,0.004489,0.003922,0.00393,873.95,217119.45
1582502400,2020-02-24 00:00:00,XVG/USD,0.004422,0.004487,0.004118,0.004173,707.87,165582.35
1582416000,2020-02-23 00:00:00,XVG/USD,0.004501,0.005,0.004398,0.004422,4002.89,855957.04
1582329600,2020-02-22 00:00:00,XVG/USD,0.004489,0.004501,0.004489,0.004501,3089.05,686374.08
1582243200,2020-02-21 00:00:00,XVG/USD,0.004258,0.004669,0.004242,0.004669,110.47,24114.52
1582156800,2020-02-20 00:00:00,XVG/USD,0.0044,0.004675,0.004258,0.004258,629.31,143443.32
1582070400,2020-02-19 00:00:00,XVG/USD,0.004602,0.005084,0.0044,0.0044,3081.84,683850.45
1581984000,2020-02-18 00:00:00,XVG/USD,0.005,0.00523,0.004475,0.004602,1255.59,262634.13
1581897600,2020-02-17 00:00:00,XVG/USD,0.00525,0.00525,0.004353,0.005,1472.65,311216.88
1581811200,2020-02-16 00:00:00,XVG/USD,0.005618,0.005618,0.004621,0.00525,3951.58,780264.97
1581724800,2020-02-15 00:00:00,XVG/USD,0.005979,0.005979,0.005035,0.005618,2014.36,371290.21
1581638400,2020-02-14 00:00:00,XVG/USD,0.0057,0.006,0.005023,0.005989,1637.09,294688.74
1581552000,2020-02-13 00:00:00,XVG/USD,0.005449,0.005704,0.005,0.0057,3414.06,660537.01
1581465600,2020-02-12 00:00:00,XVG/USD,0.004797,0.005587,0.004797,0.005449,2886.55,544674.54
1581379200,2020-02-11 00:00:00,XVG/USD,0.0049,0.00531,0.004624,0.004797,727.31,143667.22
1581292800,2020-02-10 00:00:00,XVG/USD,0.00456,0.00499,0.004355,0.0049,1139.44,248154.57
1581206400,2020-02-09 00:00:00,XVG/USD,0.004442,0.00499,0.004356,0.00456,1135.96,240404.85
1581120000,2020-02-08 00:00:00,XVG/USD,0.00456,0.004784,0.004435,0.004442,202.41,44452.19
1581033600,2020-02-07 00:00:00,XVG/USD,0.00431,0.005092,0.00431,0.00456,3684.18,785364.08
1580947200,2020-02-06 00:00:00,XVG/USD,0.004271,0.004614,0.00426,0.00431,1236.3,277799.19
1580860800,2020-02-05 00:00:00,XVG/USD,0.004312,0.00449,0.004253,0.004271,458.44,104659.84
1580774400,2020-02-04 00:00:00,XVG/USD,0.00395,0.00449,0.00395,0.004312,10432.22,2459958.12
1580688000,2020-02-03 00:00:00,XVG/USD,0.004249,0.004249,0.003792,0.00395,1406.48,348536.49
1580601600,2020-02-02 00:00:00,XVG/USD,0.003708,0.004259,0.003699,0.004249,1099.93,268743.23
1580515200,2020-02-01 00:00:00,XVG/USD,0.0039,0.0039,0.003655,0.003708,1148.74,296382.72
1580428800,2020-01-31 00:00:00,XVG/USD,0.00364,0.0039,0.003601,0.0039,947.56,249321.43
1580342400,2020-01-30 00:00:00,XVG/USD,0.00363,0.00364,0.00355,0.00364,23.55,6560.68
1580256000,2020-01-29 00:00:00,XVG/USD,0.003825,0.004148,0.003566,0.00363,216.85,57744.37
1580169600,2020-01-28 00:00:00,XVG/USD,0.003521,0.003825,0.003521,0.003825,1087.56,292150.88
1580083200,2020-01-27 00:00:00,XVG/USD,0.003444,0.003887,0.003444,0.003521,1321.98,369331.21
1579996800,2020-01-26 00:00:00,XVG/USD,0.003487,0.003837,0.003339,0.003444,142.15,40511.13
1579910400,2020-01-25 00:00:00,XVG/USD,0.003849,0.003849,0.003324,0.003487,151.16,44388.37
1579824000,2020-01-24 00:00:00,XVG/USD,0.0035,0.003849,0.003244,0.003849,197.08,51428.0
1579737600,2020-01-23 00:00:00,XVG/USD,0.00372,0.00373,0.0035,0.0035,686.47,191056.76
1579651200,2020-01-22 00:00:00,XVG/USD,0.003702,0.003889,0.003702,0.00372,476.73,127035.19
1579564800,2020-01-21 00:00:00,XVG/USD,0.003949,0.003949,0.003621,0.003702,1210.44,324039.85
1579478400,2020-01-20 00:00:00,XVG/USD,0.00404,0.00405,0.003621,0.003949,281.35,72874.12
1579392000,2020-01-19 00:00:00,XVG/USD,0.00383,0.00405,0.003604,0.00404,1800.08,467277.01
1579305600,2020-01-18 00:00:00,XVG/USD,0.003824,0.004216,0.003824,0.00383,172.35,41581.3
1579219200,2020-01-17 00:00:00,XVG/USD,0.0037,0.004189,0.0037,0.003824,844.22,210893.38
1579132800,2020-01-16 00:00:00,XVG/USD,0.0043,0.0043,0.003602,0.0037,892.9,239965.14
1579046400,2020-01-15 00:00:00,XVG/USD,0.0036,0.0043,0.0036,0.0043,877.47,221407.19
1578960000,2020-01-14 00:00:00,XVG/USD,0.00345,0.004,0.00345,0.0036,939.83,254146.97
1578873600,2020-01-13 00:00:00,XVG/USD,0.00345,0.00345,0.00345,0.00345,0.0,0.0
1578787200,2020-01-12 00:00:00,XVG/USD,0.00345,0.003745,0.003315,0.00345,751.98,219311.48
1578700800,2020-01-11 00:00:00,XVG/USD,0.003678,0.003678,0.00345,0.00345,88.83,25616.54
1578614400,2020-01-10 00:00:00,XVG/USD,0.0033,0.003678,0.003269,0.003678,1516.55,435015.87
1578528000,2020-01-09 00:00:00,XVG/USD,0.003351,0.003589,0.0033,0.0033,226.51,67278.53
1578441600,2020-01-08 00:00:00,XVG/USD,0.003336,0.003599,0.003336,0.003351,304.84,88259.94
1578355200,2020-01-07 00:00:00,XVG/USD,0.003687,0.0038,0.003321,0.003336,225.5,64973.71
