https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ETP
1598659200000,2020-08-29 00:00:00,ETP/USD,0.18357,0.19599,0.18,0.18569999999999998,16517.508076965598,91763.93376092
1598572800000,2020-08-28 00:00:00,ETP/USD,0.18084,0.18626,0.17776,0.18105000000000002,6389.277973387936,35943.2829286
1598486400000,2020-08-27 00:00:00,ETP/USD,0.18628,0.18916,0.172,0.18303000000000003,23400.327039978358,136048.41302313
1598400000000,2020-08-26 00:00:00,ETP/USD,0.18323,0.19507000000000002,0.18039,0.18628,7618.269416753976,42232.21584763
1598313600000,2020-08-25 00:00:00,ETP/USD,0.202,0.20394,0.18,0.18830000000000002,25088.489877758395,139380.49932088
1598227200000,2020-08-24 00:00:00,ETP/USD,0.19498,0.21000000000000002,0.1889,0.20312000000000002,65460.686945432724,346536.19346444
1598140800000,2020-08-23 00:00:00,ETP/USD,0.18,0.19749000000000003,0.17999,0.19497999999999996,30730.84649963086,170736.41035408
1598054400000,2020-08-22 00:00:00,ETP/USD,0.16999,0.18214,0.169,0.18214,32949.79157396914,194969.18091106
1597968000000,2020-08-21 00:00:00,ETP/USD,0.17775,0.18040000000000003,0.16398,0.17,52138.38926442785,317955.78280539
1597881600000,2020-08-20 00:00:00,ETP/USD,0.165,0.17775,0.15799,0.17775,55889.38896696659,353752.69932886
1597795200000,2020-08-19 00:00:00,ETP/USD,0.17712,0.17712,0.16212,0.16499999999999998,15676.19316726701,96694.99856444
1597708800000,2020-08-18 00:00:00,ETP/USD,0.18452,0.189,0.17001,0.17009999999999997,17285.170356887014,101671.49201157
1597622400000,2020-08-17 00:00:00,ETP/USD,0.18146,0.18877,0.17601,0.18452000000000002,30683.815465198226,174329.95548661
1597536000000,2020-08-16 00:00:00,ETP/USD,0.1847,0.18999,0.175,0.18146,53352.302305911,304870.29889092
1597449600000,2020-08-15 00:00:00,ETP/USD,0.17678,0.19183000000000003,0.17677,0.18484000000000003,27067.43052097593,153122.30876832
1597363200000,2020-08-14 00:00:00,ETP/USD,0.17398,0.1829,0.16885,0.17292000000000002,27799.84670589699,164642.26654366
1597276800000,2020-08-13 00:00:00,ETP/USD,0.161,0.17543,0.15901,0.1701,39229.65137093583,246711.85064421
1597190400000,2020-08-12 00:00:00,ETP/USD,0.15936,0.16281000000000004,0.151,0.15765000000000004,33593.01144558759,222470.27447409
1597104000000,2020-08-11 00:00:00,ETP/USD,0.1685,0.17525,0.15,0.16174000000000002,58169.921505462,387799.47670308
1597017600000,2020-08-10 00:00:00,ETP/USD,0.18,0.18828999999999999,0.166,0.1685,34175.455927671246,205876.24052814
1596931200000,2020-08-09 00:00:00,ETP/USD,0.18761,0.18905999999999998,0.1455,0.18208,102908.98281254857,707278.23238865
1596844800000,2020-08-08 00:00:00,ETP/USD,0.18199,0.19399,0.17089,0.19398000000000004,27709.585851005533,162148.6678624
1596758400000,2020-08-07 00:00:00,ETP/USD,0.19436,0.19590000000000002,0.185,0.1875,18411.84065184945,99523.46298297
1596672000000,2020-08-06 00:00:00,ETP/USD,0.19787,0.20044999999999996,0.189,0.19436000000000003,10100.39936998743,53441.26650787
1596585600000,2020-08-05 00:00:00,ETP/USD,0.20095,0.20797,0.19001,0.19667999999999997,26329.020410312496,138566.49865961
1596499200000,2020-08-04 00:00:00,ETP/USD,0.218,0.21989999999999998,0.19992,0.20092,31302.889349749614,156577.07757978
1596412800000,2020-08-03 00:00:00,ETP/USD,0.19382,0.21984000000000004,0.19382,0.21799999999999997,51528.22794220346,265856.09298423
1596326400000,2020-08-02 00:00:00,ETP/USD,0.20365,0.20869000000000001,0.1938,0.19382000000000002,34780.52585400803,179466.07767806
1596240000000,2020-08-01 00:00:00,ETP/USD,0.19214,0.21251,0.18858,0.19975,53534.255765079746,283880.87689617
1596153600000,2020-07-31 00:00:00,ETP/USD,0.20078,0.20216,0.1906,0.19647000000000003,15595.335680664146,81822.32781041
1596067200000,2020-07-30 00:00:00,ETP/USD,0.20369,0.21598999999999996,0.1951,0.20077,38245.010875721164,196027.73385813
1595980800000,2020-07-29 00:00:00,ETP/USD,0.18397,0.21746000000000001,0.18208,0.20371999999999998,49492.60787259831,271817.92548659
1595894400000,2020-07-28 00:00:00,ETP/USD,0.18473,0.1955,0.18052,0.18396999999999997,46779.09086729829,259135.22527863
1595808000000,2020-07-27 00:00:00,ETP/USD,0.19,0.19657999999999998,0.17728,0.18330000000000002,71130.06578162951,401230.06420143
1595721600000,2020-07-26 00:00:00,ETP/USD,0.18,0.1965,0.178,0.18908999999999998,64582.3537851903,362822.21227635
1595635200000,2020-07-25 00:00:00,ETP/USD,0.17498,0.18999999999999997,0.16515,0.18000000000000002,42768.09993588744,258965.18277861
1595548800000,2020-07-24 00:00:00,ETP/USD,0.1834,0.18424999999999997,0.172,0.17319999999999997,34274.024853446994,199267.58635725
1595462400000,2020-07-23 00:00:00,ETP/USD,0.18294,0.199,0.1769,0.18536999999999998,88035.03984677218,497654.26708181
1595376000000,2020-07-22 00:00:00,ETP/USD,0.16128,0.19769999999999996,0.16128,0.1868,193095.56221617392,1197269.11096338
1595289600000,2020-07-21 00:00:00,ETP/USD,0.1519,0.16900000000000004,0.14986,0.1643,44135.86530681884,294513.98176177
1595203200000,2020-07-20 00:00:00,ETP/USD,0.15666,0.1631,0.143,0.15008000000000002,73848.06060493576,516420.00423032
1595116800000,2020-07-19 00:00:00,ETP/USD,0.15402,0.16470000000000004,0.15172,0.157,40532.41111024974,267152.72284636
1595030400,2020-07-18 00:00:00,ETP/USD,0.1491,0.1574,0.144,0.155,51407.83,345185.29
1594944000,2020-07-17 00:00:00,ETP/USD,0.1249,0.16,0.1227,0.1491,169023.71,1181894.07
1594857600,2020-07-16 00:00:00,ETP/USD,0.1151,0.1249,0.1112,0.1249,57656.2,487492.15
1594771200,2020-07-15 00:00:00,ETP/USD,0.113,0.1189,0.113,0.1151,39299.54,336365.97
1594684800,2020-07-14 00:00:00,ETP/USD,0.1142,0.115,0.11,0.113,17733.76,156924.67
1594598400,2020-07-13 00:00:00,ETP/USD,0.1117,0.1142,0.1081,0.1142,14635.18,132104.09
1594512000,2020-07-12 00:00:00,ETP/USD,0.1105,0.1149,0.1085,0.1117,24474.61,217417.53
1594425600,2020-07-11 00:00:00,ETP/USD,0.108,0.112,0.1078,0.1105,14334.51,130649.0
1594339200,2020-07-10 00:00:00,ETP/USD,0.1093,0.1093,0.1065,0.108,6883.69,63633.39
1594252800,2020-07-09 00:00:00,ETP/USD,0.1089,0.114,0.1049,0.1093,39769.11,365161.19
1594166400,2020-07-08 00:00:00,ETP/USD,0.104,0.1093,0.102,0.1089,26362.36,248043.31
1594080000,2020-07-07 00:00:00,ETP/USD,0.0999,0.104,0.09981,0.104,13036.13,126627.0
1593993600,2020-07-06 00:00:00,ETP/USD,0.09948,0.1045,0.09911,0.0999,13019.3,128133.47
1593907200,2020-07-05 00:00:00,ETP/USD,0.09816,0.09999,0.09525,0.09948,10990.49,112950.73
1593820800,2020-07-04 00:00:00,ETP/USD,0.09869,0.1007,0.096,0.09816,8702.68,88676.5
1593734400,2020-07-03 00:00:00,ETP/USD,0.1003,0.1009,0.095,0.09869,11800.56,121758.83
1593648000,2020-07-02 00:00:00,ETP/USD,0.1026,0.104,0.09575,0.1003,49295.01,491783.71
1593561600,2020-07-01 00:00:00,ETP/USD,0.1039,0.1039,0.09878,0.1026,14710.21,145306.31
1593475200,2020-06-30 00:00:00,ETP/USD,0.101,0.106,0.0996,0.1018,29008.4,281970.98
1593388800,2020-06-29 00:00:00,ETP/USD,0.1038,0.1048,0.1,0.101,7556.72,74266.16
1593302400,2020-06-28 00:00:00,ETP/USD,0.09901,0.1038,0.098,0.1018,8471.77,85213.99
1593216000,2020-06-27 00:00:00,ETP/USD,0.1038,0.1048,0.09901,0.09901,11923.69,117991.08
1593129600,2020-06-26 00:00:00,ETP/USD,0.104,0.1048,0.102,0.1038,8501.49,82173.95
1593043200,2020-06-25 00:00:00,ETP/USD,0.1075,0.1075,0.1019,0.104,16373.77,158524.04
1592956800,2020-06-24 00:00:00,ETP/USD,0.1105,0.1107,0.1073,0.1075,5923.86,54574.45
1592870400,2020-06-23 00:00:00,ETP/USD,0.1094,0.1105,0.1073,0.1105,9543.6,87328.64
1592784000,2020-06-22 00:00:00,ETP/USD,0.1099,0.1109,0.107,0.1094,5899.81,54102.16
1592697600,2020-06-21 00:00:00,ETP/USD,0.1113,0.1118,0.1067,0.1099,5122.06,47283.31
1592611200,2020-06-20 00:00:00,ETP/USD,0.1102,0.1119,0.1062,0.1113,7352.42,67176.56
1592524800,2020-06-19 00:00:00,ETP/USD,0.1092,0.1119,0.1084,0.1102,5645.16,51216.5
1592438400,2020-06-18 00:00:00,ETP/USD,0.1079,0.112,0.106,0.1092,12087.14,110143.06
1592352000,2020-06-17 00:00:00,ETP/USD,0.1056,0.1079,0.1056,0.1079,2836.88,26540.66
1592265600,2020-06-16 00:00:00,ETP/USD,0.1057,0.1096,0.1046,0.1056,8507.38,79513.41
1592179200,2020-06-15 00:00:00,ETP/USD,0.1079,0.1079,0.09806,0.1057,19445.91,189242.41
1592092800,2020-06-14 00:00:00,ETP/USD,0.1097,0.1119,0.1068,0.1079,14340.48,131775.73
1592006400,2020-06-13 00:00:00,ETP/USD,0.1116,0.1135,0.1079,0.1097,11123.24,102180.33
1591920000,2020-06-12 00:00:00,ETP/USD,0.1103,0.1139,0.1078,0.1116,10660.12,96515.44
1591833600,2020-06-11 00:00:00,ETP/USD,0.1154,0.12,0.11,0.1103,26877.42,230874.65
1591747200,2020-06-10 00:00:00,ETP/USD,0.113,0.1178,0.113,0.1154,8722.44,75543.21
1591660800,2020-06-09 00:00:00,ETP/USD,0.1158,0.1168,0.113,0.1134,7006.34,61505.62
1591574400,2020-06-08 00:00:00,ETP/USD,0.1119,0.1179,0.11,0.1158,24819.26,216469.55
1591488000,2020-06-07 00:00:00,ETP/USD,0.1088,0.112,0.107,0.1119,19582.49,180030.82
1591401600,2020-06-06 00:00:00,ETP/USD,0.1124,0.1137,0.1083,0.1088,4478.72,40203.62
1591315200,2020-06-05 00:00:00,ETP/USD,0.115,0.1158,0.107,0.1124,29203.8,262675.22
1591228800,2020-06-04 00:00:00,ETP/USD,0.1168,0.117,0.111,0.115,29372.43,257883.67
1591142400,2020-06-03 00:00:00,ETP/USD,0.1175,0.1198,0.112,0.1168,46481.51,405183.29
1591056000,2020-06-02 00:00:00,ETP/USD,0.1159,0.1247,0.115,0.1175,64460.94,541615.4
1590969600,2020-06-01 00:00:00,ETP/USD,0.114,0.12,0.1127,0.1159,17591.12,151712.77
1590883200,2020-05-31 00:00:00,ETP/USD,0.1152,0.1168,0.112,0.114,18952.31,167087.73
1590796800,2020-05-30 00:00:00,ETP/USD,0.113,0.1168,0.1115,0.1152,15464.7,135789.44
1590710400,2020-05-29 00:00:00,ETP/USD,0.1178,0.118,0.1111,0.113,11138.93,97738.41
1590624000,2020-05-28 00:00:00,ETP/USD,0.1186,0.1199,0.1111,0.1178,22702.44,197193.21
1590537600,2020-05-27 00:00:00,ETP/USD,0.116,0.1199,0.115,0.1186,14336.07,122622.82
1590451200,2020-05-26 00:00:00,ETP/USD,0.1101,0.1172,0.1091,0.116,13567.74,120071.16
1590364800,2020-05-25 00:00:00,ETP/USD,0.1128,0.1139,0.1049,0.1101,48147.43,439659.08
1590278400,2020-05-24 00:00:00,ETP/USD,0.1142,0.1201,0.1118,0.1128,25164.94,217637.1
1590192000,2020-05-23 00:00:00,ETP/USD,0.118,0.118,0.113,0.1142,14422.87,125891.07
1590105600,2020-05-22 00:00:00,ETP/USD,0.1195,0.1195,0.1128,0.118,18177.61,156286.25
1590019200,2020-05-21 00:00:00,ETP/USD,0.1158,0.125,0.1111,0.1195,43340.29,366246.48
1589932800,2020-05-20 00:00:00,ETP/USD,0.117,0.1199,0.1129,0.1158,13874.25,120786.12
1589846400,2020-05-19 00:00:00,ETP/USD,0.1159,0.1225,0.115,0.117,35461.64,296074.32
1589760000,2020-05-18 00:00:00,ETP/USD,0.1143,0.123,0.1128,0.1159,40436.39,344596.21
1589673600,2020-05-17 00:00:00,ETP/USD,0.1144,0.117,0.111,0.1143,10571.38,91849.82
1589587200,2020-05-16 00:00:00,ETP/USD,0.1179,0.12,0.1109,0.1144,18298.83,158377.61
1589500800,2020-05-15 00:00:00,ETP/USD,0.1043,0.1265,0.1007,0.1179,93460.78,812123.41
1589414400,2020-05-14 00:00:00,ETP/USD,0.1009,0.1081,0.098,0.1043,38014.07,373185.02
1589328000,2020-05-13 00:00:00,ETP/USD,0.105,0.1089,0.09948,0.1009,22269.02,215028.22
1589241600,2020-05-12 00:00:00,ETP/USD,0.1024,0.1119,0.095,0.105,22435.35,216767.74
1589155200,2020-05-11 00:00:00,ETP/USD,0.0983,0.1093,0.095,0.1024,13885.85,138050.08
1589068800,2020-05-10 00:00:00,ETP/USD,0.1038,0.112,0.09313,0.0983,42184.57,414352.53
1588982400,2020-05-09 00:00:00,ETP/USD,0.1101,0.1113,0.1016,0.1038,22803.01,213484.93
1588896000,2020-05-08 00:00:00,ETP/USD,0.1165,0.1215,0.108,0.1101,53899.61,477817.16
1588809600,2020-05-07 00:00:00,ETP/USD,0.1142,0.1199,0.11,0.1165,22220.46,195808.26
1588723200,2020-05-06 00:00:00,ETP/USD,0.1116,0.1175,0.1111,0.1142,14978.95,131731.55
1588636800,2020-05-05 00:00:00,ETP/USD,0.1153,0.1178,0.1103,0.1116,12301.79,108935.43
1588550400,2020-05-04 00:00:00,ETP/USD,0.1175,0.119,0.1101,0.1153,24878.24,218797.78
1588464000,2020-05-03 00:00:00,ETP/USD,0.12,0.123,0.1169,0.1175,14461.82,121469.62
1588377600,2020-05-02 00:00:00,ETP/USD,0.112,0.123,0.112,0.12,18648.16,156323.64
1588291200,2020-05-01 00:00:00,ETP/USD,0.1108,0.118,0.1101,0.112,14889.33,130096.41
1588204800,2020-04-30 00:00:00,ETP/USD,0.1131,0.1215,0.1085,0.1108,83820.02,731570.85
1588118400,2020-04-29 00:00:00,ETP/USD,0.09329,0.1143,0.09329,0.1131,97795.26,918484.13
1588032000,2020-04-28 00:00:00,ETP/USD,0.09101,0.09488,0.08901,0.0918,14569.78,159790.79
1587945600,2020-04-27 00:00:00,ETP/USD,0.09629,0.101,0.088,0.09101,29259.81,313047.67
1587859200,2020-04-26 00:00:00,ETP/USD,0.1033,0.1033,0.09604,0.09629,18313.18,183727.37
1587772800,2020-04-25 00:00:00,ETP/USD,0.09685,0.105,0.093,0.1033,28654.79,293935.27
1587686400,2020-04-24 00:00:00,ETP/USD,0.0968,0.09941,0.0968,0.09685,16090.83,165039.76
1587600000,2020-04-23 00:00:00,ETP/USD,0.09145,0.099,0.0899,0.0968,10086.05,106551.84
1587513600,2020-04-22 00:00:00,ETP/USD,0.09012,0.0935,0.0894,0.09145,3407.07,37120.05
1587427200,2020-04-21 00:00:00,ETP/USD,0.09269,0.09269,0.088,0.09166,5808.67,64582.58
1587340800,2020-04-20 00:00:00,ETP/USD,0.09868,0.09941,0.0855,0.09269,46799.72,511548.54
1587254400,2020-04-19 00:00:00,ETP/USD,0.103,0.1033,0.09853,0.09868,10415.66,103771.48
1587168000,2020-04-18 00:00:00,ETP/USD,0.1014,0.105,0.09703,0.103,16995.08,167611.79
1587081600,2020-04-17 00:00:00,ETP/USD,0.1019,0.1035,0.1,0.1014,10952.68,107908.11
1586995200,2020-04-16 00:00:00,ETP/USD,0.09511,0.102,0.0951,0.1019,21392.23,215091.36
1586908800,2020-04-15 00:00:00,ETP/USD,0.0949,0.0965,0.0949,0.09511,12096.36,126684.68
1586822400,2020-04-14 00:00:00,ETP/USD,0.099,0.099,0.09268,0.09519,12116.76,127424.19
1586736000,2020-04-13 00:00:00,ETP/USD,0.09699,0.1008,0.08503,0.099,44082.5,482513.52
1586649600,2020-04-12 00:00:00,ETP/USD,0.09605,0.101,0.09111,0.09699,23608.12,245415.82
1586563200,2020-04-11 00:00:00,ETP/USD,0.0915,0.106,0.0915,0.09602,28292.18,286545.79
1586476800,2020-04-10 00:00:00,ETP/USD,0.1097,0.1097,0.08776,0.0915,68499.29,714882.68
1586390400,2020-04-09 00:00:00,ETP/USD,0.1076,0.1142,0.1065,0.1097,28461.96,258508.14
1586304000,2020-04-08 00:00:00,ETP/USD,0.1122,0.1163,0.1052,0.1076,29735.74,274088.2
1586217600,2020-04-07 00:00:00,ETP/USD,0.1118,0.1182,0.1085,0.1122,49181.79,439936.22
1586131200,2020-04-06 00:00:00,ETP/USD,0.1026,0.1127,0.1022,0.1118,38391.5,357468.35
1586044800,2020-04-05 00:00:00,ETP/USD,0.104,0.1057,0.1003,0.1026,20583.24,201879.32
1585958400,2020-04-04 00:00:00,ETP/USD,0.1074,0.1093,0.103,0.106,6058.89,57232.36
1585872000,2020-04-03 00:00:00,ETP/USD,0.1115,0.1115,0.1062,0.1074,11467.69,106091.77
1585785600,2020-04-02 00:00:00,ETP/USD,0.1095,0.115,0.105,0.1115,35518.04,326140.51
1585699200,2020-04-01 00:00:00,ETP/USD,0.113,0.113,0.107,0.1095,11667.24,107658.13
1585612800,2020-03-31 00:00:00,ETP/USD,0.1141,0.1163,0.108,0.113,31903.6,287961.01
1585526400,2020-03-30 00:00:00,ETP/USD,0.101,0.1151,0.1,0.1141,24455.82,224560.43
1585440000,2020-03-29 00:00:00,ETP/USD,0.112,0.1137,0.1003,0.101,29329.47,273616.67
1585353600,2020-03-28 00:00:00,ETP/USD,0.1128,0.1197,0.1059,0.112,46274.99,414554.11
1585267200,2020-03-27 00:00:00,ETP/USD,0.1217,0.123,0.1128,0.1128,11073.08,94720.01
1585180800,2020-03-26 00:00:00,ETP/USD,0.119,0.1217,0.113,0.1217,19880.44,169599.09
1585094400,2020-03-25 00:00:00,ETP/USD,0.1195,0.1211,0.112,0.119,20159.78,170929.76
1585008000,2020-03-24 00:00:00,ETP/USD,0.1127,0.1199,0.1124,0.1195,13126.11,113251.69
1584921600,2020-03-23 00:00:00,ETP/USD,0.1047,0.121,0.1029,0.1127,32161.74,293216.38
1584835200,2020-03-22 00:00:00,ETP/USD,0.1125,0.1178,0.1046,0.1047,32904.19,300369.85
1584748800,2020-03-21 00:00:00,ETP/USD,0.1139,0.1201,0.1105,0.1131,14494.25,125635.34
1584662400,2020-03-20 00:00:00,ETP/USD,0.1181,0.136,0.1085,0.1139,129958.63,1054502.18
1584576000,2020-03-19 00:00:00,ETP/USD,0.1034,0.1224,0.1008,0.1181,71134.32,632948.17
1584489600,2020-03-18 00:00:00,ETP/USD,0.1019,0.105,0.098,0.1034,51169.74,507322.66
1584403200,2020-03-17 00:00:00,ETP/USD,0.1,0.1085,0.097,0.1019,53482.26,521741.5
1584316800,2020-03-16 00:00:00,ETP/USD,0.1177,0.1222,0.09371,0.1,68341.57,662794.86
1584230400,2020-03-15 00:00:00,ETP/USD,0.1057,0.128,0.09919,0.1177,76240.48,654219.68
1584144000,2020-03-14 00:00:00,ETP/USD,0.09313,0.115,0.09197,0.1005,42588.68,406538.11
1584057600,2020-03-13 00:00:00,ETP/USD,0.06965,0.118,0.05418,0.09515,201898.88,2409656.34
1583971200,2020-03-12 00:00:00,ETP/USD,0.1596,0.1674,0.06274,0.06965,300007.53,2559936.32
1583884800,2020-03-11 00:00:00,ETP/USD,0.1707,0.175,0.1501,0.1596,324961.83,2014480.18
1583798400,2020-03-10 00:00:00,ETP/USD,0.1805,0.185,0.1638,0.1707,98775.02,566497.35
1583712000,2020-03-09 00:00:00,ETP/USD,0.2011,0.2045,0.17,0.1805,240454.17,1313269.95
1583625600,2020-03-08 00:00:00,ETP/USD,0.2294,0.2294,0.2,0.2011,198330.06,954165.58
1583539200,2020-03-07 00:00:00,ETP/USD,0.2417,0.2419,0.225,0.2294,195046.12,840549.65
1583452800,2020-03-06 00:00:00,ETP/USD,0.2376,0.2425,0.235,0.2421,25753.42,108486.78
1583366400,2020-03-05 00:00:00,ETP/USD,0.2359,0.2495,0.232,0.2376,89128.5,373393.71
1583280000,2020-03-04 00:00:00,ETP/USD,0.245,0.2529,0.2309,0.2359,89351.49,367898.96
1583193600,2020-03-03 00:00:00,ETP/USD,0.2694,0.2694,0.2305,0.245,306168.07,1239636.44
1583107200,2020-03-02 00:00:00,ETP/USD,0.266,0.2718,0.2553,0.2694,64703.03,242806.3
1583020800,2020-03-01 00:00:00,ETP/USD,0.2645,0.2733,0.262,0.266,11545.13,43198.92
1582934400,2020-02-29 00:00:00,ETP/USD,0.269,0.2756,0.262,0.2645,15738.37,58924.94
1582848000,2020-02-28 00:00:00,ETP/USD,0.2696,0.2791,0.2511,0.2705,27338.65,102940.85
1582761600,2020-02-27 00:00:00,ETP/USD,0.2658,0.2839,0.2571,0.2696,58812.92,215432.4
1582675200,2020-02-26 00:00:00,ETP/USD,0.2821,0.2885,0.2554,0.2658,118528.67,435098.71
1582588800,2020-02-25 00:00:00,ETP/USD,0.3303,0.3303,0.2661,0.2821,236333.62,798527.5
1582502400,2020-02-24 00:00:00,ETP/USD,0.35,0.35,0.315,0.3303,138079.08,413378.77
1582416000,2020-02-23 00:00:00,ETP/USD,0.3251,0.3588,0.3172,0.35,366054.85,1090251.18
1582329600,2020-02-22 00:00:00,ETP/USD,0.2982,0.339,0.2958,0.3251,178374.46,547165.82
1582243200,2020-02-21 00:00:00,ETP/USD,0.2863,0.315,0.281,0.2982,126660.82,424130.4
1582156800,2020-02-20 00:00:00,ETP/USD,0.264,0.2892,0.26,0.2863,106323.96,386394.53
1582070400,2020-02-19 00:00:00,ETP/USD,0.252,0.298,0.2481,0.264,262429.54,969132.15
1581984000,2020-02-18 00:00:00,ETP/USD,0.226,0.2587,0.2226,0.252,144611.6,600160.26
1581897600,2020-02-17 00:00:00,ETP/USD,0.2548,0.274,0.2167,0.226,622971.58,2600327.32
1581811200,2020-02-16 00:00:00,ETP/USD,0.3051,0.3089,0.2528,0.2548,507123.97,1809744.35
1581724800,2020-02-15 00:00:00,ETP/USD,0.322,0.3232,0.3003,0.3051,180292.63,577116.94
1581638400,2020-02-14 00:00:00,ETP/USD,0.3274,0.3379,0.3151,0.3199,295635.85,910192.65
1581552000,2020-02-13 00:00:00,ETP/USD,0.3481,0.3483,0.3257,0.3274,296240.97,879159.97
1581465600,2020-02-12 00:00:00,ETP/USD,0.3477,0.3654,0.3412,0.3481,243652.69,698561.84
1581379200,2020-02-11 00:00:00,ETP/USD,0.3459,0.3566,0.3355,0.3477,83786.85,242238.02
1581292800,2020-02-10 00:00:00,ETP/USD,0.3599,0.368,0.3333,0.3459,224045.51,641748.71
1581206400,2020-02-09 00:00:00,ETP/USD,0.3652,0.3676,0.3524,0.3599,94957.08,264140.09
1581120000,2020-02-08 00:00:00,ETP/USD,0.369,0.3766,0.3472,0.3652,179368.13,495449.13
1581033600,2020-02-07 00:00:00,ETP/USD,0.3283,0.369,0.3283,0.369,204589.02,577911.05
1580947200,2020-02-06 00:00:00,ETP/USD,0.3238,0.345,0.311,0.3283,220413.89,679393.44
1580860800,2020-02-05 00:00:00,ETP/USD,0.3275,0.34,0.3078,0.3238,182835.7,561544.44
1580774400,2020-02-04 00:00:00,ETP/USD,0.3254,0.333,0.3216,0.3275,34983.84,107032.92
1580688000,2020-02-03 00:00:00,ETP/USD,0.3362,0.3368,0.32,0.3254,26736.47,81634.44
1580601600,2020-02-02 00:00:00,ETP/USD,0.3289,0.3394,0.3193,0.3362,52167.12,158119.63
1580515200,2020-02-01 00:00:00,ETP/USD,0.3331,0.339,0.323,0.3289,41141.19,124202.32
1580428800,2020-01-31 00:00:00,ETP/USD,0.3483,0.3538,0.322,0.3331,58944.99,175912.79
1580342400,2020-01-30 00:00:00,ETP/USD,0.338,0.3524,0.329,0.3483,53974.04,158744.03
1580256000,2020-01-29 00:00:00,ETP/USD,0.3355,0.3426,0.3201,0.338,94383.18,284640.61
1580169600,2020-01-28 00:00:00,ETP/USD,0.3479,0.35,0.3301,0.3355,68308.95,200522.51
1580083200,2020-01-27 00:00:00,ETP/USD,0.3489,0.35,0.337,0.3479,140340.33,410466.86
1579996800,2020-01-26 00:00:00,ETP/USD,0.344,0.3524,0.3412,0.3489,20744.8,59825.14
1579910400,2020-01-25 00:00:00,ETP/USD,0.348,0.348,0.3414,0.344,7939.24,23065.08
1579824000,2020-01-24 00:00:00,ETP/USD,0.346,0.354,0.3366,0.348,29649.01,85811.71
1579737600,2020-01-23 00:00:00,ETP/USD,0.3579,0.3608,0.3403,0.346,36672.27,104962.07
1579651200,2020-01-22 00:00:00,ETP/USD,0.3636,0.3643,0.3536,0.3579,43386.68,121074.24
1579564800,2020-01-21 00:00:00,ETP/USD,0.3623,0.3732,0.354,0.3636,48264.92,132900.56
1579478400,2020-01-20 00:00:00,ETP/USD,0.365,0.3723,0.3453,0.3623,102054.78,284447.5
1579392000,2020-01-19 00:00:00,ETP/USD,0.3886,0.403,0.355,0.365,84946.99,230345.94
1579305600,2020-01-18 00:00:00,ETP/USD,0.3876,0.4003,0.37,0.3886,117032.37,303986.92
1579219200,2020-01-17 00:00:00,ETP/USD,0.3465,0.397,0.3453,0.3876,221826.24,595051.5
1579132800,2020-01-16 00:00:00,ETP/USD,0.3625,0.3625,0.3406,0.3465,70136.58,200118.09
1579046400,2020-01-15 00:00:00,ETP/USD,0.3657,0.378,0.357,0.3625,98773.44,270493.38
1578960000,2020-01-14 00:00:00,ETP/USD,0.342,0.3921,0.3381,0.3657,341982.65,945431.24
1578873600,2020-01-13 00:00:00,ETP/USD,0.343,0.3458,0.3381,0.342,29697.73,86575.13
1578787200,2020-01-12 00:00:00,ETP/USD,0.3469,0.348,0.34,0.343,54677.76,159496.27
1578700800,2020-01-11 00:00:00,ETP/USD,0.3621,0.366,0.3371,0.3453,177807.59,509695.21
1578614400,2020-01-10 00:00:00,ETP/USD,0.3688,0.3709,0.351,0.3621,101848.39,283505.3
1578528000,2020-01-09 00:00:00,ETP/USD,0.3857,0.3859,0.35,0.3688,233681.34,635553.84
1578441600,2020-01-08 00:00:00,ETP/USD,0.3993,0.4041,0.365,0.3857,317427.88,815402.15
1578355200,2020-01-07 00:00:00,ETP/USD,0.4126,0.4278,0.3942,0.3993,148262.67,365142.48
1578268800,2020-01-06 00:00:00,ETP/USD,0.3829,0.444,0.379,0.4126,138750.02,344548.8
1578182400,2020-01-05 00:00:00,ETP/USD,0.3766,0.3952,0.3751,0.3829,50432.32,130179.02
1578096000,2020-01-04 00:00:00,ETP/USD,0.3704,0.383,0.37,0.375,46361.66,123330.26
1578009600,2020-01-03 00:00:00,ETP/USD,0.3594,0.38,0.357,0.3704,32963.99,88849.91
1577923200,2020-01-02 00:00:00,ETP/USD,0.3688,0.3764,0.3515,0.3594,84400.64,233595.37
1577836800,2020-01-01 00:00:00,ETP/USD,0.4023,0.4042,0.363,0.3688,129001.33,337737.16
1577750400,2019-12-31 00:00:00,ETP/USD,0.4346,0.499,0.3889,0.4023,255532.8,606311.9
1577664000,2019-12-30 00:00:00,ETP/USD,0.3778,0.4973,0.3499,0.4346,618727.67,1474358.13
1577577600,2019-12-29 00:00:00,ETP/USD,0.3781,0.3813,0.3736,0.3778,17446.35,46238.25
1577491200,2019-12-28 00:00:00,ETP/USD,0.3751,0.381,0.3739,0.3776,20241.65,53736.61
1577404800,2019-12-27 00:00:00,ETP/USD,0.3622,0.3897,0.3594,0.3751,87510.28,235003.37
1577318400,2019-12-26 00:00:00,ETP/USD,0.3518,0.4,0.3485,0.3622,417394.2,1127744.41
1577232000,2019-12-25 00:00:00,ETP/USD,0.3547,0.3594,0.3463,0.3518,372369.81,1056191.51
