https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume EDO
1598486400000,2020-08-27 00:00:00,EDO/USD,0.90575,1.06,0.87337,1.0198,30934.78986548673,35420.02801274
1598400000000,2020-08-26 00:00:00,EDO/USD,0.88507,0.9028499999999999,0.851,0.8776000000000002,3691.01438466402,4337.26719702
1598313600000,2020-08-25 00:00:00,EDO/USD,0.90491,0.9174800000000001,0.83613,0.88873,5365.076820015305,6416.55821465
1598227200000,2020-08-24 00:00:00,EDO/USD,0.90999,0.9366000000000001,0.89143,0.89143,6608.994826279746,7413.92462255
1598140800000,2020-08-23 00:00:00,EDO/USD,0.9115,0.95972,0.87552,0.9075800000000002,43221.73989637325,49366.9361024
1598054400000,2020-08-22 00:00:00,EDO/USD,0.84,0.9115,0.81,0.9115,13288.0854181572,16405.04372612
1597968000000,2020-08-21 00:00:00,EDO/USD,0.91996,0.9483900000000001,0.8322,0.8400000000000001,38318.633754795046,46044.98168084
1597881600000,2020-08-20 00:00:00,EDO/USD,0.8822,0.9513800000000001,0.87991,0.89941,36528.14370896698,41513.49991359
1597795200000,2020-08-19 00:00:00,EDO/USD,1.0289,1.0288999999999997,0.8500000000000001,0.91188,111588.89973680649,131281.05851389
1597708800000,2020-08-18 00:00:00,EDO/USD,1.051,1.0794999999999997,0.95,1.0509000000000002,87385.28407287049,91984.50955039
1597622400000,2020-08-17 00:00:00,EDO/USD,1.158,1.2200000000000002,1.02,1.0511,196417.76161813922,192566.43295896
1597536000000,2020-08-16 00:00:00,EDO/USD,1.1216,1.1685,1.11,1.1542999999999999,26288.078172546004,23682.9533086
1597449600000,2020-08-15 00:00:00,EDO/USD,1.2345,1.2345,1.11,1.16,86554.41101125891,77976.94685699
1597363200000,2020-08-14 00:00:00,EDO/USD,1.2151,1.2580000000000002,1.1958,1.2099,52755.206610972746,44117.08196268
1597276800000,2020-08-13 00:00:00,EDO/USD,1.31,1.3899999999999997,1.21,1.2321,235556.5930229127,194674.87026687
1597190400000,2020-08-12 00:00:00,EDO/USD,1.183,1.3043,1.1515,1.2787000000000002,32051.790861220514,27834.81620601
1597104000000,2020-08-11 00:00:00,EDO/USD,1.222,1.2756000000000003,1.1801,1.1911,41776.81166201184,35401.07758835
1597017600000,2020-08-10 00:00:00,EDO/USD,1.2869,1.2871999999999997,1.2038,1.2602,101996.03766480373,84728.39148098
1596931200000,2020-08-09 00:00:00,EDO/USD,1.2894,1.3334,1.24,1.2543,36148.4546123268,29151.97952607
1596844800000,2020-08-08 00:00:00,EDO/USD,1.3288,1.349,1.2608,1.308,36732.72597419891,29134.45905314
1596758400000,2020-08-07 00:00:00,EDO/USD,1.248,1.3300000000000003,1.24,1.3288999999999997,128045.9543491316,103262.86641059
1596672000000,2020-08-06 00:00:00,EDO/USD,1.2228,1.3163999999999998,1.21,1.2400000000000002,79901.22352625159,66034.06902996
1596585600000,2020-08-05 00:00:00,EDO/USD,1.2156,1.276,1.1773,1.2198,43140.1631467729,36643.30514463
1596499200000,2020-08-04 00:00:00,EDO/USD,1.2021,1.2818999999999998,1.1705,1.2113999999999998,46935.18712005774,40098.40847506
1596412800000,2020-08-03 00:00:00,EDO/USD,1.141,1.2449999999999999,1.1083,1.2329999999999999,105916.05314364201,95566.23039217
1596326400000,2020-08-02 00:00:00,EDO/USD,1.085,1.156,1.05,1.156,43622.929834207505,41545.64746115
1596240000000,2020-08-01 00:00:00,EDO/USD,1.1726,1.1972,1.0478,1.0942000000000003,96038.38734638937,91657.17440961
1596153600000,2020-07-31 00:00:00,EDO/USD,1.2108,1.3000000000000003,1.1652,1.2040000000000002,80349.32748615091,68957.54161187
1596067200000,2020-07-30 00:00:00,EDO/USD,1.2608,1.3099999999999998,1.2011,1.2136000000000002,43526.66753391587,36239.00385806
1595980800000,2020-07-29 00:00:00,EDO/USD,1.1605,1.3899999999999997,1.13,1.2607,112516.8855260942,99572.46506734
1595894400000,2020-07-28 00:00:00,EDO/USD,1.0388,1.4,1.0225,1.1898,366514.56023113325,358449.44765881
1595808000000,2020-07-27 00:00:00,EDO/USD,1.1165,1.3186,0.8660000000000001,1.0619,268823.8831542181,310420.18839979
1595721600000,2020-07-26 00:00:00,EDO/USD,1.154,1.2112,1.05,1.1191000000000002,201397.22341902452,191806.87944669
1595635200000,2020-07-25 00:00:00,EDO/USD,1.276,1.2896000000000003,1.1535,1.1535,104617.02028796397,90695.29283742
1595548800000,2020-07-24 00:00:00,EDO/USD,1.2758,1.3092,1.2,1.3033999999999997,122359.703332212,101966.41944351
1595462400000,2020-07-23 00:00:00,EDO/USD,1.1544,1.2759,1.0955,1.2469999999999999,578572.9047062866,528135.9239674
1595376000000,2020-07-22 00:00:00,EDO/USD,1.024,1.1557,1.024,1.1252999999999997,608969.8083867956,594697.07850273
1595289600000,2020-07-21 00:00:00,EDO/USD,1.0143,1.0399,0.925,1.0279,385333.3596733683,416576.60505229
1595203200000,2020-07-20 00:00:00,EDO/USD,0.85794,1.0282,0.8579400000000001,1.0143,704707.3193775244,821394.64225648
1595116800000,2020-07-19 00:00:00,EDO/USD,0.74622,0.86718,0.74622,0.85794,433930.09225403896,581504.23769671
1595030400,2020-07-18 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594944000,2020-07-17 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594857600,2020-07-16 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594771200,2020-07-15 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594684800,2020-07-14 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594598400,2020-07-13 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594512000,2020-07-12 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594425600,2020-07-11 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594339200,2020-07-10 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594252800,2020-07-09 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594166400,2020-07-08 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1594080000,2020-07-07 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593993600,2020-07-06 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593907200,2020-07-05 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593820800,2020-07-04 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593734400,2020-07-03 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593648000,2020-07-02 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593561600,2020-07-01 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593475200,2020-06-30 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593388800,2020-06-29 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593302400,2020-06-28 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593216000,2020-06-27 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593129600,2020-06-26 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1593043200,2020-06-25 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1592956800,2020-06-24 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1592870400,2020-06-23 00:00:00,EDO/USD,0.6144,0.6144,0.6144,0.6144,0.0,0.0
1592784000,2020-06-22 00:00:00,EDO/USD,0.5789,0.65,0.5789,0.6144,30385.73,48338.13
1592697600,2020-06-21 00:00:00,EDO/USD,0.5772,0.6112,0.5655,0.5789,10024.82,17355.35
1592611200,2020-06-20 00:00:00,EDO/USD,0.6249,0.63,0.577,0.5772,13000.98,21924.25
1592524800,2020-06-19 00:00:00,EDO/USD,0.5803,0.63,0.5554,0.6249,33883.24,56473.57
1592438400,2020-06-18 00:00:00,EDO/USD,0.5207,0.6661,0.4928,0.5803,168037.2,269249.81
1592352000,2020-06-17 00:00:00,EDO/USD,0.578,0.615,0.4987,0.5207,71752.51,128137.77
1592265600,2020-06-16 00:00:00,EDO/USD,0.5868,0.6281,0.578,0.578,160970.56,265344.64
1592179200,2020-06-15 00:00:00,EDO/USD,0.55,0.6082,0.4741,0.5868,70150.6,129877.2
1592092800,2020-06-14 00:00:00,EDO/USD,0.6014,0.615,0.5368,0.55,43695.2,76646.22
1592006400,2020-06-13 00:00:00,EDO/USD,0.5765,0.615,0.56,0.6014,89079.37,148262.88
1591920000,2020-06-12 00:00:00,EDO/USD,0.5308,0.5871,0.5243,0.5765,47911.14,84933.4
1591833600,2020-06-11 00:00:00,EDO/USD,0.5392,0.6032,0.503,0.5308,198984.05,354585.19
1591747200,2020-06-10 00:00:00,EDO/USD,0.5126,0.5392,0.4932,0.5392,41137.47,77307.45
1591660800,2020-06-09 00:00:00,EDO/USD,0.4961,0.5313,0.4751,0.5066,255033.64,502515.6
1591574400,2020-06-08 00:00:00,EDO/USD,0.4966,0.5125,0.4844,0.4961,22118.56,44076.99
1591488000,2020-06-07 00:00:00,EDO/USD,0.5019,0.512,0.4551,0.4966,33820.0,69613.33
1591401600,2020-06-06 00:00:00,EDO/USD,0.4687,0.5093,0.4552,0.5019,46390.11,93792.73
1591315200,2020-06-05 00:00:00,EDO/USD,0.4583,0.5085,0.4489,0.4687,200549.69,411969.67
1591228800,2020-06-04 00:00:00,EDO/USD,0.4259,0.479,0.3874,0.4583,265756.77,586752.83
1591142400,2020-06-03 00:00:00,EDO/USD,0.3179,0.4583,0.3126,0.4259,132200.36,322417.64
1591056000,2020-06-02 00:00:00,EDO/USD,0.3182,0.3291,0.2961,0.3179,15484.49,49468.1
1590969600,2020-06-01 00:00:00,EDO/USD,0.2962,0.3291,0.2962,0.3182,14109.29,45954.12
1590883200,2020-05-31 00:00:00,EDO/USD,0.3082,0.318,0.2962,0.2962,24391.47,79348.0
1590796800,2020-05-30 00:00:00,EDO/USD,0.3111,0.3235,0.303,0.3082,8481.42,27386.0
1590710400,2020-05-29 00:00:00,EDO/USD,0.293,0.3263,0.2787,0.3111,17544.13,57415.73
1590624000,2020-05-28 00:00:00,EDO/USD,0.2917,0.3208,0.2703,0.293,18444.34,62846.74
1590537600,2020-05-27 00:00:00,EDO/USD,0.3243,0.34,0.287,0.2917,29229.77,95375.34
1590451200,2020-05-26 00:00:00,EDO/USD,0.3111,0.3777,0.3,0.3243,103447.44,308779.86
1590364800,2020-05-25 00:00:00,EDO/USD,0.275,0.36,0.245,0.3111,146348.33,473016.75
1590278400,2020-05-24 00:00:00,EDO/USD,0.2214,0.2773,0.22,0.275,16823.31,67454.92
1590192000,2020-05-23 00:00:00,EDO/USD,0.2379,0.2436,0.2196,0.2214,25443.35,112990.98
1590105600,2020-05-22 00:00:00,EDO/USD,0.2001,0.24,0.2001,0.2379,18042.93,80747.26
1590019200,2020-05-21 00:00:00,EDO/USD,0.2071,0.2091,0.2,0.2001,12826.61,63753.52
1589932800,2020-05-20 00:00:00,EDO/USD,0.2053,0.23,0.2024,0.2071,5357.28,25235.67
1589846400,2020-05-19 00:00:00,EDO/USD,0.2018,0.217,0.2018,0.2053,1890.89,8991.34
1589760000,2020-05-18 00:00:00,EDO/USD,0.2031,0.2176,0.2,0.2018,10608.31,52406.08
1589673600,2020-05-17 00:00:00,EDO/USD,0.2142,0.2217,0.203,0.2031,5835.85,27963.0
1589587200,2020-05-16 00:00:00,EDO/USD,0.2151,0.2304,0.201,0.2142,1195.28,5724.79
1589500800,2020-05-15 00:00:00,EDO/USD,0.2043,0.2449,0.1976,0.2151,4856.28,22025.81
1589414400,2020-05-14 00:00:00,EDO/USD,0.2276,0.2276,0.2043,0.2043,3441.56,16139.62
1589328000,2020-05-13 00:00:00,EDO/USD,0.176,0.24,0.176,0.2276,40230.54,185275.57
1589241600,2020-05-12 00:00:00,EDO/USD,0.1646,0.1949,0.1646,0.176,4928.28,26300.05
1589155200,2020-05-11 00:00:00,EDO/USD,0.173,0.196,0.163,0.1646,6734.72,39290.33
1589068800,2020-05-10 00:00:00,EDO/USD,0.1725,0.2,0.1555,0.173,57377.13,334304.51
1588982400,2020-05-09 00:00:00,EDO/USD,0.1763,0.1817,0.1703,0.1725,14793.48,84050.21
1588896000,2020-05-08 00:00:00,EDO/USD,0.172,0.184,0.1688,0.1763,17472.22,101155.92
1588809600,2020-05-07 00:00:00,EDO/USD,0.1674,0.185,0.1657,0.172,16389.98,93537.32
1588723200,2020-05-06 00:00:00,EDO/USD,0.157,0.194,0.157,0.1674,48946.58,274078.3
1588636800,2020-05-05 00:00:00,EDO/USD,0.1555,0.165,0.155,0.157,2239.78,14181.31
1588550400,2020-05-04 00:00:00,EDO/USD,0.1653,0.1653,0.155,0.1555,4489.42,28675.88
1588464000,2020-05-03 00:00:00,EDO/USD,0.1633,0.177,0.1537,0.1653,31459.74,190499.12
1588377600,2020-05-02 00:00:00,EDO/USD,0.1413,0.18,0.1413,0.1633,91306.71,570931.7
1588291200,2020-05-01 00:00:00,EDO/USD,0.166,0.166,0.1331,0.1413,70738.44,477907.01
1588204800,2020-04-30 00:00:00,EDO/USD,0.1301,0.215,0.129,0.166,109552.85,632315.11
1588118400,2020-04-29 00:00:00,EDO/USD,0.13,0.1475,0.1264,0.1303,7328.02,53964.71
1588032000,2020-04-28 00:00:00,EDO/USD,0.1242,0.13,0.1231,0.1231,1810.0,14679.43
1587945600,2020-04-27 00:00:00,EDO/USD,0.1285,0.1285,0.123,0.1242,567.84,4513.95
1587859200,2020-04-26 00:00:00,EDO/USD,0.1293,0.134,0.1252,0.1285,10549.59,80257.44
1587772800,2020-04-25 00:00:00,EDO/USD,0.126,0.132,0.12,0.1293,6363.35,50472.68
1587686400,2020-04-24 00:00:00,EDO/USD,0.12,0.13,0.1199,0.126,4423.06,35269.52
1587600000,2020-04-23 00:00:00,EDO/USD,0.1237,0.1288,0.1122,0.12,5696.97,46705.58
1587513600,2020-04-22 00:00:00,EDO/USD,0.117,0.1262,0.1154,0.1237,657.21,5504.58
1587427200,2020-04-21 00:00:00,EDO/USD,0.114,0.1322,0.1135,0.1189,4213.87,33241.43
1587340800,2020-04-20 00:00:00,EDO/USD,0.12,0.1299,0.11,0.114,8562.32,74031.32
1587254400,2020-04-19 00:00:00,EDO/USD,0.1236,0.1283,0.12,0.12,518.01,4209.63
1587168000,2020-04-18 00:00:00,EDO/USD,0.127,0.1287,0.123,0.1236,557.5,4439.94
1587081600,2020-04-17 00:00:00,EDO/USD,0.13,0.1379,0.12,0.127,8246.77,67673.65
1586995200,2020-04-16 00:00:00,EDO/USD,0.11,0.136,0.1036,0.13,7404.14,61450.13
1586908800,2020-04-15 00:00:00,EDO/USD,0.111,0.117,0.108,0.11,572.81,5255.16
1586822400,2020-04-14 00:00:00,EDO/USD,0.112,0.1139,0.1055,0.112,2593.62,23397.46
1586736000,2020-04-13 00:00:00,EDO/USD,0.1151,0.1175,0.1061,0.112,3083.17,28250.92
1586649600,2020-04-12 00:00:00,EDO/USD,0.1134,0.122,0.1104,0.1151,5313.95,44905.35
1586563200,2020-04-11 00:00:00,EDO/USD,0.1048,0.124,0.1036,0.1134,13920.3,123085.1
1586476800,2020-04-10 00:00:00,EDO/USD,0.106,0.134,0.0862,0.1048,37124.94,324603.24
1586390400,2020-04-09 00:00:00,EDO/USD,0.1055,0.1099,0.1013,0.106,11699.66,111499.61
1586304000,2020-04-08 00:00:00,EDO/USD,0.1025,0.1128,0.1025,0.1055,4886.68,44517.75
1586217600,2020-04-07 00:00:00,EDO/USD,0.1058,0.1179,0.1022,0.1025,10628.93,97339.77
1586131200,2020-04-06 00:00:00,EDO/USD,0.0938,0.1116,0.0938,0.1058,12945.83,122763.81
1586044800,2020-04-05 00:00:00,EDO/USD,0.095,0.0978,0.0938,0.0938,1924.08,20381.17
1585958400,2020-04-04 00:00:00,EDO/USD,0.096,0.09988,0.09437,0.09437,11212.4,116675.21
1585872000,2020-04-03 00:00:00,EDO/USD,0.09489,0.146,0.09311,0.096,35832.19,324197.53
1585785600,2020-04-02 00:00:00,EDO/USD,0.089,0.1698,0.08897,0.09489,41116.38,365347.16
1585699200,2020-04-01 00:00:00,EDO/USD,0.08588,0.105,0.08086,0.089,6345.08,72444.46
1585612800,2020-03-31 00:00:00,EDO/USD,0.09,0.09333,0.08588,0.08588,931.02,10329.41
1585526400,2020-03-30 00:00:00,EDO/USD,0.0853,0.09498,0.07383,0.09,28002.66,335893.76
1585440000,2020-03-29 00:00:00,EDO/USD,0.09067,0.09388,0.0853,0.0853,5625.06,64319.88
1585353600,2020-03-28 00:00:00,EDO/USD,0.0955,0.1121,0.08825,0.09905,7601.98,78272.89
1585267200,2020-03-27 00:00:00,EDO/USD,0.11,0.115,0.0955,0.0955,5180.68,49688.15
1585180800,2020-03-26 00:00:00,EDO/USD,0.1,0.1494,0.09337,0.11,38697.96,291530.71
1585094400,2020-03-25 00:00:00,EDO/USD,0.09461,0.115,0.08494,0.1,4251.31,40904.49
1585008000,2020-03-24 00:00:00,EDO/USD,0.09642,0.105,0.07535,0.09461,66265.26,760174.21
1584921600,2020-03-23 00:00:00,EDO/USD,0.08604,0.097,0.08601,0.09642,4234.75,47108.05
1584835200,2020-03-22 00:00:00,EDO/USD,0.0975,0.0975,0.08601,0.08604,7881.99,89344.58
1584748800,2020-03-21 00:00:00,EDO/USD,0.09491,0.096,0.08367,0.08749,1107.13,12177.21
1584662400,2020-03-20 00:00:00,EDO/USD,0.09902,0.1377,0.0836,0.09491,45635.53,478937.95
1584576000,2020-03-19 00:00:00,EDO/USD,0.08187,0.09999,0.078,0.09902,17081.26,187497.57
1584489600,2020-03-18 00:00:00,EDO/USD,0.0809,0.085,0.07327,0.08187,12688.85,157340.41
1584403200,2020-03-17 00:00:00,EDO/USD,0.07,0.0809,0.07,0.0809,8833.12,110940.19
1584316800,2020-03-16 00:00:00,EDO/USD,0.0818,0.08618,0.065,0.07,12748.93,178101.55
1584230400,2020-03-15 00:00:00,EDO/USD,0.08232,0.09,0.08153,0.0818,8284.57,97408.67
1584144000,2020-03-14 00:00:00,EDO/USD,0.085,0.0947,0.07771,0.0852,10304.52,116684.63
1584057600,2020-03-13 00:00:00,EDO/USD,0.056,0.0947,0.05005,0.08293,25351.97,347047.26
1583971200,2020-03-12 00:00:00,EDO/USD,0.1576,0.1587,0.0353,0.056,143380.88,1912645.4
1583884800,2020-03-11 00:00:00,EDO/USD,0.1672,0.1713,0.1389,0.1576,65244.48,434966.34
1583798400,2020-03-10 00:00:00,EDO/USD,0.163,0.1714,0.163,0.1672,6732.43,39691.64
1583712000,2020-03-09 00:00:00,EDO/USD,0.1741,0.1759,0.1595,0.163,18897.64,112802.16
1583625600,2020-03-08 00:00:00,EDO/USD,0.1951,0.1951,0.1741,0.1741,11180.26,60734.04
1583539200,2020-03-07 00:00:00,EDO/USD,0.21,0.21,0.192,0.1951,11755.34,58551.75
1583452800,2020-03-06 00:00:00,EDO/USD,0.2011,0.21,0.2003,0.21,15148.65,72569.29
1583366400,2020-03-05 00:00:00,EDO/USD,0.1932,0.2118,0.1932,0.2011,8595.08,42692.96
1583280000,2020-03-04 00:00:00,EDO/USD,0.1876,0.196,0.1828,0.1932,10126.82,54075.07
1583193600,2020-03-03 00:00:00,EDO/USD,0.1969,0.1969,0.1862,0.1876,34482.84,180947.01
1583107200,2020-03-02 00:00:00,EDO/USD,0.1944,0.197,0.1907,0.1969,10256.79,52317.43
1583020800,2020-03-01 00:00:00,EDO/USD,0.1799,0.2001,0.1781,0.1944,9713.43,52274.32
1582934400,2020-02-29 00:00:00,EDO/USD,0.1872,0.1881,0.1781,0.1799,985.0,5352.13
1582848000,2020-02-28 00:00:00,EDO/USD,0.186,0.2024,0.1741,0.1819,18940.18,101900.23
1582761600,2020-02-27 00:00:00,EDO/USD,0.1853,0.1983,0.1717,0.186,4731.66,24895.4
1582675200,2020-02-26 00:00:00,EDO/USD,0.2025,0.2025,0.1744,0.1853,18900.17,101203.47
1582588800,2020-02-25 00:00:00,EDO/USD,0.22,0.2228,0.1992,0.2025,15038.81,70854.52
1582502400,2020-02-24 00:00:00,EDO/USD,0.231,0.2317,0.2171,0.22,13963.05,62296.98
1582416000,2020-02-23 00:00:00,EDO/USD,0.2236,0.2335,0.2206,0.231,39180.78,170507.24
1582329600,2020-02-22 00:00:00,EDO/USD,0.2191,0.2403,0.2171,0.2236,16996.11,74947.24
1582243200,2020-02-21 00:00:00,EDO/USD,0.2235,0.2294,0.2183,0.22,6216.26,28323.52
1582156800,2020-02-20 00:00:00,EDO/USD,0.2277,0.2524,0.216,0.2235,23658.21,105012.35
1582070400,2020-02-19 00:00:00,EDO/USD,0.2391,0.31,0.225,0.2277,147330.73,556557.42
1581984000,2020-02-18 00:00:00,EDO/USD,0.2166,0.245,0.2152,0.2391,30488.3,130497.61
1581897600,2020-02-17 00:00:00,EDO/USD,0.2309,0.2339,0.204,0.2166,13275.89,62102.74
1581811200,2020-02-16 00:00:00,EDO/USD,0.2568,0.288,0.2031,0.2309,55469.16,221639.42
1581724800,2020-02-15 00:00:00,EDO/USD,0.2635,0.2698,0.2451,0.2568,14539.27,56385.78
1581638400,2020-02-14 00:00:00,EDO/USD,0.2546,0.2635,0.2488,0.2635,19915.16,76488.42
1581552000,2020-02-13 00:00:00,EDO/USD,0.2675,0.2729,0.2507,0.2546,21765.57,84065.65
1581465600,2020-02-12 00:00:00,EDO/USD,0.2617,0.2923,0.2567,0.2675,78263.95,285333.54
1581379200,2020-02-11 00:00:00,EDO/USD,0.2384,0.2697,0.229,0.2617,15865.48,63301.81
1581292800,2020-02-10 00:00:00,EDO/USD,0.24,0.2436,0.2234,0.2384,7591.25,32698.92
1581206400,2020-02-09 00:00:00,EDO/USD,0.2283,0.24,0.2178,0.24,5625.72,24131.82
1581120000,2020-02-08 00:00:00,EDO/USD,0.2279,0.2352,0.2162,0.2283,3875.36,17210.38
1581033600,2020-02-07 00:00:00,EDO/USD,0.225,0.2372,0.2179,0.2279,6963.6,30507.91
1580947200,2020-02-06 00:00:00,EDO/USD,0.2067,0.2253,0.2045,0.225,16359.33,75599.39
1580860800,2020-02-05 00:00:00,EDO/USD,0.209,0.2149,0.1971,0.2067,9354.97,45185.69
1580774400,2020-02-04 00:00:00,EDO/USD,0.2004,0.209,0.199,0.209,3694.61,17975.93
1580688000,2020-02-03 00:00:00,EDO/USD,0.1986,0.205,0.194,0.2004,4733.0,23593.2
1580601600,2020-02-02 00:00:00,EDO/USD,0.195,0.2028,0.192,0.1986,5537.49,27998.84
1580515200,2020-02-01 00:00:00,EDO/USD,0.1905,0.2,0.19,0.195,4124.37,21216.18
1580428800,2020-01-31 00:00:00,EDO/USD,0.1872,0.1912,0.1862,0.1905,838.2,4458.98
1580342400,2020-01-30 00:00:00,EDO/USD,0.191,0.1946,0.1854,0.1872,6531.46,34790.08
1580256000,2020-01-29 00:00:00,EDO/USD,0.1982,0.2057,0.185,0.191,24255.64,126540.66
1580169600,2020-01-28 00:00:00,EDO/USD,0.186,0.2023,0.18,0.1858,17860.09,95876.23
1580083200,2020-01-27 00:00:00,EDO/USD,0.184,0.19,0.18,0.186,11226.78,60825.42
1579996800,2020-01-26 00:00:00,EDO/USD,0.193,0.204,0.183,0.184,5961.38,30908.14
1579910400,2020-01-25 00:00:00,EDO/USD,0.181,0.1942,0.179,0.193,12206.54,64556.88
1579824000,2020-01-24 00:00:00,EDO/USD,0.1835,0.1927,0.1791,0.181,11619.71,62535.25
1579737600,2020-01-23 00:00:00,EDO/USD,0.1898,0.19,0.1782,0.1835,8704.25,47689.68
1579651200,2020-01-22 00:00:00,EDO/USD,0.19,0.205,0.1818,0.1898,15295.56,80589.5
1579564800,2020-01-21 00:00:00,EDO/USD,0.1855,0.19,0.1835,0.1887,10953.03,58606.05
1579478400,2020-01-20 00:00:00,EDO/USD,0.1929,0.1974,0.181,0.1855,6522.26,34861.1
1579392000,2020-01-19 00:00:00,EDO/USD,0.1901,0.23,0.1872,0.1929,15480.15,75881.86
1579305600,2020-01-18 00:00:00,EDO/USD,0.2026,0.2026,0.1849,0.1901,13570.95,70400.28
1579219200,2020-01-17 00:00:00,EDO/USD,0.1965,0.2065,0.1884,0.2026,12316.31,62069.99
1579132800,2020-01-16 00:00:00,EDO/USD,0.1861,0.2074,0.1834,0.1965,17371.7,89479.44
1579046400,2020-01-15 00:00:00,EDO/USD,0.1793,0.19,0.1756,0.1861,28452.73,156434.38
1578960000,2020-01-14 00:00:00,EDO/USD,0.1839,0.1974,0.1739,0.1794,41669.35,228355.29
1578873600,2020-01-13 00:00:00,EDO/USD,0.1844,0.1885,0.1801,0.1839,4815.39,26220.67
1578787200,2020-01-12 00:00:00,EDO/USD,0.189,0.1893,0.1843,0.1844,3358.03,18114.19
1578700800,2020-01-11 00:00:00,EDO/USD,0.1825,0.1915,0.1825,0.188,3008.91,15976.85
1578614400,2020-01-10 00:00:00,EDO/USD,0.1838,0.1916,0.178,0.1825,5350.49,29081.34
1578528000,2020-01-09 00:00:00,EDO/USD,0.192,0.2,0.18,0.1838,5906.56,31499.78
1578441600,2020-01-08 00:00:00,EDO/USD,0.1961,0.1961,0.175,0.192,12394.8,66883.0
1578355200,2020-01-07 00:00:00,EDO/USD,0.2,0.2055,0.1933,0.1961,3927.31,19905.35
1578268800,2020-01-06 00:00:00,EDO/USD,0.2027,0.217,0.1982,0.2,8927.18,43735.8
1578182400,2020-01-05 00:00:00,EDO/USD,0.1991,0.2062,0.1975,0.2027,4111.44,20421.7
1578096000,2020-01-04 00:00:00,EDO/USD,0.1915,0.2037,0.1902,0.1993,8474.92,42976.71
1578009600,2020-01-03 00:00:00,EDO/USD,0.1863,0.2024,0.1816,0.1915,14092.39,73751.28
1577923200,2020-01-02 00:00:00,EDO/USD,0.1971,0.1971,0.1863,0.1863,6162.17,32647.78
1577836800,2020-01-01 00:00:00,EDO/USD,0.1926,0.2,0.1926,0.1971,2218.41,11229.79
1577750400,2019-12-31 00:00:00,EDO/USD,0.1923,0.1981,0.187,0.1926,6480.79,34133.5
1577664000,2019-12-30 00:00:00,EDO/USD,0.1981,0.2002,0.1876,0.1923,9897.65,51620.8
1577577600,2019-12-29 00:00:00,EDO/USD,0.1985,0.2078,0.195,0.1981,6778.78,33635.89
1577491200,2019-12-28 00:00:00,EDO/USD,0.2106,0.227,0.1982,0.2018,9963.25,47695.99
1577404800,2019-12-27 00:00:00,EDO/USD,0.1986,0.2106,0.1951,0.2106,3542.93,17747.45
1577318400,2019-12-26 00:00:00,EDO/USD,0.199,0.2178,0.195,0.1986,11576.62,55956.61
1577232000,2019-12-25 00:00:00,EDO/USD,0.2017,0.2047,0.1963,0.199,1488.03,7450.53
1577145600,2019-12-24 00:00:00,EDO/USD,0.203,0.2097,0.2015,0.2017,986.15,4831.0
1577059200,2019-12-23 00:00:00,EDO/USD,0.217,0.2198,0.203,0.203,1366.2,6487.77
1576972800,2019-12-22 00:00:00,EDO/USD,0.2131,0.2178,0.209,0.217,2178.04,10283.73
1576886400,2019-12-21 00:00:00,EDO/USD,0.2107,0.2245,0.2107,0.2131,6044.64,27586.89
1576800000,2019-12-20 00:00:00,EDO/USD,0.2087,0.2107,0.2021,0.2107,833.85,3991.64
