https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ETC
1598400000000,2020-08-26 00:00:00,ETC/USD,6.479,6.5497,6.4184,6.462999999999999,205756.2777867108,32057.2537995
1598313600000,2020-08-25 00:00:00,ETC/USD,6.8622,6.872599999999999,6.3638,6.481699999999999,870687.8912255886,136818.8647075
1598227200000,2020-08-24 00:00:00,ETC/USD,6.7734,6.8974,6.7168,6.8660000000000005,234729.94055665933,34946.69195996
1598140800000,2020-08-23 00:00:00,ETC/USD,6.7942,6.8266,6.6177,6.7734,227969.58974181183,34448.46241773
1598054400000,2020-08-22 00:00:00,ETC/USD,6.6301,6.8009,6.5268,6.776999999999999,312607.9801490592,47896.05628318
1597968000000,2020-08-21 00:00:00,ETC/USD,6.9857,7.1000000000000005,6.5904,6.6267000000000005,426769.6473331848,64756.2586995
1597881600000,2020-08-20 00:00:00,ETC/USD,6.8109,7.0514,6.7495,6.9683,242336.92617706844,35904.42642819
1597795200000,2020-08-19 00:00:00,ETC/USD,7.276,7.3913,6.604,6.810299999999999,676217.7862077223,102395.18264805
1597708800000,2020-08-18 00:00:00,ETC/USD,7.3938,7.767500000000001,7.1011,7.2624,1129622.3960393425,159077.10017312
1597622400000,2020-08-17 00:00:00,ETC/USD,7.2606,7.5375,7.0922,7.3805,1043853.9738960011,147183.38088265999
1597536000000,2020-08-16 00:00:00,ETC/USD,7.1863,7.300300000000001,6.9357,7.2579,341280.9510544874,49206.41767298
1597449600000,2020-08-15 00:00:00,ETC/USD,6.881,7.297200000000001,6.8701,7.190499999999999,1339734.40813362,195009.44791686
1597363200000,2020-08-14 00:00:00,ETC/USD,6.9385,6.988000000000001,6.807,6.864800000000001,478846.31522210245,70346.16060263
1597276800000,2020-08-13 00:00:00,ETC/USD,6.6968,6.952000000000001,6.5661,6.9234,411484.1168878722,62667.9637666
1597190400000,2020-08-12 00:00:00,ETC/USD,6.7325,6.7864,6.4961,6.696100000000001,175276.65649802738,26981.82855837
1597104000000,2020-08-11 00:00:00,ETC/USD,7.0671,7.1702,6.4441,6.730100000000001,815370.9927545041,126529.84788481
1597017600000,2020-08-10 00:00:00,ETC/USD,6.9057,7.109999999999999,6.698,7.0623000000000005,352137.4241829622,52573.51809241
1596931200000,2020-08-09 00:00:00,ETC/USD,6.9381,7.179999999999999,6.6926,6.842099999999999,344524.3649722523,51478.40375523
1596844800000,2020-08-08 00:00:00,ETC/USD,6.8479,6.971499999999999,6.77,6.941600000000001,162129.32732478168,23948.20196821
1596758400000,2020-08-07 00:00:00,ETC/USD,7.0934,7.270899999999999,6.6,6.859,657437.0557568879,99611.67511468
1596672000000,2020-08-06 00:00:00,ETC/USD,7.2016,7.247499999999999,6.9969,7.104099999999999,554100.3061607211,79192.25745126
1596585600000,2020-08-05 00:00:00,ETC/USD,7.1496,7.3502,7.0445,7.2229,461730.09760458063,65544.76507979
1596499200000,2020-08-04 00:00:00,ETC/USD,7.1614,7.2652,7,7.123799999999999,301816.43587984,43116.63369712
1596412800000,2020-08-03 00:00:00,ETC/USD,7.1913,7.3622,7.0382,7.151,448410.78985573724,63711.00421354
1596326400000,2020-08-02 00:00:00,ETC/USD,7.832,8.2974,6.3934,7.1662,2094170.5089012203,327551.92994357
1596240000000,2020-08-01 00:00:00,ETC/USD,7.4142,7.948499999999999,7.323,7.8399,1265172.3102456885,172766.94117789
1596153600000,2020-07-31 00:00:00,ETC/USD,7.3757,7.579200000000001,7.2678,7.420000000000001,967660.1636915486,133143.4772134
1596067200000,2020-07-30 00:00:00,ETC/USD,7.2824,7.484699999999999,7.0429,7.359600000000001,539131.4574495391,76549.63970091
1595980800000,2020-07-29 00:00:00,ETC/USD,7.2659,7.5562,7.1589,7.2715000000000005,673088.7885512748,94021.25865025
1595894400000,2020-07-28 00:00:00,ETC/USD,7.1148,7.420000000000001,6.8357,7.2398,869454.2004879614,127193.14781046
1595808000000,2020-07-27 00:00:00,ETC/USD,6.6489,7.3755999999999995,6.6489,7.1093,2025094.868180902,304575.92506744
1595721600000,2020-07-26 00:00:00,ETC/USD,6.7084,6.9117999999999995,6.48,6.6371,509970.4887286369,78699.14949516
1595635200000,2020-07-25 00:00:00,ETC/USD,6.2561,6.7301,6.2561,6.6898,792807.2619801377,126725.47785044
1595548800000,2020-07-24 00:00:00,ETC/USD,6.4489,6.4499,6.2353,6.261400000000001,186113.8801684195,29848.42432095
1595462400000,2020-07-23 00:00:00,ETC/USD,6.3797,6.490000000000001,6.316,6.444499999999999,342809.23418552324,54276.31953539
1595376000000,2020-07-22 00:00:00,ETC/USD,6.1988,6.411299999999999,6.109,6.3712,232339.8376020388,38032.3846132
1595289600000,2020-07-21 00:00:00,ETC/USD,6.021,6.1999,6.021,6.1999,224081.4672414955,37216.65292169
1595203200000,2020-07-20 00:00:00,ETC/USD,6.1152,6.203,5.9996,6.0356,299175.532729547,49865.91318247
1595116800000,2020-07-19 00:00:00,ETC/USD,6.055,6.140000000000001,5.9573,6.114799999999999,166425.12884847002,27936.33505925
1595030400,2020-07-18 00:00:00,ETC/USD,6.032,6.124,5.95,6.059,104049.25,17169.46
1594944000,2020-07-17 00:00:00,ETC/USD,6.047,6.124,5.986,6.032,197056.94,32561.84
1594857600,2020-07-16 00:00:00,ETC/USD,6.226,6.259,5.905,6.047,325575.26,53623.8
1594771200,2020-07-15 00:00:00,ETC/USD,6.339,6.362,6.2,6.226,63869.35,10197.3
1594684800,2020-07-14 00:00:00,ETC/USD,6.306,6.339,6.184,6.339,267847.07,42972.32
1594598400,2020-07-13 00:00:00,ETC/USD,6.479,6.571,6.19,6.306,212270.46,33380.87
1594512000,2020-07-12 00:00:00,ETC/USD,6.506,6.563,6.354,6.479,117280.83,18135.14
1594425600,2020-07-11 00:00:00,ETC/USD,6.385,6.594,6.385,6.506,102868.84,15841.87
1594339200,2020-07-10 00:00:00,ETC/USD,6.648,6.648,6.266,6.385,167553.56,26141.37
1594252800,2020-07-09 00:00:00,ETC/USD,6.639,6.805,6.42,6.648,380141.04,57431.66
1594166400,2020-07-08 00:00:00,ETC/USD,6.215,6.65,6.133,6.639,672691.76,104221.54
1594080000,2020-07-07 00:00:00,ETC/USD,6.12,6.32,5.973,6.215,393517.45,63625.08
1593993600,2020-07-06 00:00:00,ETC/USD,5.653,6.19,5.653,6.12,284453.11,47703.0
1593907200,2020-07-05 00:00:00,ETC/USD,5.704,5.72,5.522,5.653,138198.99,24607.22
1593820800,2020-07-04 00:00:00,ETC/USD,5.641,5.751,5.637,5.704,57155.04,10048.65
1593734400,2020-07-03 00:00:00,ETC/USD,5.643,5.739,5.605,5.641,63681.68,11219.09
1593648000,2020-07-02 00:00:00,ETC/USD,5.72,5.774,5.553,5.643,156836.72,27723.81
1593561600,2020-07-01 00:00:00,ETC/USD,5.707,5.775,5.636,5.72,88283.81,15451.52
1593475200,2020-06-30 00:00:00,ETC/USD,5.827,5.851,5.688,5.738,55843.39,9709.55
1593388800,2020-06-29 00:00:00,ETC/USD,5.759,5.887,5.73,5.827,131159.11,22625.69
1593302400,2020-06-28 00:00:00,ETC/USD,5.583,5.835,5.54,5.761,154020.88,26963.05
1593216000,2020-06-27 00:00:00,ETC/USD,6.045,6.05,5.284,5.583,745077.62,130502.03
1593129600,2020-06-26 00:00:00,ETC/USD,6.146,6.175,6.009,6.045,100427.61,16505.1
1593043200,2020-06-25 00:00:00,ETC/USD,6.217,6.248,6.05,6.146,344480.08,56383.15
1592956800,2020-06-24 00:00:00,ETC/USD,6.389,6.54,6.134,6.221,354018.8,55958.33
1592870400,2020-06-23 00:00:00,ETC/USD,6.388,6.434,6.299,6.389,127396.54,19949.85
1592784000,2020-06-22 00:00:00,ETC/USD,6.209,6.403,6.199,6.388,141882.74,22392.14
1592697600,2020-06-21 00:00:00,ETC/USD,6.278,6.287,6.179,6.209,47835.12,7665.39
1592611200,2020-06-20 00:00:00,ETC/USD,6.335,6.356,6.167,6.278,120755.45,19277.21
1592524800,2020-06-19 00:00:00,ETC/USD,6.197,6.42,6.156,6.335,241309.51,38173.49
1592438400,2020-06-18 00:00:00,ETC/USD,6.292,6.294,6.107,6.197,68714.35,11087.84
1592352000,2020-06-17 00:00:00,ETC/USD,6.259,6.369,6.154,6.292,136680.09,21813.5
1592265600,2020-06-16 00:00:00,ETC/USD,6.257,6.311,6.179,6.259,129842.0,20777.97
1592179200,2020-06-15 00:00:00,ETC/USD,6.323,6.323,5.99,6.257,187178.8,30474.61
1592092800,2020-06-14 00:00:00,ETC/USD,6.489,6.497,6.257,6.323,85675.87,13458.48
1592006400,2020-06-13 00:00:00,ETC/USD,6.399,6.517,6.335,6.489,83529.95,12984.4
1591920000,2020-06-12 00:00:00,ETC/USD,6.25,6.482,6.214,6.399,162993.88,25407.57
1591833600,2020-06-11 00:00:00,ETC/USD,6.825,6.841,6.021,6.25,546385.84,84838.6
1591747200,2020-06-10 00:00:00,ETC/USD,6.787,6.83,6.701,6.825,234790.47,34665.04
1591660800,2020-06-09 00:00:00,ETC/USD,6.916,6.942,6.725,6.778,280136.88,41253.84
1591574400,2020-06-08 00:00:00,ETC/USD,6.824,6.924,6.734,6.916,177421.86,25930.36
1591488000,2020-06-07 00:00:00,ETC/USD,6.878,6.879,6.611,6.824,433186.37,64261.7
1591401600,2020-06-06 00:00:00,ETC/USD,6.838,6.91,6.787,6.878,85687.98,12502.62
1591315200,2020-06-05 00:00:00,ETC/USD,6.918,6.96,6.78,6.838,100692.27,14677.28
1591228800,2020-06-04 00:00:00,ETC/USD,6.935,7.031,6.794,6.918,145162.64,20932.5
1591142400,2020-06-03 00:00:00,ETC/USD,6.983,6.999,6.793,6.935,782212.36,114016.65
1591056000,2020-06-02 00:00:00,ETC/USD,7.22,7.347,6.74,6.983,796904.1,111832.21
1590969600,2020-06-01 00:00:00,ETC/USD,6.946,7.278,6.857,7.22,455202.53,64112.15
1590883200,2020-05-31 00:00:00,ETC/USD,7.495,7.496,6.606,6.946,595204.51,83842.3
1590796800,2020-05-30 00:00:00,ETC/USD,7.21,7.57,7.105,7.495,486019.97,66073.12
1590710400,2020-05-29 00:00:00,ETC/USD,6.865,7.3,6.865,7.21,570638.05,80094.89
1590624000,2020-05-28 00:00:00,ETC/USD,6.761,6.889,6.686,6.865,179625.98,26503.48
1590537600,2020-05-27 00:00:00,ETC/USD,6.705,6.835,6.676,6.791,226215.13,33469.91
1590451200,2020-05-26 00:00:00,ETC/USD,6.804,6.83,6.533,6.705,432814.11,64955.15
1590364800,2020-05-25 00:00:00,ETC/USD,6.558,6.911,6.477,6.804,834034.51,123104.95
1590278400,2020-05-24 00:00:00,ETC/USD,6.565,6.788,6.493,6.558,891929.95,133668.45
1590192000,2020-05-23 00:00:00,ETC/USD,6.457,6.63,6.379,6.565,297834.69,45691.77
1590105600,2020-05-22 00:00:00,ETC/USD,6.121,6.61,6.079,6.457,365410.81,57587.12
1590019200,2020-05-21 00:00:00,ETC/USD,6.457,6.522,5.932,6.121,324870.57,52520.47
1589932800,2020-05-20 00:00:00,ETC/USD,6.662,6.683,6.231,6.457,336261.53,51874.37
1589846400,2020-05-19 00:00:00,ETC/USD,6.698,6.725,6.54,6.662,227524.48,34310.13
1589760000,2020-05-18 00:00:00,ETC/USD,6.665,6.922,6.586,6.698,358946.07,53152.16
1589673600,2020-05-17 00:00:00,ETC/USD,6.678,6.793,6.501,6.665,282399.92,42316.71
1589587200,2020-05-16 00:00:00,ETC/USD,6.502,6.84,6.445,6.678,550269.11,81983.99
1589500800,2020-05-15 00:00:00,ETC/USD,6.295,6.698,6.11,6.502,825364.99,128268.13
1589414400,2020-05-14 00:00:00,ETC/USD,6.22,6.363,6.088,6.295,387516.41,61929.94
1589328000,2020-05-13 00:00:00,ETC/USD,6.08,6.287,6.014,6.22,259136.33,42022.96
1589241600,2020-05-12 00:00:00,ETC/USD,6.011,6.217,5.889,6.08,228431.43,37681.54
1589155200,2020-05-11 00:00:00,ETC/USD,6.196,6.322,5.622,6.011,676201.19,113523.43
1589068800,2020-05-10 00:00:00,ETC/USD,7.062,7.062,5.521,6.196,1578858.85,259318.33
1588982400,2020-05-09 00:00:00,ETC/USD,7.159,7.26,7.015,7.062,359458.96,50226.89
1588896000,2020-05-08 00:00:00,ETC/USD,7.102,7.321,6.945,7.159,373192.86,51985.03
1588809600,2020-05-07 00:00:00,ETC/USD,6.825,7.23,6.795,7.102,494050.08,70404.5
1588723200,2020-05-06 00:00:00,ETC/USD,7.154,7.33,6.797,6.825,331581.28,46627.61
1588636800,2020-05-05 00:00:00,ETC/USD,7.217,7.524,7.042,7.154,609570.48,83379.98
1588550400,2020-05-04 00:00:00,ETC/USD,7.21,7.359,6.65,7.217,705768.94,101220.41
1588464000,2020-05-03 00:00:00,ETC/USD,7.481,7.62,7.03,7.21,1420568.84,193939.07
1588377600,2020-05-02 00:00:00,ETC/USD,6.637,7.614,6.579,7.481,1347314.85,186400.96
1588291200,2020-05-01 00:00:00,ETC/USD,6.447,6.71,6.437,6.637,195171.7,29501.65
1588204800,2020-04-30 00:00:00,ETC/USD,6.734,6.98,6.303,6.447,610895.27,91937.18
1588118400,2020-04-29 00:00:00,ETC/USD,6.16,6.89,6.136,6.734,1495381.12,228429.44
1588032000,2020-04-28 00:00:00,ETC/USD,6.11,6.17,5.955,6.165,203207.12,33419.95
1587945600,2020-04-27 00:00:00,ETC/USD,6.232,6.285,5.944,6.11,252092.36,41430.99
1587859200,2020-04-26 00:00:00,ETC/USD,5.76,6.253,5.73,6.232,663531.51,110161.77
1587772800,2020-04-25 00:00:00,ETC/USD,5.588,5.859,5.548,5.76,358366.36,62601.85
1587686400,2020-04-24 00:00:00,ETC/USD,5.602,5.712,5.524,5.588,228869.05,40586.53
1587600000,2020-04-23 00:00:00,ETC/USD,5.39,5.79,5.309,5.602,517414.19,92857.05
1587513600,2020-04-22 00:00:00,ETC/USD,5.195,5.454,5.164,5.39,214671.57,40216.58
1587427200,2020-04-21 00:00:00,ETC/USD,5.238,5.303,5.114,5.197,214419.17,41238.82
1587340800,2020-04-20 00:00:00,ETC/USD,5.493,5.625,5.155,5.238,443426.54,82247.69
1587254400,2020-04-19 00:00:00,ETC/USD,5.665,5.72,5.42,5.493,159040.99,28716.02
1587168000,2020-04-18 00:00:00,ETC/USD,5.391,5.694,5.391,5.665,247675.08,44560.95
1587081600,2020-04-17 00:00:00,ETC/USD,5.491,5.501,5.345,5.391,217057.78,40022.48
1586995200,2020-04-16 00:00:00,ETC/USD,5.108,5.57,4.87,5.491,940468.44,180325.99
1586908800,2020-04-15 00:00:00,ETC/USD,5.229,5.359,5.089,5.108,463297.38,88965.44
1586822400,2020-04-14 00:00:00,ETC/USD,5.18,5.359,5.102,5.238,206067.6,39371.71
1586736000,2020-04-13 00:00:00,ETC/USD,5.324,5.331,5.028,5.18,488195.15,95541.27
1586649600,2020-04-12 00:00:00,ETC/USD,5.288,5.498,5.188,5.324,265011.54,49421.87
1586563200,2020-04-11 00:00:00,ETC/USD,5.249,5.412,5.141,5.287,217603.82,41325.75
1586476800,2020-04-10 00:00:00,ETC/USD,5.896,5.912,5.086,5.249,552770.6,102497.69
1586390400,2020-04-09 00:00:00,ETC/USD,5.836,5.983,5.569,5.896,642287.74,110998.92
1586304000,2020-04-08 00:00:00,ETC/USD,5.483,5.91,5.411,5.836,453486.64,79046.35
1586217600,2020-04-07 00:00:00,ETC/USD,5.627,5.83,5.39,5.483,638466.31,112773.84
1586131200,2020-04-06 00:00:00,ETC/USD,5.034,5.628,5.034,5.627,873064.17,159540.05
1586044800,2020-04-05 00:00:00,ETC/USD,5.163,5.193,4.934,5.034,236309.05,47012.13
1585958400,2020-04-04 00:00:00,ETC/USD,5.134,5.258,5.053,5.159,247429.13,48081.56
1585872000,2020-04-03 00:00:00,ETC/USD,5.101,5.256,5.007,5.134,284679.1,54957.35
1585785600,2020-04-02 00:00:00,ETC/USD,5.035,5.4,4.997,5.101,573689.31,111060.99
1585699200,2020-04-01 00:00:00,ETC/USD,4.96,5.059,4.8,5.035,342855.3,69348.83
1585612800,2020-03-31 00:00:00,ETC/USD,4.96,5.017,4.873,4.96,114338.37,23119.72
1585526400,2020-03-30 00:00:00,ETC/USD,4.822,5.065,4.814,4.96,135050.14,27253.5
1585440000,2020-03-29 00:00:00,ETC/USD,4.828,5.064,4.786,4.822,244516.8,49697.67
1585353600,2020-03-28 00:00:00,ETC/USD,4.93,4.93,4.636,4.835,314914.44,65807.86
1585267200,2020-03-27 00:00:00,ETC/USD,5.087,5.213,4.849,4.93,1364840.25,267131.48
1585180800,2020-03-26 00:00:00,ETC/USD,5.019,5.117,4.921,5.087,107846.33,21485.71
1585094400,2020-03-25 00:00:00,ETC/USD,5.072,5.276,4.902,5.019,336339.8,65994.76
1585008000,2020-03-24 00:00:00,ETC/USD,4.982,5.21,4.879,5.072,370008.22,72902.18
1584921600,2020-03-23 00:00:00,ETC/USD,4.6,5.096,4.529,4.982,594101.41,121776.52
1584835200,2020-03-22 00:00:00,ETC/USD,5.026,5.241,4.549,4.6,613987.33,126537.13
1584748800,2020-03-21 00:00:00,ETC/USD,4.899,5.167,4.69,5.009,331947.71,66968.28
1584662400,2020-03-20 00:00:00,ETC/USD,5.05,5.532,4.531,4.899,969435.37,189470.9
1584576000,2020-03-19 00:00:00,ETC/USD,4.612,5.322,4.487,5.05,1162476.83,234944.56
1584489600,2020-03-18 00:00:00,ETC/USD,4.648,4.689,4.35,4.612,402591.66,89123.34
1584403200,2020-03-17 00:00:00,ETC/USD,4.504,5.042,4.408,4.648,687029.09,145975.4
1584316800,2020-03-16 00:00:00,ETC/USD,5.072,5.072,4.05,4.504,1076581.93,240981.43
1584230400,2020-03-15 00:00:00,ETC/USD,4.629,5.314,4.586,5.072,1305548.36,262206.43
1584144000,2020-03-14 00:00:00,ETC/USD,4.874,4.954,4.503,4.616,1042034.73,220410.38
1584057600,2020-03-13 00:00:00,ETC/USD,3.813,5.371,3.302,4.866,3669998.69,861763.65
1583971200,2020-03-12 00:00:00,ETC/USD,6.614,6.647,3.685,3.813,6489452.84,1359428.27
1583884800,2020-03-11 00:00:00,ETC/USD,6.84,6.902,6.129,6.614,946395.7,146352.81
1583798400,2020-03-10 00:00:00,ETC/USD,6.967,7.062,6.648,6.84,981418.41,141982.7
1583712000,2020-03-09 00:00:00,ETC/USD,6.47,7.074,6.393,6.967,2702842.98,403108.45
1583625600,2020-03-08 00:00:00,ETC/USD,7.823,7.824,6.218,6.47,3162602.06,459520.44
1583539200,2020-03-07 00:00:00,ETC/USD,8.243,8.243,7.804,7.823,713891.1,88626.57
1583452800,2020-03-06 00:00:00,ETC/USD,8.203,8.332,7.909,8.256,757884.3,93167.7
1583366400,2020-03-05 00:00:00,ETC/USD,7.957,8.481,7.957,8.203,775534.03,94562.26
1583280000,2020-03-04 00:00:00,ETC/USD,8.493,8.558,7.629,7.957,1861393.95,235021.34
1583193600,2020-03-03 00:00:00,ETC/USD,8.445,8.682,8.164,8.493,888394.22,106107.68
1583107200,2020-03-02 00:00:00,ETC/USD,7.769,8.68,7.724,8.445,1588733.04,194401.86
1583020800,2020-03-01 00:00:00,ETC/USD,7.4,7.949,7.4,7.769,909541.31,117860.15
1582934400,2020-02-29 00:00:00,ETC/USD,7.509,7.705,7.368,7.4,813809.92,108765.02
1582848000,2020-02-28 00:00:00,ETC/USD,7.709,7.846,7.187,7.515,1372311.13,182896.05
1582761600,2020-02-27 00:00:00,ETC/USD,7.68,8.082,7.387,7.709,1540024.38,200292.16
1582675200,2020-02-26 00:00:00,ETC/USD,9.2,9.362,7.248,7.68,2628025.14,330150.47
1582588800,2020-02-25 00:00:00,ETC/USD,9.367,9.474,8.924,9.2,1544028.42,168506.64
1582502400,2020-02-24 00:00:00,ETC/USD,9.818,9.823,9.004,9.367,974421.59,104341.33
1582416000,2020-02-23 00:00:00,ETC/USD,9.523,10.01,9.481,9.818,1328943.04,134739.43
1582329600,2020-02-22 00:00:00,ETC/USD,9.404,9.73,9.303,9.523,1947097.97,206895.17
1582243200,2020-02-21 00:00:00,ETC/USD,8.888,9.87,8.793,9.442,2088794.18,220791.56
1582156800,2020-02-20 00:00:00,ETC/USD,8.842,9.033,8.34,8.888,2604618.41,299101.64
1582070400,2020-02-19 00:00:00,ETC/USD,9.868,9.893,8.7,8.842,1793135.05,190467.33
1581984000,2020-02-18 00:00:00,ETC/USD,9.682,10.03,9.19,9.868,1309152.62,136251.47
1581897600,2020-02-17 00:00:00,ETC/USD,9.585,9.91,8.71,9.682,2754383.42,295119.16
1581811200,2020-02-16 00:00:00,ETC/USD,10.38,10.68,8.9,9.585,3797772.59,393041.98
1581724800,2020-02-15 00:00:00,ETC/USD,12.01,12.05,9.721,10.38,5106991.67,478824.09
1581638400,2020-02-14 00:00:00,ETC/USD,12.03,12.06,11.67,11.98,877749.34,73698.06
1581552000,2020-02-13 00:00:00,ETC/USD,12.22,13.07,11.36,12.03,3572733.45,296184.89
1581465600,2020-02-12 00:00:00,ETC/USD,11.99,12.48,11.98,12.22,2289255.2,187166.72
1581379200,2020-02-11 00:00:00,ETC/USD,11.83,12.14,11.61,11.99,989176.23,83334.07
1581292800,2020-02-10 00:00:00,ETC/USD,11.69,12.04,11.34,11.83,1314315.66,111884.01
1581206400,2020-02-09 00:00:00,ETC/USD,11.7,12.12,11.27,11.69,1620540.71,137992.69
1581120000,2020-02-08 00:00:00,ETC/USD,11.69,11.94,11.11,11.7,1703993.6,145993.8
1581033600,2020-02-07 00:00:00,ETC/USD,12.11,12.24,11.29,11.69,1939468.63,165514.49
1580947200,2020-02-06 00:00:00,ETC/USD,12.34,13.19,10.81,12.11,7052122.5,587150.51
1580860800,2020-02-05 00:00:00,ETC/USD,11.41,12.65,11.33,12.34,2551830.99,209867.82
1580774400,2020-02-04 00:00:00,ETC/USD,11.8,11.91,11.12,11.41,1285124.37,112298.94
1580688000,2020-02-03 00:00:00,ETC/USD,11.37,12.25,11.31,11.8,2712196.92,228122.0
1580601600,2020-02-02 00:00:00,ETC/USD,11.55,11.82,11.17,11.37,1647815.17,142855.74
1580515200,2020-02-01 00:00:00,ETC/USD,11.31,11.84,11.1,11.55,1668459.93,144861.81
1580428800,2020-01-31 00:00:00,ETC/USD,12.27,12.3,10.7,11.31,5675820.64,498542.86
1580342400,2020-01-30 00:00:00,ETC/USD,12.24,12.68,11.61,12.27,4432979.65,365658.46
1580256000,2020-01-29 00:00:00,ETC/USD,11.41,12.89,11.34,12.24,8205218.05,671801.1
1580169600,2020-01-28 00:00:00,ETC/USD,10.43,11.71,10.38,11.41,7542350.1,681648.73
1580083200,2020-01-27 00:00:00,ETC/USD,9.188,11.13,9.188,10.43,6107967.42,593109.17
1579996800,2020-01-26 00:00:00,ETC/USD,8.441,9.385,8.24,9.188,1345898.89,151827.95
1579910400,2020-01-25 00:00:00,ETC/USD,8.625,8.649,8.095,8.441,614976.62,73290.16
1579824000,2020-01-24 00:00:00,ETC/USD,8.446,8.828,7.88,8.625,1493770.56,179119.1
1579737600,2020-01-23 00:00:00,ETC/USD,9.345,9.35,8.174,8.446,1473615.08,169804.47
1579651200,2020-01-22 00:00:00,ETC/USD,8.933,9.503,8.92,9.345,1493859.7,161410.8
1579564800,2020-01-21 00:00:00,ETC/USD,8.627,9.124,8.514,8.933,1180862.5,132881.1
1579478400,2020-01-20 00:00:00,ETC/USD,8.512,9.085,8.045,8.627,2283818.43,264097.95
1579392000,2020-01-19 00:00:00,ETC/USD,8.29,9.41,7.77,8.512,3984118.55,465950.21
1579305600,2020-01-18 00:00:00,ETC/USD,9.412,9.744,8.062,8.29,7415033.61,830152.25
1579219200,2020-01-17 00:00:00,ETC/USD,8.406,12.0,8.152,9.412,19853046.09,1949615.08
1579132800,2020-01-16 00:00:00,ETC/USD,7.997,8.593,7.31,8.406,3108450.26,381762.69
1579046400,2020-01-15 00:00:00,ETC/USD,6.766,8.1,6.567,7.997,3629643.99,489163.4
1578960000,2020-01-14 00:00:00,ETC/USD,5.483,7.0,5.474,6.766,5608512.41,889997.37
1578873600,2020-01-13 00:00:00,ETC/USD,5.572,5.593,5.32,5.483,406471.24,74686.14
1578787200,2020-01-12 00:00:00,ETC/USD,5.563,5.631,5.355,5.572,320253.8,58273.0
1578700800,2020-01-11 00:00:00,ETC/USD,5.344,5.819,5.318,5.572,942336.14,168493.75
1578614400,2020-01-10 00:00:00,ETC/USD,5.19,5.398,4.928,5.344,547783.62,105850.3
1578528000,2020-01-09 00:00:00,ETC/USD,4.947,5.2,4.88,5.19,1323591.12,261091.66
1578441600,2020-01-08 00:00:00,ETC/USD,4.819,5.05,4.71,4.947,423951.94,86626.5
1578355200,2020-01-07 00:00:00,ETC/USD,5.03,5.07,4.725,4.819,546219.73,112018.06
1578268800,2020-01-06 00:00:00,ETC/USD,4.88,5.149,4.854,5.03,1016496.62,202459.59
1578182400,2020-01-05 00:00:00,ETC/USD,4.775,5.006,4.742,4.88,778942.58,158636.63
1578096000,2020-01-04 00:00:00,ETC/USD,4.58,4.79,4.543,4.759,384034.7,82253.3
1578009600,2020-01-03 00:00:00,ETC/USD,4.254,4.643,4.2,4.58,461550.22,103893.88
1577923200,2020-01-02 00:00:00,ETC/USD,4.523,4.523,4.19,4.254,527076.64,121066.74
1577836800,2020-01-01 00:00:00,ETC/USD,4.501,4.576,4.483,4.523,147053.63,32491.17
1577750400,2019-12-31 00:00:00,ETC/USD,4.631,4.764,4.438,4.501,1102005.49,239877.61
1577664000,2019-12-30 00:00:00,ETC/USD,4.661,4.898,4.545,4.631,538393.47,115112.56
1577577600,2019-12-29 00:00:00,ETC/USD,4.427,4.872,4.399,4.661,821299.62,176523.91
1577491200,2019-12-28 00:00:00,ETC/USD,4.525,4.574,4.404,4.436,208133.27,46540.56
1577404800,2019-12-27 00:00:00,ETC/USD,4.509,4.681,4.384,4.525,800488.72,177624.66
1577318400,2019-12-26 00:00:00,ETC/USD,4.042,4.766,4.042,4.509,1326565.6,295822.31
1577232000,2019-12-25 00:00:00,ETC/USD,3.949,4.1,3.914,4.042,132494.45,32847.63
1577145600,2019-12-24 00:00:00,ETC/USD,4.007,4.013,3.9,3.949,280718.31,70843.89
1577059200,2019-12-23 00:00:00,ETC/USD,4.21,4.25,3.961,4.007,308136.13,74668.95
1576972800,2019-12-22 00:00:00,ETC/USD,4.101,4.276,4.068,4.21,418616.99,99802.65
1576886400,2019-12-21 00:00:00,ETC/USD,4.066,4.185,4.015,4.106,856804.59,208393.24
1576800000,2019-12-20 00:00:00,ETC/USD,3.744,4.238,3.709,4.066,406259.12,100729.32
1576713600,2019-12-19 00:00:00,ETC/USD,3.779,3.814,3.679,3.744,62747.39,16736.62
1576627200,2019-12-18 00:00:00,ETC/USD,3.489,3.839,3.4,3.779,365232.98,102794.6
1576540800,2019-12-17 00:00:00,ETC/USD,3.697,3.728,3.433,3.489,264936.15,74755.75
1576454400,2019-12-16 00:00:00,ETC/USD,3.816,3.862,3.636,3.697,178400.82,47917.71
1576368000,2019-12-15 00:00:00,ETC/USD,3.816,3.868,3.778,3.816,26595.54,6949.19
1576281600,2019-12-14 00:00:00,ETC/USD,3.877,3.886,3.757,3.821,74100.33,19338.62
1576195200,2019-12-13 00:00:00,ETC/USD,3.836,3.9,3.836,3.877,117698.45,30389.66
1576108800,2019-12-12 00:00:00,ETC/USD,3.781,3.86,3.737,3.82,55824.19,14741.59
1576022400,2019-12-11 00:00:00,ETC/USD,3.8,3.814,3.772,3.781,22657.97,5976.41
1575936000,2019-12-10 00:00:00,ETC/USD,3.817,3.817,3.747,3.8,88310.99,23349.58
1575849600,2019-12-09 00:00:00,ETC/USD,3.923,3.939,3.792,3.817,92220.93,23698.71
