https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume AID
1599523200000,2020-09-08 00:00:00,AID/USD,0.0080011,0.0080011,0.008,0.0080011,54.33642748098179,6791.11965617
1599350400000,2020-09-06 00:00:00,AID/USD,0.0080745,0.0080745,0.008,0.008,618.432397968,77304.049746
1599264000000,2020-09-05 00:00:00,AID/USD,0.00997,0.00997,0.0083639,0.0083639,8.814237811707208,1053.84304113
1599177600000,2020-09-04 00:00:00,AID/USD,0.0085,0.013246,0.008,0.009,7893.911497735079,877101.27752612
1599004800000,2020-09-02 00:00:00,AID/USD,0.009002,0.009002,0.0085,0.0085,1553.38973811481,182751.73389585997
1598918400000,2020-09-01 00:00:00,AID/USD,0.009002,0.009002,0.009002,0.009002,9.447169118492,1049.452246
1598659200000,2020-08-29 00:00:00,AID/USD,0.0091075,0.0091075,0.0091075,0.0091075,6.069274633006174,666.40402229
1598227200000,2020-08-24 00:00:00,AID/USD,0.0097246,0.01,0.0091975,0.0091975,35.42092791230533,3851.14736747
1598140800000,2020-08-23 00:00:00,AID/USD,0.010422,0.010422,0.0094969,0.0094969,308.1301066971292,32445.335498649998
1598054400000,2020-08-22 00:00:00,AID/USD,0.010088,0.012937,0.01,0.012937,667.1354805985204,51568.020452849996
1597968000000,2020-08-21 00:00:00,AID/USD,0.012207,0.012594,0.0091985,0.012594,147.400176,11704.0
1597881600000,2020-08-20 00:00:00,AID/USD,0.011,0.011,0.0091593,0.011,803.98399797694,73089.45436154
1597795200000,2020-08-19 00:00:00,AID/USD,0.01104,0.01104,0.0089505,0.01104,350.06937280772155,31709.18231954
1597708800000,2020-08-18 00:00:00,AID/USD,0.01,0.01104,0.01,0.01104,414.26221517591523,37523.75137463
1597622400000,2020-08-17 00:00:00,AID/USD,0.0094009,0.009987,0.0094009,0.009987,224.33873531651207,22463.07552984
1597449600000,2020-08-15 00:00:00,AID/USD,0.0085309,0.0085309,0.0085309,0.0085309,12.4066717279568,1454.321552
1597363200000,2020-08-14 00:00:00,AID/USD,0.0083128,0.0083128,0.0083128,0.0083128,200.0000000000582,24059.28207103
1597276800000,2020-08-13 00:00:00,AID/USD,0.0080087,0.009987,0.0080087,0.009987,423.8037070631442,42435.53690429
1597190400000,2020-08-12 00:00:00,AID/USD,0.009254,0.009254,0.0090332,0.0090332,142.7787592,15806.0
1597104000000,2020-08-11 00:00:00,AID/USD,0.0088209,0.0088209,0.008654,0.008654,198.95546000000002,22990.0
1597017600000,2020-08-10 00:00:00,AID/USD,0.0094994,0.0094994,0.0091226,0.0091226,237.0641430057982,25986.466907
1596931200000,2020-08-09 00:00:00,AID/USD,0.010498,0.012148,0.010498,0.011039,1191.595099592511,107944.11627797
1596844800000,2020-08-08 00:00:00,AID/USD,0.008652,0.0105,0.0085687,0.0105,2271.1392889185004,216298.979897
1596672000000,2020-08-06 00:00:00,AID/USD,0.0098765,0.010488,0.0098765,0.010488,459.21920450895675,43785.20256569
1596585600000,2020-08-05 00:00:00,AID/USD,0.0082221,0.0082221,0.0082221,0.0082221,16.234115867631992,1974.44884733
1596412800000,2020-08-03 00:00:00,AID/USD,0.008602,0.008602,0.008602,0.008602,56.20260582892758,6533.66726679
1596326400000,2020-08-02 00:00:00,AID/USD,0.0082544,0.010098,0.008,0.008,172.54687653488,21568.35956686
1596240000000,2020-08-01 00:00:00,AID/USD,0.0079398,0.010098,0.0078965,0.010098,105.596424420696,10457.162252
1596153600000,2020-07-31 00:00:00,AID/USD,0.0087774,0.01,0.0087774,0.01,1113.3584195353,111335.84195353
1595980800000,2020-07-29 00:00:00,AID/USD,0.0087774,0.0087774,0.0087774,0.0087774,3.7391723999999997,426.0
1595894400000,2020-07-28 00:00:00,AID/USD,0.0077982,0.0087774,0.0072645,0.0075,570.515497096575,76068.73294621
1595808000000,2020-07-27 00:00:00,AID/USD,0.0077511,0.0078072,0.0072579,0.0078072,317.08878185411174,40614.91723718
1595721600000,2020-07-26 00:00:00,AID/USD,0.0077511,0.0077511,0.0077511,0.0077511,355.97984002504853,45926.36400318
1595635200000,2020-07-25 00:00:00,AID/USD,0.0077511,0.0077511,0.007,0.007,217.36554158234998,31052.220226049998
1595548800000,2020-07-24 00:00:00,AID/USD,0.0075872,0.0075872,0.0075872,0.0075872,3.4218272,451.0
1595462400000,2020-07-23 00:00:00,AID/USD,0.0077521,0.0077521,0.007752,0.007752,18.945888,2444.0
1595376000000,2020-07-22 00:00:00,AID/USD,0.0077616,0.0077616,0.0073,0.0073,47.9624744905,6570.201985
1595203200000,2020-07-20 00:00:00,AID/USD,0.00751,0.0076222,0.0069999,0.0075544,68.35195355681029,9047.96589495
1595116800000,2020-07-19 00:00:00,AID/USD,0.00758,0.007792,0.0071207,0.0077918,35.7799456,4592.0
1595030400000,2020-07-18 00:00:00,AID/USD,0.007822,0.007822,0.007822,0.007822,27.588194,3527.0
1595030400,2020-07-18 00:00:00,AID/USD,0.00789,0.00789,0.007822,0.007822,27.59,3527.0
1594944000000,2020-07-17 00:00:00,AID/USD,0.0077998,0.00796,0.00739,0.00789,210.1680383885232,26637.26722288
1594944000,2020-07-17 00:00:00,AID/USD,0.0071,0.00796,0.0071,0.00789,203.71,26637.27
1594857600000,2020-07-16 00:00:00,AID/USD,0.00739,0.00739,0.0071,0.0071,1386.5796631726,195292.910306
1594857600,2020-07-16 00:00:00,AID/USD,0.00739,0.00739,0.0071,0.0071,1386.98,195292.91
1594771200000,2020-07-15 00:00:00,AID/USD,0.0075125,0.0077999,0.00739,0.00739,11.7111586120443,1584.73052937
1594771200,2020-07-15 00:00:00,AID/USD,0.0072,0.0078,0.0072,0.00739,11.89,1584.73
1594684800000,2020-07-14 00:00:00,AID/USD,0.00741,0.00741,0.0072,0.0072001,231.67642567304432,32176.834443000003
1594684800,2020-07-14 00:00:00,AID/USD,0.00755,0.00755,0.0072,0.0072,231.9,32176.83
1594598400000,2020-07-13 00:00:00,AID/USD,0.0079799,0.0079799,0.0072,0.00755,88.42576228339951,11712.02149449
1594598400,2020-07-13 00:00:00,AID/USD,0.007411,0.00798,0.0072,0.00755,87.8,11712.02
1594512000000,2020-07-12 00:00:00,AID/USD,0.00771,0.00771,0.007411,0.007411,84.10791782559932,11349.06461012
1594512000,2020-07-12 00:00:00,AID/USD,0.00779,0.00779,0.007411,0.007411,84.33,11349.06
1594425600000,2020-07-11 00:00:00,AID/USD,0.00779,0.00779,0.00779,0.00779,61.98503,7957.0
1594425600,2020-07-11 00:00:00,AID/USD,0.00779,0.00779,0.00779,0.00779,61.99,7957.0
1594339200000,2020-07-10 00:00:00,AID/USD,0.00798,0.00798,0.00741,0.00779,56.65097937384,7272.269496
1594339200,2020-07-10 00:00:00,AID/USD,0.008112,0.008112,0.00741,0.00779,54.58,7272.27
1594252800000,2020-07-09 00:00:00,AID/USD,0.0076321,0.0082009,0.007354,0.0081123,407.6517112247832,50251.064584
1594252800,2020-07-09 00:00:00,AID/USD,0.007632,0.008201,0.007354,0.008112,378.64,50251.06
1594166400000,2020-07-08 00:00:00,AID/USD,0.0073308,0.0076321,0.0072,0.0076321,138.82095378900001,18189.09
1594166400,2020-07-08 00:00:00,AID/USD,0.007549,0.007632,0.0072,0.007632,131.34,18189.09
1594080000000,2020-07-07 00:00:00,AID/USD,0.00741,0.0076,0.00741,0.0075492,159.698450764386,21154.354205
1594080000,2020-07-07 00:00:00,AID/USD,0.007383,0.0076,0.007383,0.007549,159.41,21154.35
1593993600000,2020-07-06 00:00:00,AID/USD,0.0076,0.0076,0.0073833,0.0073833,37.798391559147625,5119.44409128
1593993600,2020-07-06 00:00:00,AID/USD,0.0071,0.0076,0.0071,0.007383,38.79,5119.44
1593907200,2020-07-05 00:00:00,AID/USD,0.0071,0.0071,0.0071,0.0071,0.0,0.0
1593820800,2020-07-04 00:00:00,AID/USD,0.0071,0.0071,0.0071,0.0071,0.0,0.0
1593734400000,2020-07-03 00:00:00,AID/USD,0.00728,0.00728,0.0071,0.0071,134.00547100000003,18874.010000000002
1593734400,2020-07-03 00:00:00,AID/USD,0.007279,0.00728,0.0071,0.0071,2974.56,415228.22
1593648000,2020-07-02 00:00:00,AID/USD,0.007279,0.007279,0.007279,0.007279,0.0,0.0
1593561600000,2020-07-01 00:00:00,AID/USD,0.00818,0.0086134,0.0072789,0.0072789,683.4022901853116,93888.12735239
1593561600,2020-07-01 00:00:00,AID/USD,0.00821,0.008613,0.007279,0.007279,721.76,94837.18
1593475200000,2020-06-30 00:00:00,AID/USD,0.00821,0.00821,0.0081629,0.00821,103.62662,12622.0
1593475200,2020-06-30 00:00:00,AID/USD,0.00821,0.00821,0.008163,0.00821,103.57,12622.0
1593388800000,2020-06-29 00:00:00,AID/USD,0.00814,0.00821,0.00814,0.00821,8.21,1000.0
1593388800,2020-06-29 00:00:00,AID/USD,0.00814,0.00821,0.00814,0.00821,8.175,1000.0
1593302400000,2020-06-28 00:00:00,AID/USD,0.0076,0.0076,0.0076,0.0076,104.0869001608,13695.644758
1593302400,2020-06-28 00:00:00,AID/USD,0.007932,0.007932,0.0076,0.0076,104.09,13695.64
1593216000000,2020-06-27 00:00:00,AID/USD,0.00871,0.00871,0.0079321,0.0079321,3.6495592099999996,460.1
1593216000,2020-06-27 00:00:00,AID/USD,0.00849,0.00871,0.007932,0.007932,3.65,460.1
1593129600000,2020-06-26 00:00:00,AID/USD,0.0080451,0.0094068,0.0076,0.00849,9155.877324104136,1078430.78022428
1593129600,2020-06-26 00:00:00,AID/USD,0.008045,0.009407,0.0076,0.00849,8380.09,1078430.78
1593043200,2020-06-25 00:00:00,AID/USD,0.009407,0.009407,0.009407,0.009407,0.0,0.0
1592956800000,2020-06-24 00:00:00,AID/USD,0.0090868,0.0094068,0.008447,0.0094068,104.05382481892335,11061.55385667
1592956800,2020-06-24 00:00:00,AID/USD,0.00955,0.00955,0.008447,0.009407,97.45,11061.55
1592870400000,2020-06-23 00:00:00,AID/USD,0.0095,0.0105,0.0095,0.0095,2008.1678645783747,211386.09100825
1592870400,2020-06-23 00:00:00,AID/USD,0.0095,0.0105,0.0095,0.00955,2024.49,211386.09
1592784000000,2020-06-22 00:00:00,AID/USD,0.010194,0.0105,0.0095,0.0095,744.4958194999999,78367.981
1592784000,2020-06-22 00:00:00,AID/USD,0.009087,0.0105,0.009087,0.0095,799.99,78367.98
1592697600000,2020-06-21 00:00:00,AID/USD,0.0090868,0.0090868,0.0090868,0.0090868,5.895180060931681,648.7630476
1592697600,2020-06-21 00:00:00,AID/USD,0.01026,0.01026,0.009087,0.009087,5.895,648.76
1592611200,2020-06-20 00:00:00,AID/USD,0.01026,0.01026,0.01026,0.01026,0.0,0.0
1592524800,2020-06-19 00:00:00,AID/USD,0.01026,0.01026,0.01026,0.01026,0.0,0.0
1592438400,2020-06-18 00:00:00,AID/USD,0.01026,0.01026,0.01026,0.01026,0.0,0.0
1592352000000,2020-06-17 00:00:00,AID/USD,0.0090868,0.01026,0.0090868,0.01026,37.086087886739996,3614.628449
1592352000,2020-06-17 00:00:00,AID/USD,0.0103,0.0103,0.009087,0.01026,36.32,3614.63
1592265600,2020-06-16 00:00:00,AID/USD,0.0103,0.0103,0.0103,0.0103,0.0,0.0
1592179200000,2020-06-15 00:00:00,AID/USD,0.0103,0.0103,0.0103,0.0103,103.0,10000.0
1592179200,2020-06-15 00:00:00,AID/USD,0.01023,0.0103,0.01023,0.0103,103.0,10000.0
1592092800000,2020-06-14 00:00:00,AID/USD,0.010897,0.010897,0.010231,0.010231,210.24705,20550.0
1592092800,2020-06-14 00:00:00,AID/USD,0.009022,0.0109,0.009022,0.01023,210.88,20550.0
1592006400,2020-06-13 00:00:00,AID/USD,0.009022,0.009022,0.009022,0.009022,0.0,0.0
1591920000,2020-06-12 00:00:00,AID/USD,0.009022,0.009022,0.009022,0.009022,0.0,0.0
1591833600000,2020-06-11 00:00:00,AID/USD,0.010408,0.01123,0.009022,0.009022,409.1662974034353,45352.06133933
1591833600,2020-06-11 00:00:00,AID/USD,0.009007,0.01123,0.009007,0.009022,504.78,45352.06
1591747200000,2020-06-10 00:00:00,AID/USD,0.0090348,0.0090348,0.009007,0.009007,144.112,16000.0
1591747200,2020-06-10 00:00:00,AID/USD,0.009028,0.009035,0.009007,0.009007,144.16,16000.0
1591660800000,2020-06-09 00:00:00,AID/USD,0.009048,0.009048,0.009048,0.009048,25.822992000000003,2854.0
1591660800,2020-06-09 00:00:00,AID/USD,0.01041,0.01041,0.009048,0.009048,25.82,2854.0
1591574400,2020-06-08 00:00:00,AID/USD,0.01041,0.01041,0.01041,0.01041,0.0,0.0
1591488000,2020-06-07 00:00:00,AID/USD,0.01041,0.01041,0.01041,0.01041,0.0,0.0
1591401600,2020-06-06 00:00:00,AID/USD,0.01041,0.01041,0.01041,0.01041,0.0,0.0
1591315200000,2020-06-05 00:00:00,AID/USD,0.009869,0.010408,0.009869,0.010408,226.97042529844802,21807.304506
1591315200,2020-06-05 00:00:00,AID/USD,0.01,0.01041,0.009869,0.01041,215.47,21807.3
1591228800000,2020-06-04 00:00:00,AID/USD,0.01,0.01,0.01,0.01,4.26,426.0
1591228800,2020-06-04 00:00:00,AID/USD,0.008856,0.01,0.008856,0.01,4.26,426.0
1591142400000,2020-06-03 00:00:00,AID/USD,0.0088555,0.0088555,0.0088555,0.0088555,13.28325,1500.0
1591142400,2020-06-03 00:00:00,AID/USD,0.0112,0.0112,0.008856,0.008856,13.28,1500.0
1591056000000,2020-06-02 00:00:00,AID/USD,0.0088645,0.0088645,0.0088553,0.0088553,12.372625159999998,1397.1999999999998
1591056000,2020-06-02 00:00:00,AID/USD,0.0112,0.0112,0.0112,0.0112,0.0,0.0
1590969600,2020-06-01 00:00:00,AID/USD,0.0112,0.0112,0.0112,0.0112,0.0,0.0
1590883200000,2020-05-31 00:00:00,AID/USD,0.011,0.011249,0.010001,0.0112,55.9328,4994.0
1590883200,2020-05-31 00:00:00,AID/USD,0.01125,0.01125,0.01,0.0112,52.59,4994.0
1590796800000,2020-05-30 00:00:00,AID/USD,0.011249,0.011249,0.011249,0.011249,224.98000000000002,20000.0
1590796800,2020-05-30 00:00:00,AID/USD,0.01143,0.01143,0.01125,0.01125,224.98,20000.0
1590710400000,2020-05-29 00:00:00,AID/USD,0.00864,0.01143,0.0085076,0.01143,37.00293989796,3237.352572
1590710400,2020-05-29 00:00:00,AID/USD,0.00881,0.01143,0.008508,0.01143,34.16,3237.35
1590624000000,2020-05-28 00:00:00,AID/USD,0.009647,0.01,0.00881,0.00881,296.820892888253,33691.3612813
1590624000,2020-05-28 00:00:00,AID/USD,0.01,0.01,0.00881,0.00881,333.62,33691.36
1590537600000,2020-05-27 00:00:00,AID/USD,0.00881,0.00881,0.00881,0.00881,27.767358,3151.8
1590537600,2020-05-27 00:00:00,AID/USD,0.00881,0.00881,0.00881,0.00881,27.77,3151.8
1590451200000,2020-05-26 00:00:00,AID/USD,0.00881,0.00881,0.00881,0.00881,24.50519733176,2781.520696
1590451200,2020-05-26 00:00:00,AID/USD,0.00864,0.00881,0.00864,0.00881,24.51,2781.52
1590364800000,2020-05-25 00:00:00,AID/USD,0.00864,0.00864,0.0079045,0.00864,8.902554744444501,1126.2641210000002
1590364800,2020-05-25 00:00:00,AID/USD,0.00897,0.00897,0.007905,0.00864,9.253,1126.26
1590278400000,2020-05-24 00:00:00,AID/USD,0.008873,0.008970000000000002,0.007779399999999999,0.008970000000000002,115.77748746990683,14882.57288093
1590278400,2020-05-24 00:00:00,AID/USD,0.00907,0.00907,0.007779,0.00897,78.87,9469.41
1590192000000,2020-05-23 00:00:00,AID/USD,0.0094877,0.0094877,0.0088731,0.00907,675.952758,76180.0
1590192000,2020-05-23 00:00:00,AID/USD,0.00929,0.009488,0.008873,0.00907,711.26,76180.0
1590105600000,2020-05-22 00:00:00,AID/USD,0.0092897,0.0092897,0.0092897,0.0092897,3.9852813,429.0
1590105600,2020-05-22 00:00:00,AID/USD,0.009245,0.00929,0.009245,0.00929,3.985,429.0
1590019200,2020-05-21 00:00:00,AID/USD,0.009245,0.009245,0.009245,0.009245,0.0,0.0
1589932800000,2020-05-20 00:00:00,AID/USD,0.0088725,0.009531900000000001,0.0088725,0.009244900000000002,220.3662825,24837.0
1589932800,2020-05-20 00:00:00,AID/USD,0.009524,0.009532,0.008873,0.009245,228.71,24837.0
1589846400000,2020-05-19 00:00:00,AID/USD,0.0095243,0.0098711,0.0095243,0.0098711,28.572899999999997,3000.0
1589846400,2020-05-19 00:00:00,AID/USD,0.009961,0.009961,0.009524,0.009524,28.97,3000.0
1589760000000,2020-05-18 00:00:00,AID/USD,0.0094824,0.009961100000000002,0.0094713,0.009961099999999999,1573.9729048217287,166183.407222
1589760000,2020-05-18 00:00:00,AID/USD,0.009224,0.009961,0.009224,0.009961,1618.6,166183.41
1589673600000,2020-05-17 00:00:00,AID/USD,0.0095171,0.009517099999999999,0.0092243,0.0092243,16.25209203053466,1761.8780862
1589673600,2020-05-17 00:00:00,AID/USD,0.009112,0.009517,0.009112,0.009224,16.64,1761.88
1589587200,2020-05-16 00:00:00,AID/USD,0.0104,0.0104,0.0077,0.009112,2465.76,314785.91
1589500800,2020-05-15 00:00:00,AID/USD,0.0095,0.0104,0.0095,0.0104,369.99,37097.02
1589414400,2020-05-14 00:00:00,AID/USD,0.009,0.0095,0.009,0.0095,167.83,17665.98
1589328000,2020-05-13 00:00:00,AID/USD,0.0096,0.0096,0.009,0.009,180.0,20000.0
1589241600,2020-05-12 00:00:00,AID/USD,0.0096,0.0096,0.0096,0.0096,0.0,0.0
1589155200,2020-05-11 00:00:00,AID/USD,0.00894,0.01,0.00894,0.0096,283.75,31123.64
1589068800,2020-05-10 00:00:00,AID/USD,0.00894,0.00894,0.00894,0.00894,0.0,0.0
1588982400,2020-05-09 00:00:00,AID/USD,0.008171,0.00907,0.007968,0.00894,428.75,47777.68
1588896000,2020-05-08 00:00:00,AID/USD,0.008171,0.008171,0.008171,0.008171,0.0,0.0
1588809600,2020-05-07 00:00:00,AID/USD,0.008171,0.008171,0.008171,0.008171,0.0,0.0
1588723200,2020-05-06 00:00:00,AID/USD,0.0077,0.00916,0.0077,0.008171,432.96,49449.09
1588636800,2020-05-05 00:00:00,AID/USD,0.008,0.008,0.0077,0.0077,133.7,17321.27
1588550400,2020-05-04 00:00:00,AID/USD,0.008,0.008,0.008,0.008,0.0,0.0
1588464000,2020-05-03 00:00:00,AID/USD,0.008,0.00866,0.008,0.008,28.33,3488.19
1588377600,2020-05-02 00:00:00,AID/USD,0.0082,0.0082,0.008,0.008,10.56,1313.3
1588291200,2020-05-01 00:00:00,AID/USD,0.0082,0.0082,0.0082,0.0082,0.0,0.0
1588204800,2020-04-30 00:00:00,AID/USD,0.00745,0.009206,0.00745,0.0082,143.41,17086.8
1588118400,2020-04-29 00:00:00,AID/USD,0.00745,0.00745,0.007215,0.00745,51.99,6996.46
1588032000,2020-04-28 00:00:00,AID/USD,0.007212,0.00723,0.007202,0.007202,74.13,10288.94
1587945600,2020-04-27 00:00:00,AID/USD,0.00721,0.007212,0.00721,0.007212,154.06,21361.18
1587859200,2020-04-26 00:00:00,AID/USD,0.007264,0.00729,0.0072,0.00721,78.91,10937.9
1587772800,2020-04-25 00:00:00,AID/USD,0.007264,0.007264,0.007264,0.007264,11.55,1589.76
1587686400,2020-04-24 00:00:00,AID/USD,0.00728,0.007301,0.007264,0.007264,12.88,1769.51
1587600000,2020-04-23 00:00:00,AID/USD,0.00728,0.00728,0.00728,0.00728,0.0,0.0
1587513600,2020-04-22 00:00:00,AID/USD,0.00725,0.00728,0.00725,0.00728,461.89,63468.88
1587427200,2020-04-21 00:00:00,AID/USD,0.007253,0.00727,0.007251,0.007251,153.48,21142.03
1587340800,2020-04-20 00:00:00,AID/USD,0.007262,0.007262,0.007253,0.007253,11.06,1524.69
1587254400,2020-04-19 00:00:00,AID/USD,0.00725,0.007262,0.00725,0.007262,130.53,18000.0
1587168000,2020-04-18 00:00:00,AID/USD,0.007284,0.007284,0.00725,0.00725,21.41,2953.76
1587081600,2020-04-17 00:00:00,AID/USD,0.007417,0.007417,0.00725,0.007284,30.43,4193.2
1586995200,2020-04-16 00:00:00,AID/USD,0.00741,0.007417,0.00741,0.007417,6.669,899.1
1586908800,2020-04-15 00:00:00,AID/USD,0.00783,0.007846,0.0072,0.00741,216.51,29300.43
1586822400,2020-04-14 00:00:00,AID/USD,0.007826,0.0085,0.007826,0.0085,28.7,3415.94
1586736000,2020-04-13 00:00:00,AID/USD,0.0095,0.0095,0.00782,0.007826,334.62,42646.47
1586649600,2020-04-12 00:00:00,AID/USD,0.0095,0.0095,0.007515,0.0095,191.13,20222.83
1586563200,2020-04-11 00:00:00,AID/USD,0.007101,0.01048,0.007,0.01,14051.03,1679463.25
1586476800,2020-04-10 00:00:00,AID/USD,0.009427,0.009427,0.0071,0.007101,693.83,95407.05
1586390400,2020-04-09 00:00:00,AID/USD,0.009499,0.009499,0.009426,0.009427,182.8,19393.0
1586304000,2020-04-08 00:00:00,AID/USD,0.00752,0.009499,0.0071,0.009499,17.79,1999.0
1586217600,2020-04-07 00:00:00,AID/USD,0.0075,0.0099,0.007,0.00752,13781.71,1661557.5
1586131200,2020-04-06 00:00:00,AID/USD,0.0087,0.0087,0.0075,0.0075,4789.77,624644.65
1586044800,2020-04-05 00:00:00,AID/USD,0.0087,0.0087,0.0077,0.0087,16.89,1999.0
1585958400,2020-04-04 00:00:00,AID/USD,0.00801,0.009,0.007,0.007517,41696.39,5012102.13
1585872000,2020-04-03 00:00:00,AID/USD,0.0077,0.009378,0.0077,0.00801,141.56,17165.24
1585785600,2020-04-02 00:00:00,AID/USD,0.009,0.01057,0.0066,0.0077,43029.97,5136695.68
1585699200,2020-04-01 00:00:00,AID/USD,0.009,0.00955,0.007431,0.009,38629.69,4676947.99
1585612800,2020-03-31 00:00:00,AID/USD,0.009628,0.009628,0.0065,0.009,14234.87,1801346.04
1585526400,2020-03-30 00:00:00,AID/USD,0.005491,0.01115,0.005491,0.009628,29553.52,3728876.27
1585440000,2020-03-29 00:00:00,AID/USD,0.005867,0.01,0.004815,0.005491,11886.31,1925090.95
1585353600,2020-03-28 00:00:00,AID/USD,0.005234,0.00669,0.0048,0.006523,11503.67,2177462.18
1585267200,2020-03-27 00:00:00,AID/USD,0.006944,0.006944,0.00476,0.005234,6072.34,1114888.52
1585180800,2020-03-26 00:00:00,AID/USD,0.00671,0.006944,0.004496,0.006944,21042.83,3659518.48
1585094400,2020-03-25 00:00:00,AID/USD,0.0052,0.00671,0.0052,0.00671,19.46,2900.0
1585008000,2020-03-24 00:00:00,AID/USD,0.01,0.01,0.0052,0.0052,95.55,14148.48
1584921600,2020-03-23 00:00:00,AID/USD,0.0069,0.01024,0.00432,0.01,8324.57,1154301.75
